,fast_ma,slow_ma,profit,end_capital,number_of_trades
2063,111,119,250.0301,2510301,42
114,15,102,249.5225,2505225,36
945,10,110,249.3474,2503474,34
1613,9,116,249.2701,2502701,34
1373,108,113,249.2463,2502463,52
1049,5,111,249.0121,2500121,40
210,10,103,248.8181,2498181,38
728,8,108,248.1866,2491866,38
1273,8,113,247.7569,2487569,36
1384,7,114,246.2852,2472852,38
1160,6,112,246.1096,2471096,38
726,6,108,246.0104,2470104,42
1383,6,114,246.0021,2470021,40
1053,9,111,245.9656,2469656,38
2065,113,119,245.9107,2469107,50
113,14,102,245.6429,2466429,36
1386,9,114,243.0125,2440125,36
110,11,102,242.396,2433960,36
1604,114,115,241.4542,2424542,108
1726,7,117,240.8843,2418843,38
2182,112,120,240.751,2417510,42
725,5,108,240.6587,2416587,46
12,13,101,239.9557,2409557,36
214,14,103,239.9104,2409104,36
1611,7,116,239.8249,2408249,36
1496,6,115,238.4907,2394907,40
11,12,101,238.3202,2393202,36
1374,109,113,237.8104,2388104,56
2077,7,120,237.4133,2384133,36
1612,8,116,236.9,2379000,36
522,13,106,236.6879,2376879,38
1164,10,112,236.6561,2376561,34
1264,110,112,236.6525,2376525,80
1728,9,117,236.485,2374850,36
2066,114,119,235.7014,2367014,50
215,15,103,235.6018,2366018,36
1497,7,115,234.7231,2357231,38
1274,9,113,234.7184,2357184,36
1385,8,114,234.7079,2357079,36
1163,9,112,234.3468,2353468,34
518,9,106,234.0518,2350518,40
832,5,109,233.63,2346300,44
1724,5,117,232.7409,2337409,38
1844,9,118,232.6729,2336729,36
1948,113,118,232.6322,2336322,50
111,12,102,232.2696,2332696,36
519,10,106,232.2328,2332328,40
212,12,103,231.326,2323260,36
1949,114,118,231.0628,2320628,58
837,10,109,230.9308,2319308,36
1054,10,111,230.6958,2316958,34
415,10,105,230.5284,2315284,38
211,11,103,230.3472,2313472,38
1263,109,112,230.2323,2312323,66
624,10,107,229.7988,2307988,38
1717,113,116,228.4922,2294922,66
419,14,105,228.4887,2294887,36
523,14,106,227.853,2288530,36
316,14,104,227.7678,2287678,36
1946,111,118,227.4973,2284973,44
1270,5,113,227.1054,2281054,40
1841,6,118,226.1886,2271886,36
112,13,102,226.1754,2271754,36
109,10,102,225.361,2263610,38
626,12,107,225.1941,2261941,40
312,10,104,225.0813,2260813,38
838,11,109,225.0257,2260257,36
685,71,107,222.9837,2239837,32
1495,5,115,222.0012,2230012,42
1609,5,116,221.6265,2226265,40
1498,8,115,221.1354,2221354,34
2068,116,119,220.9437,2219437,62
1718,114,116,220.176,2211760,78
1840,5,118,219.7086,2207086,38
1962,10,119,219.6771,2206771,34
14,15,101,219.1655,2201655,36
904,77,109,219.1561,2201561,32
2165,95,120,218.8374,2198374,32
627,13,107,217.2754,2182754,38
1716,112,116,216.5142,2175142,58
1375,110,113,216.4368,2174368,68
115,16,102,216.3437,2173437,34
2080,10,120,216.3284,2173284,30
2175,105,120,216.2646,2172646,40
934,107,109,215.5751,2165751,86
1832,113,117,215.253,2162530,60
1602,112,115,213.4165,2144165,64
1275,10,113,213.0908,2140908,34
0,1,101,212.8192,2138192,110
1725,6,117,212.8115,2138115,38
901,74,109,212.7587,2137587,32
790,70,108,212.6256,2136256,32
794,74,108,212.5216,2135216,32
314,12,104,212.4256,2134256,36
1008,73,110,212.1689,2131689,32
2048,96,119,212.0954,2130954,32
417,12,105,212.0615,2130615,38
2177,107,120,211.8256,2128256,40
1744,25,117,211.649,2126490,26
1597,107,115,211.5793,2125793,44
730,10,108,211.492,2124920,40
946,11,110,210.5617,2115617,34
13,14,101,209.9352,2109352,38
2067,115,119,209.1982,2101982,58
2181,111,120,208.9534,2099534,40
1503,13,115,207.1791,2081791,30
1700,96,116,206.7584,2077584,32
795,75,108,206.4406,2074406,32
839,12,109,206.3115,2073115,34
1610,6,116,206.0743,2070743,38
313,11,104,205.865,2068650,38
688,74,107,205.8151,2068151,34
732,12,108,205.7921,2067921,34
1500,10,115,205.7166,2067166,34
1957,5,119,205.6966,2066966,38
1831,112,117,205.5103,2065103,50
2057,105,119,205.4024,2064024,38
520,11,106,205.3152,2063152,38
1387,10,114,205.2025,2062025,32
1711,107,116,204.9874,2059874,40
1942,107,118,204.1517,2051517,40
100,1,102,204.1497,2051497,110
903,76,109,204.1206,2051206,32
358,56,104,203.7547,2047547,34
275,75,103,203.4467,2044467,38
686,72,107,203.4391,2044391,32
1146,102,111,202.962,2039620,46
2184,114,120,202.5905,2035905,50
2064,112,119,202.5288,2035288,44
2166,96,120,202.5105,2035105,32
896,69,109,201.0989,2020989,32
21,22,101,201.0826,2020826,34
628,14,107,200.7898,2017898,36
2097,27,120,200.568,2015680,22
35,36,101,200.0694,2010694,32
796,76,108,200.035,2010350,34
793,73,108,199.7984,2007984,32
2185,115,120,199.3731,2003731,50
1950,115,118,199.2526,2002526,62
405,103,104,199.0022,2000022,128
2049,97,119,198.8227,1998227,32
259,59,103,198.545,1995450,36
625,11,107,198.3986,1993986,40
1708,104,116,198.0344,1990344,40
731,11,108,197.8885,1988885,38
1009,74,110,197.7072,1987072,32
1261,107,112,197.5126,1985126,54
446,41,105,197.4899,1984899,30
1715,111,116,197.2501,1982501,50
577,68,106,196.9342,1979342,32
15,16,101,196.8659,1978659,36
1826,107,117,196.7346,1977346,40
2061,109,119,196.6183,1976183,40
1963,11,119,196.3373,1973373,32
176,77,102,196.2827,1972827,36
221,21,103,196.2227,1972227,32
40,41,101,196.1346,1971346,32
1037,102,110,195.8963,1968963,48
1864,29,118,195.6704,1966704,26
1153,109,111,195.6216,1966216,78
1633,29,116,195.4735,1964735,30
20,21,101,195.4535,1964535,34
1372,107,113,195.3601,1963601,48
175,76,102,195.3048,1963048,36
1817,98,117,195.3044,1963044,32
155,56,102,195.2607,1962607,36
2096,26,120,194.9117,1959117,22
1931,96,118,194.7826,1957826,32
1247,93,112,194.2354,1952354,32
897,70,109,194.1972,1951972,32
478,73,105,194.1408,1951408,34
376,74,104,194.0004,1950004,34
1120,76,111,193.9977,1949977,32
273,73,103,193.9466,1949466,36
1943,108,118,193.8807,1948807,40
1011,76,110,193.7143,1947143,32
761,41,108,193.4633,1944633,28
2059,107,119,193.3843,1943843,40
900,73,109,192.7663,1937663,32
1528,38,115,192.7178,1937178,26
1846,11,118,192.3918,1933918,32
1730,11,117,192.3606,1933606,32
1701,97,116,192.291,1932910,32
1588,98,115,191.9648,1929648,34
1119,75,111,191.887,1928870,32
687,73,107,191.8469,1928469,34
792,72,108,191.7617,1927617,32
868,41,109,191.5777,1925777,26
1150,106,111,191.5154,1925154,54
1041,106,110,191.1475,1921475,60
791,71,108,191.1203,1921203,32
2081,11,120,191.0989,1920989,26
1951,116,118,190.8804,1918804,78
1260,106,112,190.8102,1918102,48
1712,108,116,190.5434,1915434,42
34,35,101,190.4491,1914491,34
1979,27,119,190.2732,1912732,22
274,74,103,190.1772,1911772,36
322,20,104,190.1257,1911257,32
473,68,105,190.028,1910280,32
1825,106,117,189.7843,1907843,40
1731,12,117,189.7525,1907525,32
789,69,108,189.7049,1907049,32
156,57,102,189.6765,1906765,36
1814,95,117,189.652,1906520,32
1391,14,114,189.6006,1906006,30
1486,109,114,189.4145,1904145,50
22,23,101,189.3998,1903998,34
1847,12,118,189.2922,1902922,30
1519,29,115,188.9228,1899228,30
1745,26,117,188.815,1898150,28
1484,107,114,188.7812,1897812,46
579,70,106,188.7613,1897613,32
930,103,109,188.5625,1895625,52
1702,98,116,188.4354,1894354,32
1862,27,118,188.4125,1894125,26
1151,107,111,188.3991,1893991,58
1485,108,114,188.3951,1893951,48
2178,108,120,188.3693,1893693,40
823,103,108,188.3683,1893683,56
1194,40,112,188.3516,1893516,28
1262,108,112,188.3329,1893329,56
1704,100,116,188.2513,1892513,36
1845,10,118,188.228,1892280,34
655,41,107,187.9359,1889359,28
79,80,101,187.8799,1888799,38
1748,29,117,187.8513,1888513,28
529,20,106,187.8245,1888245,32
1823,104,117,187.7475,1887475,40
2047,95,119,187.7029,1887029,32
2095,25,120,187.635,1886350,22
976,41,110,187.6024,1886024,28
929,102,109,187.4104,1884104,50
2176,106,120,187.3794,1883794,42
2164,94,120,187.1592,1881592,32
19,20,101,187.0086,1880086,34
134,35,102,186.9829,1879829,32
1338,73,113,186.9612,1879612,30
216,16,103,186.8135,1878135,34
2060,108,119,186.7769,1877769,40
1827,108,117,186.7312,1877312,40
2108,38,120,186.3046,1873046,24
1598,108,115,186.1749,1871749,46
120,21,102,186.142,1871420,32
1147,103,111,186.1378,1871378,48
935,108,109,186.1006,1871006,118
788,68,108,186.0706,1870706,32
1010,75,110,186.0675,1870675,32
902,75,109,185.8061,1868061,32
1991,39,119,185.633,1866330,24
2174,104,120,185.369,1863690,38
1055,11,111,185.1953,1861953,34
1815,96,117,184.8615,1858615,32
1043,108,110,184.834,1858340,82
2082,12,120,184.8177,1858177,28
1941,106,118,184.7917,1857917,40
1861,26,118,184.2897,1852897,26
2186,116,120,184.2021,1852021,56
999,64,110,184.1842,1851842,30
584,75,106,184.1646,1851646,34
1116,72,111,183.9949,1849949,34
1816,97,117,183.8674,1848674,32
1004,69,110,183.614,1846140,32
683,69,107,183.3029,1843029,32
2098,28,120,183.2155,1842155,22
1964,12,119,183.1404,1841404,30
689,75,107,183.1091,1841091,38
1084,40,111,183.0599,1840599,30
684,70,107,182.9253,1839253,34
892,65,109,182.9231,1839231,32
784,64,108,182.8763,1838763,32
1603,113,115,182.548,1835480,78
578,69,106,182.4736,1834736,32
1932,97,118,182.4553,1834553,32
1631,27,116,182.4159,1834159,28
1714,110,116,182.408,1834080,50
2102,32,120,182.2554,1832554,24
448,43,105,182.2375,1832375,30
1085,41,111,182.0474,1830474,28
1833,114,117,181.9051,1829051,64
1042,107,110,181.8905,1828905,72
276,76,103,181.8125,1828125,38
646,32,107,181.7446,1827446,28
1729,10,117,181.7392,1827392,34
1306,41,113,181.7353,1827353,28
1944,109,118,181.7118,1827118,40
1184,30,112,181.6719,1826719,30
119,20,102,181.646,1826460,34
1828,109,117,181.6007,1826007,42
2109,39,120,181.5793,1825793,24
582,73,106,181.4877,1824877,36
1863,28,118,181.4193,1824193,26
576,67,106,181.2668,1822668,32
975,40,110,181.156,1821560,28
1710,106,116,181.1377,1821377,40
1940,105,118,181.0932,1820932,42
472,67,105,181.0877,1820877,32
1216,62,112,181.0662,1820662,28
1868,33,118,181.0345,1820345,26
716,102,107,180.9583,1819583,58
1477,100,114,180.8111,1818111,38
2046,94,119,180.685,1816850,32
1305,40,113,180.6251,1816251,28
824,104,108,180.3229,1813229,64
898,71,109,180.3011,1813011,32
1822,103,117,180.2585,1812585,38
1977,25,119,180.2387,1812387,22
1117,73,111,180.1822,1811822,32
2058,106,119,180.123,1811230,42
1929,94,118,180.0695,1810695,32
867,40,109,180.0466,1810466,26
2163,93,120,180.0374,1810374,32
279,79,103,180.0138,1810138,36
575,66,106,179.9743,1809743,32
317,15,104,179.909,1809090,36
1699,95,116,179.876,1808760,32
1590,100,115,179.852,1808520,36
318,16,104,179.846,1808460,36
551,42,106,179.7616,1807616,30
257,57,103,179.7518,1807518,36
1404,27,114,179.6198,1806198,30
416,11,105,179.586,1805860,38
377,75,104,179.5414,1805414,34
1873,38,118,179.2969,1802969,26
471,66,105,179.0672,1800672,32
462,57,105,178.9553,1799553,34
1007,72,110,178.8909,1798909,32
752,32,108,178.8474,1798474,28
1487,110,114,178.6479,1796479,62
1517,27,115,178.6059,1796059,28
1760,41,117,178.5536,1795536,26
1137,93,111,178.4916,1794916,34
1340,75,113,178.3773,1793773,30
739,19,108,178.337,1793370,34
1222,68,112,178.296,1792960,30
1221,67,112,178.2913,1792913,30
2099,29,120,178.2877,1792877,24
2171,101,120,178.2819,1792819,32
1368,103,113,178.2336,1792336,40
1483,106,114,178.1917,1791917,44
2053,101,119,178.1583,1791583,34
1482,105,114,178.1456,1791456,42
894,67,109,178.0381,1790381,32
2179,109,120,177.9846,1789846,40
1596,106,115,177.8818,1788818,40
1152,108,111,177.6387,1786387,70
427,22,105,177.617,1786170,32
1945,110,118,177.5694,1785694,42
891,64,109,177.5582,1785582,30
220,20,103,177.4798,1784798,32
1876,41,118,177.475,1784750,26
931,104,109,177.4145,1784145,54
29,30,101,177.4115,1784115,34
893,66,109,177.4021,1784021,32
612,103,106,177.179,1781790,68
1112,68,111,177.1403,1781403,30
2100,30,120,177.1068,1781068,24
231,31,103,177.0905,1780905,30
682,68,107,177.0853,1780853,32
1327,62,113,177.0306,1780306,28
2167,97,120,176.8918,1778918,32
1376,111,113,176.8844,1778844,80
1732,13,117,176.8825,1778825,28
30,31,101,176.8368,1778368,32
645,31,107,176.7735,1777735,28
751,31,108,176.7609,1777609,28
787,67,108,176.733,1777330,32
786,66,108,176.5925,1775925,32
28,29,101,176.5151,1775151,32
480,75,105,176.5038,1775038,34
1246,92,112,176.3672,1773672,32
540,31,106,176.282,1772820,28
1746,27,117,176.1228,1771228,28
656,42,107,176.1087,1771087,30
581,72,106,176.0695,1770695,34
1662,58,116,175.8238,1768238,28
1148,104,111,175.7977,1767977,52
1407,30,114,175.794,1767940,30
1562,72,115,175.7218,1767218,30
1990,38,119,175.6862,1766862,24
1418,41,114,175.5937,1765937,26
375,73,104,175.5873,1765873,34
1229,75,112,175.5316,1765316,32
222,22,103,175.5189,1765189,32
140,41,102,175.4162,1764162,32
1751,32,117,175.4024,1764024,32
1867,32,118,175.3978,1763978,24
542,33,106,175.0757,1760757,28
2107,37,120,175.0404,1760404,26
177,78,102,175.0287,1760287,38
420,15,105,174.968,1759680,36
127,28,102,174.8755,1758755,30
1516,26,115,174.846,1758460,28
328,26,104,174.8031,1758031,30
479,74,105,174.7685,1757685,34
1444,67,114,174.7116,1757116,28
1965,13,119,174.5776,1755776,30
733,13,108,174.5461,1755461,34
1585,95,115,174.5291,1755291,32
1756,37,117,174.4675,1754675,26
27,28,101,174.4343,1754343,30
133,34,102,174.4297,1754297,32
760,40,108,174.4166,1754166,26
2083,13,120,174.3743,1753743,28
217,17,103,174.2927,1752927,32
1556,66,115,174.2362,1752362,28
78,79,101,174.1735,1751735,38
762,42,108,174.1419,1751419,28
1790,71,117,174.1293,1751293,28
121,22,102,173.9563,1749563,32
2084,14,120,173.9093,1749093,28
1339,74,113,173.8925,1748925,30
447,42,105,173.7709,1747709,30
541,32,106,173.7457,1747457,28
373,71,104,173.7302,1747302,34
899,72,109,173.6638,1746638,32
675,61,107,173.5286,1745286,32
2050,98,119,173.4823,1744823,32
1670,66,116,173.4059,1744059,28
116,17,102,173.3663,1743663,34
1502,12,115,173.3138,1743138,30
905,78,109,173.0511,1740511,32
1118,74,111,173.0194,1740194,32
1586,96,115,172.9879,1739879,32
278,78,103,172.8544,1738544,36
323,21,104,172.7044,1737044,32
1224,70,112,172.6599,1736599,30
1228,74,112,172.656,1736560,32
1154,110,111,172.5521,1735521,118
1616,12,116,172.5298,1735298,30
1599,109,115,172.4925,1734925,48
277,77,103,172.4627,1734627,36
1530,40,115,172.4607,1734607,28
463,58,105,172.4475,1734475,34
2173,103,120,172.4143,1734143,34
1476,99,114,172.3715,1733715,36
1750,31,117,172.3483,1733483,30
2170,100,120,172.305,1733050,32
404,102,104,172.2661,1732661,90
173,74,102,172.2283,1732283,38
1165,11,112,172.1905,1731905,34
763,43,108,172.1159,1731159,30
1006,71,110,171.9693,1729693,32
1220,66,112,171.9316,1729316,30
1332,67,113,171.9126,1729126,30
963,28,110,171.8357,1728357,30
1632,28,116,171.7354,1727354,28
528,19,106,171.7334,1727334,32
826,106,108,171.6959,1726959,82
1106,62,111,171.5832,1725832,28
241,41,103,171.5289,1725289,32
234,34,103,171.4975,1724975,32
1995,43,119,171.324,1723240,26
1417,40,114,171.2593,1722593,26
848,21,109,171.259,1722590,32
130,31,102,171.1723,1721723,30
2168,98,120,171.1499,1721499,32
1617,13,116,171.1431,1721431,30
1813,94,117,171.0195,1720195,32
1821,102,117,171.0062,1720062,38
450,45,105,170.9409,1719409,30
361,59,104,170.9229,1719229,34
256,56,103,170.9081,1719081,38
2101,31,120,170.87,1718700,24
1994,42,119,170.8287,1718287,26
1930,95,118,170.791,1717910,32
1451,74,114,170.6975,1716975,30
797,77,108,170.6496,1716496,34
1984,32,119,170.4434,1714434,24
1848,13,118,170.417,1714170,30
1591,101,115,170.317,1713170,38
1875,40,118,170.2059,1712059,26
1980,28,119,170.1397,1711397,24
1416,39,114,170.0403,1710403,26
2056,104,119,169.9802,1709802,38
359,57,104,169.9427,1709427,34
869,42,109,169.9311,1709311,28
777,57,108,169.8318,1708318,30
1829,110,117,169.7437,1707437,46
634,20,107,169.6316,1706316,32
740,20,108,169.6143,1706143,32
239,39,103,169.6096,1706096,30
138,39,102,169.5341,1705341,32
1648,44,116,169.522,1705220,28
1978,26,119,169.4947,1704947,22
1405,28,114,169.266,1702660,30
1906,71,118,169.2497,1702497,28
425,20,105,169.2208,1702208,32
344,42,104,169.1377,1701377,30
552,43,106,168.982,1699820,30
1860,25,118,168.9478,1699478,24
679,65,107,168.9474,1699474,32
1450,73,114,168.6915,1696915,30
438,33,105,168.6667,1696667,28
506,101,105,168.5878,1695878,68
229,29,103,168.5466,1695466,28
128,29,102,168.4942,1694942,30
272,72,103,168.4709,1694709,36
1389,12,114,168.4645,1694645,30
1874,39,118,168.4051,1694051,26
2094,24,120,168.3915,1693915,22
1776,57,117,168.3759,1693759,28
1452,75,114,168.3504,1693504,30
765,45,108,168.3283,1693283,30
336,34,104,168.2655,1692655,28
1003,68,110,168.243,1692430,32
1676,72,116,168.2397,1692397,30
437,32,105,168.1727,1691727,28
785,65,108,168.1559,1691559,32
691,77,107,168.0712,1690712,34
857,30,109,168.0456,1690456,30
1641,37,116,168.0224,1690224,26
571,62,106,168.0214,1690214,32
135,36,102,168.0085,1690085,32
657,43,107,167.7807,1687807,30
439,34,105,167.7773,1687773,28
1474,97,114,167.7364,1687364,34
1145,101,111,167.7308,1687308,42
333,31,104,167.7296,1687296,28
426,21,105,167.671,1686710,32
2051,99,119,167.6109,1686109,32
1475,98,114,167.5116,1685116,36
1713,109,116,167.4039,1684039,46
460,55,105,167.3115,1683115,30
343,41,104,167.2848,1682848,30
1265,111,112,167.2731,1682731,112
1872,37,118,167.2257,1682257,26
1614,10,116,167.22,1682200,34
1587,97,115,167.1711,1681711,32
1012,77,110,167.15,1681500,32
647,33,107,167.1068,1681068,28
16,17,101,167.06,1680600,34
1443,66,114,166.8221,1678221,30
477,72,105,166.7577,1677577,34
449,44,105,166.7162,1677162,30
1993,41,119,166.6636,1676636,24
553,44,106,166.6257,1676257,30
633,19,107,166.5897,1675897,32
235,35,103,166.4991,1674991,32
2054,102,119,166.354,1673540,34
1114,70,111,166.3276,1673276,30
1504,14,115,166.2913,1672913,34
374,72,104,166.2405,1672405,34
1865,30,118,166.1181,1671181,26
76,77,101,166.081,1670810,38
927,100,109,166.077,1670770,46
369,67,104,166.0021,1670021,32
174,75,102,165.9973,1669973,38
1532,42,115,165.935,1669350,26
998,63,110,165.8756,1668756,30
1107,63,111,165.6233,1666233,28
238,38,103,165.6161,1666161,30
1227,73,112,165.6026,1666026,30
550,41,106,165.5693,1665693,30
1938,103,118,165.5463,1665463,38
141,42,102,165.5118,1665118,32
1531,41,115,165.4889,1664889,28
1113,69,111,165.475,1664750,30
1111,67,111,165.444,1664440,30
1646,42,116,165.4161,1664161,28
746,26,108,165.2874,1662874,30
1986,34,119,165.2618,1662618,24
1442,65,114,165.2033,1662033,28
1029,94,110,165.203,1662030,36
2187,117,120,164.987,1659870,62
1762,43,117,164.9668,1659668,28
1709,105,116,164.9055,1659055,40
1478,101,114,164.8943,1658943,38
673,59,107,164.8762,1658762,32
2103,33,120,164.7181,1657181,24
750,30,108,164.7148,1657148,28
1966,14,119,164.6521,1656521,28
340,38,104,164.6314,1656314,30
2044,92,119,164.5785,1655785,32
609,100,106,164.4927,1654927,52
1005,70,110,164.478,1654780,32
1279,14,113,164.4697,1654697,34
1992,40,119,164.4421,1654421,24
1985,33,119,164.3485,1653485,24
1115,71,111,164.3423,1653423,30
258,58,103,164.3092,1653092,36
966,31,110,164.2016,1652016,30
255,55,103,164.1934,1651934,38
1331,66,113,164.1478,1651478,28
341,39,104,164.1064,1651064,30
854,27,109,164.0918,1650918,30
654,40,107,164.0877,1650877,28
1257,103,112,164.0014,1650014,42
1392,15,114,163.8939,1648939,32
1824,105,117,163.8596,1648596,40
974,39,110,163.8175,1648175,30
1290,25,113,163.8134,1648134,30
1328,63,113,163.7728,1647728,28
1981,29,119,163.7394,1647394,24
508,103,105,163.6712,1646712,88
1358,93,113,163.5,1645000,32
1357,92,113,163.4988,1644988,32
859,32,109,163.4605,1644605,28
1749,30,117,163.4469,1644469,30
1178,24,112,163.4316,1644316,30
1238,84,112,163.4094,1644094,32
928,101,109,163.4036,1644036,48
360,58,104,163.3859,1643859,34
346,44,104,163.3102,1643102,32
1647,43,116,163.3036,1643036,28
1295,30,113,163.2386,1642386,30
818,98,108,163.2381,1642381,44
38,39,101,163.1303,1641303,32
2169,99,120,163.1282,1641282,32
129,30,102,163.1005,1641005,32
1195,41,112,163.0784,1640784,28
1083,39,111,163.0699,1640699,28
2022,70,119,163.0347,1640347,28
852,25,109,162.8731,1638731,30
858,31,109,162.8675,1638675,28
1792,73,117,162.7681,1637681,30
1630,26,116,162.7027,1637027,28
1365,100,113,162.6976,1636976,38
1907,72,118,162.6789,1636789,28
507,102,105,162.5569,1635569,72
1933,98,118,162.5515,1635515,32
870,43,109,162.5117,1635117,28
483,78,105,162.5085,1635085,36
713,99,107,162.5054,1635054,48
1678,74,116,162.5028,1635028,30
1303,38,113,162.4152,1634152,26
33,34,101,162.3796,1633796,34
1706,102,116,162.3749,1633749,38
154,55,102,162.3305,1633305,38
1217,63,112,162.2988,1632988,28
236,36,103,162.1571,1631571,30
1595,105,115,162.0266,1630266,40
978,43,110,161.994,1629940,28
126,27,102,161.916,1629160,30
1757,38,117,161.9023,1629023,26
819,99,108,161.8887,1628887,46
337,35,104,161.8399,1628399,28
1615,11,116,161.8274,1628274,32
1225,71,112,161.7529,1627529,30
1435,58,114,161.7065,1627065,28
1337,72,113,161.6716,1626716,30
1138,94,111,161.6549,1626549,34
1761,42,117,161.6209,1626209,26
1276,11,113,161.5451,1625451,34
1255,101,112,161.5216,1625216,42
