,fast_ma,slow_ma,profit,end_capital,number_of_trades
392,18,67,180.2831,1812831,56
1381,71,80,180.2662,1812662,52
378,4,67,180.0786,1810786,96
252,7,65,179.7879,1807879,78
326,17,66,179.5119,1805119,56
327,18,66,179.462,1804620,58
647,3,71,179.4537,1804537,106
522,15,69,179.2335,1802335,52
720,6,72,179.1302,1801302,72
7,8,61,178.9514,1799514,72
1010,6,76,178.8317,1798317,76
517,10,69,178.8117,1798117,62
389,15,67,177.9883,1789883,54
322,13,66,177.616,1786160,62
1320,10,80,177.5161,1785161,56
803,18,73,176.9426,1779426,50
1237,5,79,176.7265,1777265,68
454,14,68,176.6956,1776956,54
201,19,64,176.4908,1774908,60
722,8,72,176.3355,1773355,66
1167,12,78,176.2766,1772766,56
1168,13,78,176.265,1772650,56
447,7,68,176.0741,1770741,74
444,4,68,176.0672,1770672,96
509,2,69,176.0604,1770604,116
66,7,62,176.0309,1770309,74
1245,13,79,175.7569,1767569,54
450,10,68,175.6756,1766756,66
578,3,70,175.603,1766030,104
127,7,63,175.3264,1763264,82
1093,14,77,175.2437,1762437,54
247,2,65,174.7996,1757996,128
510,3,69,174.5631,1755631,106
590,15,70,174.072,1750720,54
1242,10,79,173.9279,1749279,56
862,5,74,173.851,1748510,82
254,9,65,173.4277,1744277,72
75,16,62,173.1705,1741705,66
122,2,63,172.5041,1735041,118
584,9,70,172.4626,1734626,64
246,1,65,172.1745,1731745,160
248,3,65,172.1594,1731594,112
1166,11,78,172.0996,1730996,56
260,15,65,171.7814,1727814,56
186,4,64,171.3646,1723646,92
71,12,62,171.1985,1721985,66
1157,2,78,171.172,1721720,104
264,19,65,170.942,1719420,58
521,14,69,170.2033,1712033,56
192,10,64,170.1653,1711653,68
8,9,61,169.9526,1709526,66
658,14,71,169.9421,1709421,56
261,16,65,169.7067,1707067,54
1314,4,80,169.7005,1707005,80
1082,3,77,169.3495,1703495,94
0,1,61,169.1577,1701577,136
873,16,74,169.1346,1701346,58
1085,6,77,169.1061,1701061,74
184,2,64,168.828,1698280,132
943,13,75,168.7782,1697782,56
1235,3,79,168.0818,1690818,92
516,9,69,168.0194,1690194,66
134,14,63,167.9116,1689116,62
1009,5,76,167.4026,1684026,84
1094,15,77,167.0279,1680279,54
799,14,73,166.6707,1676707,58
788,3,73,166.4501,1674501,100
76,17,62,166.2648,1672648,66
1165,10,78,166.0834,1670834,56
196,14,64,165.9488,1669488,62
381,7,67,165.6363,1666363,72
653,9,71,165.2447,1662447,64
313,4,66,164.9148,1659148,100
1233,1,79,164.5437,1655437,152
74,15,62,163.2733,1642733,68
577,2,70,163.161,1641610,118
72,13,62,162.6307,1636307,62
1154,75,77,162.4937,1634937,114
725,11,72,162.1911,1631911,58
934,4,75,161.6635,1626635,86
328,19,66,161.2519,1622519,58
121,1,63,161.088,1620880,158
1318,8,80,159.9938,1609938,58
1170,15,78,159.8021,1608021,54
1248,16,79,159.5998,1605998,52
1091,12,77,159.5981,1605981,58
200,18,64,159.4068,1604068,64
721,7,72,159.1533,1601533,68
140,20,63,158.9905,1599905,62
394,20,67,158.9587,1599587,58
1089,10,77,158.8904,1598904,58
460,20,68,158.5369,1595369,56
451,11,68,158.4751,1594751,64
133,13,63,158.2875,1592875,62
1312,2,80,158.231,1592310,98
649,5,71,158.217,1592170,78
195,13,64,157.9725,1589725,62
576,1,70,157.7946,1587946,144
129,9,63,157.6196,1586196,68
1226,71,78,156.9367,1579367,64
718,4,72,156.6018,1576018,84
655,11,71,156.4558,1574558,60
1317,7,80,155.9667,1569667,62
520,13,69,155.9523,1569523,56
1234,2,79,155.9405,1569405,102
316,7,66,155.9095,1569095,74
527,20,69,155.7529,1567529,54
443,3,68,155.5843,1565843,106
1260,28,79,155.4517,1564517,42
1160,5,78,155.1348,1561348,72
319,10,66,154.9513,1559513,68
1338,28,80,154.5528,1555528,38
1081,2,77,154.3609,1553609,114
78,19,62,154.3214,1553214,62
395,21,67,154.2129,1552129,56
1305,73,79,153.9565,1549565,68
792,7,73,153.781,1547810,68
728,14,72,153.7604,1547604,60
1088,9,77,153.6831,1546831,58
1240,8,79,153.4682,1544682,60
387,13,67,153.466,1544660,60
68,9,62,153.1813,1541813,68
865,8,74,153.0755,1540755,68
255,10,65,153.0376,1540376,70
523,16,69,151.8419,1528419,50
1136,57,77,151.7599,1527599,44
459,19,68,151.6536,1526536,54
1383,73,80,151.4453,1524453,62
202,20,64,151.4168,1524168,58
1337,27,80,151.2517,1522517,40
377,3,67,151.083,1520830,110
390,16,67,151.0566,1520566,52
329,20,66,150.793,1517930,58
312,3,66,150.7564,1517564,112
130,10,63,150.7311,1517311,70
646,2,71,150.7265,1517265,120
19,20,61,150.4598,1514598,66
1239,7,79,150.2553,1512553,62
311,2,66,150.2092,1512092,124
870,13,74,149.8118,1508118,58
376,2,67,149.4926,1504926,124
1241,9,79,149.4657,1504657,56
790,5,73,149.3205,1503205,78
1380,70,80,149.299,1502990,52
138,18,63,148.9609,1499609,64
139,19,63,148.7902,1497902,64
9,10,61,148.7325,1497325,70
325,16,66,148.4142,1494142,52
1313,3,80,148.2838,1492838,90
659,15,71,148.0001,1490001,54
77,18,62,147.7581,1487581,64
10,11,61,147.7008,1487008,66
1163,8,78,147.5595,1485595,58
789,4,73,147.3644,1483644,88
456,16,68,147.3446,1483446,52
796,11,73,147.2067,1482067,58
932,2,75,147.185,1481850,112
393,19,67,146.8212,1478212,58
795,10,73,146.8003,1478003,58
1013,9,76,146.7102,1477102,58
1176,21,78,146.4474,1474474,48
1080,1,77,146.3633,1473633,150
141,21,63,146.178,1471780,58
189,7,64,146.1466,1471466,78
203,21,64,145.938,1469380,58
588,13,70,145.586,1465860,58
946,16,75,145.5147,1465147,56
461,21,68,145.4238,1464238,54
935,5,75,145.3245,1463245,82
1171,16,78,145.3128,1463128,52
18,19,61,145.0632,1460632,62
719,5,72,144.7538,1457538,78
1137,58,77,144.7208,1457208,46
142,22,63,144.6895,1456895,60
1087,8,77,144.6551,1456551,60
864,7,74,144.3915,1453915,70
69,10,62,144.3747,1453747,68
60,1,62,143.8477,1448477,148
1303,71,79,143.5328,1445328,56
1289,57,79,143.2908,1442908,42
1319,9,80,142.8412,1438412,60
1020,16,76,142.7972,1437972,56
256,11,65,142.6479,1436479,68
654,10,71,142.6476,1436476,66
1340,30,80,142.5334,1435334,40
67,8,62,142.4147,1434147,70
1164,9,78,142.1314,1431314,56
331,22,66,141.4693,1424693,58
586,11,70,141.4469,1424469,64
1004,74,75,141.421,1424210,172
1229,74,78,141.3937,1423937,84
589,14,70,141.3122,1423122,54
1290,58,79,141.1726,1421726,40
249,4,65,140.8536,1418536,96
1367,57,80,140.703,1417030,42
787,2,73,140.472,1414720,110
318,9,66,140.4422,1414422,68
585,10,70,140.0592,1410592,64
191,9,64,139.9262,1409262,70
12,13,61,139.7919,1407919,70
518,11,69,139.3196,1403196,64
70,11,62,139.2271,1402271,66
442,2,68,138.7855,1397855,122
1339,29,80,137.8446,1388446,40
726,12,72,137.6142,1386142,58
1212,57,78,137.0204,1380204,44
1095,16,77,136.7054,1377054,54
940,10,75,136.6863,1376863,58
797,12,73,136.6779,1376779,58
1084,5,77,136.6696,1376696,78
727,13,72,136.4539,1374539,58
1177,22,78,136.1691,1371691,44
941,11,75,135.9771,1369771,56
657,13,71,135.935,1369350,60
869,12,74,135.8152,1368152,60
794,9,73,135.4133,1364133,62
1211,56,78,135.3453,1363453,44
14,15,61,135.2419,1362419,64
1006,2,76,135.1292,1361292,114
1213,58,78,135.0347,1360347,44
143,23,63,134.9117,1359117,60
1151,72,77,134.9062,1359062,80
868,11,74,134.1856,1351856,58
73,14,62,134.0017,1350017,66
1155,76,77,133.8363,1348363,164
384,10,67,133.8191,1348191,66
1090,11,77,133.6534,1346534,58
1331,21,80,133.5688,1345688,46
1135,56,77,133.5671,1345671,44
1138,59,77,132.9603,1339603,52
1100,21,77,132.9076,1339076,46
1254,22,79,132.9062,1339062,46
1083,4,77,132.5121,1335121,84
1365,55,80,132.1114,1331114,42
1336,26,80,132.1062,1331062,40
878,21,74,132.0626,1330626,50
1368,58,80,131.7823,1327823,40
724,10,72,131.7301,1327301,62
950,20,75,131.3731,1323731,46
128,8,63,131.3448,1323448,72
867,10,74,131.2313,1322313,56
1008,4,76,130.9944,1319944,84
1236,4,79,130.8812,1318812,80
1102,23,77,130.7314,1317314,44
1384,74,80,130.4882,1314882,66
861,4,74,130.4176,1314176,94
131,11,63,130.1183,1311183,68
656,12,71,129.5333,1305333,58
1288,56,79,129.5085,1305085,44
1181,26,78,128.62,1296200,44
1001,71,75,127.92920000000001,1289292,94
1258,26,79,127.66909999999999,1286691,42
1328,18,80,127.5635,1285635,52
453,13,68,127.49950000000001,1284995,58
1026,22,76,127.47970000000001,1284797,48
1005,1,76,127.00880000000001,1280088,152
879,22,74,126.6684,1276684,50
715,1,72,126.5179,1275179,142
1014,10,76,126.4972,1274972,62
79,20,62,126.1924,1271924,62
1253,21,79,126.1658,1271658,48
1287,55,79,126.1293,1271293,44
386,12,67,126.0907,1270907,64
798,13,73,126.0845,1270845,58
1225,70,78,125.7655,1267655,58
193,11,64,125.2159,1262159,68
716,2,72,125.0162,1260162,114
1016,12,76,124.6815,1256815,56
942,12,75,124.6577,1256577,56
1000,70,75,124.5931,1255931,86
1159,4,78,124.1301,1251301,84
951,21,75,124.0391,1250391,48
1027,23,76,124.002,1250020,48
1062,58,76,124.0017,1250017,54
877,20,74,123.5808,1245808,52
1371,61,80,123.4398,1244398,42
1366,56,80,123.3598,1243598,42
875,18,74,122.676,1236760,50
587,12,70,122.4884,1234884,60
962,32,75,122.3554,1233554,46
1061,57,76,122.3312,1233312,48
645,1,71,122.3133,1233133,138
1182,27,78,122.2377,1232377,44
1259,27,79,121.9236,1229236,42
21,22,61,121.4519,1224519,66
1332,22,80,120.8165,1218165,44
16,17,61,120.6045,1216045,64
784,70,72,120.3785,1213785,124
1382,72,80,120.3771,1213771,58
1024,20,76,120.3655,1213655,46
859,2,74,120.1827,1211827,112
1073,69,76,119.6562,1206562,68
478,38,68,119.5871,1205871,48
1329,19,80,119.5858,1205858,50
17,18,61,119.3317,1203317,64
204,22,64,118.9643,1199643,60
866,9,74,118.5742,1195742,66
806,21,73,118.3189,1193189,52
1334,24,80,118.2435,1192435,44
1183,28,78,117.9953,1189953,44
1101,22,77,117.8138,1188138,46
783,69,72,117.7114,1187114,104
1144,65,77,117.6492,1186492,56
1364,54,80,117.1139,1181139,42
733,19,72,117.0742,1180742,50
963,33,75,116.9215,1179215,42
1025,21,76,116.8227,1178227,46
330,21,66,116.7854,1177854,58
1184,29,78,116.5884,1175884,42
1286,54,79,116.5431,1175431,42
267,22,65,116.0816,1170816,58
205,23,64,115.931,1169310,58
948,18,75,115.7836,1167836,52
1210,55,78,115.7239,1167239,44
1148,69,77,115.6911,1166911,60
890,33,74,115.5822,1165822,46
1306,74,79,115.4477,1164477,78
1059,55,76,114.6963,1156963,44
11,12,61,114.4316,1154316,68
786,1,73,114.1569,1151569,144
1261,29,79,114.128,1151280,40
1075,71,76,113.9767,1149767,82
1174,19,78,113.9452,1149452,46
952,22,75,113.945,1149450,48
1108,29,77,113.8672,1148672,46
81,22,62,113.7827,1147827,66
1262,30,79,113.7552,1147552,42
1221,66,78,113.6746,1146746,56
1070,66,76,113.5322,1145322,58
1220,65,78,113.3713,1143713,56
939,9,75,113.2197,1142197,62
1186,31,78,113.1904,1141904,42
1330,20,80,113.1688,1141688,50
1264,32,79,112.8313,1138313,42
1291,59,79,112.8198,1138198,40
1106,27,77,112.4587,1134587,46
1077,73,76,112.422,1134220,98
1015,11,76,112.297,1132970,58
1021,17,76,112.2101,1132101,54
1378,68,80,112.0821,1130821,52
1071,67,76,112.0652,1130652,66
1112,33,77,112.0211,1130211,42
1257,25,79,112.0117,1130117,46
412,38,67,112.0081,1130081,56
1335,25,80,111.872,1128720,42
1180,25,78,111.7166,1127166,44
1105,26,77,111.6919,1126919,44
1363,53,80,111.4383,1124383,38
1284,52,79,111.2757,1122757,40
1369,59,80,111.1389,1121389,40
1037,33,76,111.0115,1120115,42
1150,71,77,111.0053,1120053,72
452,12,68,110.9292,1119292,62
1341,31,80,110.9096,1119096,42
1214,59,78,110.6081,1116081,44
1113,34,77,110.3997,1113997,42
116,57,62,110.3692,1113692,106
1149,70,77,110.2491,1112491,66
807,22,73,109.9729,1109729,52
80,21,62,109.7883,1107883,66
15,16,61,109.5483,1105483,66
1145,66,77,109.3941,1103941,56
1342,32,80,109.2498,1102498,42
1230,75,78,109.1907,1101907,92
1103,24,77,108.8364,1098364,44
1146,67,77,108.8281,1098281,58
736,22,72,108.7097,1097097,50
266,21,65,108.6968,1096968,58
1301,69,79,108.2124,1092124,52
1098,19,77,108.0228,1090228,46
949,19,75,107.9,1089000,48
1256,24,79,107.7952,1087952,46
858,1,74,107.7373,1087373,142
805,20,73,107.7181,1087181,52
931,1,75,107.6746,1086746,150
519,12,69,107.5876,1085876,62
268,23,65,107.5023,1085023,58
1175,20,78,107.4464,1084464,46
1263,31,79,107.043,1080430,42
1379,69,80,106.9001,1079001,50
817,32,73,106.8848,1078848,48
961,31,75,106.86,1078600,46
889,32,74,106.8175,1078175,46
1134,55,77,106.7457,1077457,44
1022,18,76,106.7051,1077051,50
1377,67,80,106.5924,1075924,52
1191,36,78,106.5249,1075249,42
1023,19,76,105.9727,1069727,48
1252,20,79,105.9297,1069297,50
1333,23,80,105.8301,1068301,44
546,39,69,105.5715,1065715,48
1038,34,76,105.5403,1065403,42
1302,70,79,105.4698,1064698,56
1285,53,79,105.3397,1063397,42
1326,16,80,105.2548,1062548,50
880,23,74,105.2244,1062244,48
954,24,75,105.0986,1060986,46
82,23,62,104.7252,1057252,64
1343,33,80,104.3926,1053926,42
1189,34,78,104.3507,1053507,42
964,34,75,104.3205,1053205,44
953,23,75,104.2398,1052398,46
1327,17,80,104.2373,1052373,50
1370,60,80,104.1515,1051515,40
1178,23,78,103.999,1049990,44
20,21,61,103.872,1048720,64
1307,75,79,103.7522,1047522,86
876,19,74,103.5987,1045987,50
684,40,71,103.587,1045870,46
13,14,61,103.497,1044970,66
595,20,70,102.9874,1039874,52
613,38,70,102.8316,1038316,48
413,39,67,102.798,1037980,56
888,31,74,102.6253,1036253,46
735,21,72,102.5631,1035631,52
1097,18,77,102.4739,1034739,48
476,36,68,102.4003,1034003,58
1076,72,76,102.3468,1033468,90
1385,75,80,102.1902,1031902,76
1267,35,79,102.167,1031670,42
887,30,74,102.0744,1030744,48
1099,20,77,101.9439,1029439,48
1250,18,79,101.8059,1028059,54
714,70,71,101.7698,1027698,174
1185,30,78,101.7535,1027535,42
1362,52,80,101.6921,1026921,42
1300,68,79,101.1792,1021792,52
1063,59,76,101.0713,1020713,52
1072,68,76,100.9722,1019722,60
1179,24,78,100.9391,1019391,44
891,34,74,100.8295,1018295,44
1223,68,78,100.8284,1018284,54
1187,32,78,100.715,1017150,42
770,56,72,100.1035,1011035,62
1208,53,78,99.9929,1009929,44
997,67,75,99.9745,1009745,66
1251,19,79,99.955,1009550,48
1060,56,76,99.6324,1006324,44
1265,33,79,99.5959,1005959,42
1109,30,77,99.5454,1005454,42
1096,17,77,99.2945,1002945,54
1036,32,76,99.2293,1002293,42
1003,73,75,99.0689,1000689,114
1002,72,75,99.0257,1000257,96
1345,35,80,98.8011,998011,42
1043,39,76,98.4092,994092,42
1117,38,77,98.4025,994025,42
1386,76,80,98.1802,991802,88
1361,51,80,98.0601,990601,40
1269,37,79,98.0253,990253,42
1344,34,80,97.5085,985085,42
1215,60,78,97.4333,984333,50
1058,54,76,97.126,981260,46
1309,77,79,97.1025,981025,104
1231,76,78,97.0155,980155,104
960,30,75,96.9607,979607,46
1069,65,76,96.9232,979232,56
1249,17,79,96.9212,979212,52
1111,32,77,96.779,977790,42
1266,34,79,96.7619,977619,42
987,57,75,96.5753,975753,56
857,72,73,96.5396,975396,170
999,69,75,96.3938,973938,78
475,35,68,96.3762,973762,56
955,25,75,96.3687,973687,46
808,23,73,96.3508,973508,48
410,36,67,96.1753,971753,56
1224,69,78,95.8801,968801,56
1064,60,76,95.8478,968478,56
347,38,66,95.8412,968412,58
1222,67,78,95.4578,964578,56
545,38,69,95.4476,964476,48
479,39,68,95.4348,964348,52
996,66,75,95.428,964280,66
785,71,72,95.4265,964265,170
665,21,71,95.2488,962488,52
1190,35,78,95.2336,962336,42
998,68,75,95.0445,960445,66
713,69,71,95.0121,960121,124
24,25,61,94.9927,959927,62
615,40,70,94.8277,958277,46
816,31,73,94.4864,954864,48
1255,23,79,94.4585,954585,46
1147,68,77,94.1724,951724,60
1078,74,76,94.1449,951449,114
1133,54,77,94.1288,951288,44
734,20,72,94.1101,951101,52
1206,51,78,94.0965,950965,44
1347,37,80,93.9478,949478,42
23,24,61,93.9449,949449,62
804,19,73,93.8426,948426,50
1040,36,76,93.7835,947835,44
1188,33,78,93.6834,946834,42
1374,64,80,93.6698,946698,52
1110,31,77,93.6208,946208,42
144,24,63,93.5124,945124,60
928,71,74,93.4616,944616,98
1346,36,80,93.4113,944113,42
667,23,71,93.3556,943556,52
1298,66,79,93.2548,942548,52
1104,25,77,93.1944,941944,44
528,21,69,93.1621,941621,54
970,40,75,92.8765,938765,44
22,23,61,92.3183,933183,64
1116,37,77,92.2913,932913,42
854,69,73,92.2628,932628,98
897,40,74,92.251,932510,46
1372,62,80,92.1586,931586,50
985,55,75,92.1547,931547,48
683,39,71,92.1408,931408,46
898,41,74,92.0911,930911,44
1283,51,79,91.9327,929327,44
926,69,74,91.9305,929305,92
664,20,71,91.8595,928595,52
746,32,72,91.8306,928306,50
1115,36,77,91.7945,927945,42
1209,54,78,91.7821,927821,44
1389,79,80,91.7809,927809,154
1232,77,78,91.7259,927259,158
1028,24,76,91.7169,927169,46
841,56,73,91.7106,927106,58
1114,35,77,91.6519,926519,42
828,43,73,91.4479,924479,44
753,39,72,91.2518,922518,46
209,27,64,91.1974,921974,58
924,67,74,90.8705,918705,70
971,41,75,90.8423,918423,44
1119,40,77,90.4859,914859,42
1193,38,78,89.9525,909525,42
1035,31,76,89.9163,909163,44
840,55,73,89.7536,907536,58
1033,29,76,89.7308,907308,46
737,23,72,89.5569,905569,52
1032,28,76,89.4954,904954,46
881,24,74,89.3929,903929,48
480,40,68,89.329,903290,50
927,70,74,89.1076,901076,98
666,22,71,88.9523,899523,52
682,38,71,88.783,897830,50
1121,42,77,88.5666,895666,44
1296,64,79,88.5459,895459,52
1107,28,77,88.4176,894176,46
1299,67,79,88.3541,893541,54
148,28,63,88.3404,893404,60
1045,41,76,88.3244,893244,44
1268,36,79,88.2595,892595,42
547,40,69,87.9605,889605,46
1293,61,79,87.913,889130,50
530,23,69,87.6212,886212,52
1131,52,77,87.4238,884238,52
1139,60,77,86.9977,879977,52
1034,30,76,86.6339,876339,46
1140,61,77,86.629,876290,54
1387,77,80,86.5247,875247,90
1207,52,78,86.462,874620,46
1373,63,80,86.4089,874089,54
1216,61,78,86.4,874000,54
147,27,63,86.2589,872589,60
1292,60,79,86.1891,871891,46
399,25,67,86.1624,871624,58
1308,76,79,86.0964,870964,90
1173,18,78,86.0623,870623,54
176,56,63,86.0207,870207,82
552,45,69,85.9798,869798,54
542,35,69,85.8484,868484,52
464,24,68,85.8245,868245,56
959,29,75,85.6178,866178,46
531,24,69,85.6131,866131,54
752,38,72,85.5616,865616,52
1044,40,76,85.5017,865017,44
46,47,61,85.4881,864881,72
988,58,75,85.418,864180,56
965,35,75,85.329,863290,44
541,34,69,85.1584,861584,56
1294,62,79,85.1411,861411,54
548,41,69,84.9685,859685,48
986,56,75,84.8391,858391,50
899,42,74,84.7717,857717,44
1047,43,76,84.6746,856746,44
465,25,68,84.6325,856325,58
675,31,71,84.5335,855335,50
744,30,72,84.5257,855257,52
1219,64,78,84.4953,854953,54
598,23,70,84.4779,854779,52
1074,70,76,84.4536,854536,76
29,30,61,84.2709,852709,66
913,56,74,84.227,852270,58
1120,41,77,84.0618,850618,42
1046,42,76,84.0449,850449,44
782,68,72,84.0097,850097,98
155,35,63,83.9956,849956,68
345,36,66,83.9449,849449,56
842,57,73,83.9062,849062,60
991,61,75,83.9036,849036,60
85,26,62,83.8384,848384,62
900,43,74,83.7688,847688,44
1196,41,78,83.4325,844325,42
973,43,75,83.4193,844193,44
855,70,73,83.4015,844015,102
1192,37,78,83.181,841810,42
1030,26,76,83.1788,841788,46
612,37,70,83.1369,841369,52
596,21,70,83.1257,841257,54
1132,53,77,83.075,840750,50
1310,78,79,83.0414,840414,162
757,43,72,82.8092,838092,44
687,43,71,82.5562,835562,50
348,39,66,82.319,833190,60
284,39,65,82.1198,831198,66
754,40,72,82.0798,830798,46
1031,27,76,81.8028,828028,46
915,58,74,81.7854,827854,58
681,37,71,81.7307,827307,50
818,33,73,81.6651,826651,50
892,35,74,81.6352,826352,46
747,33,72,81.517,825170,50
288,43,65,81.472,824720,64
551,44,69,81.4475,824475,54
769,55,72,81.4402,824402,60
608,33,70,81.374,823740,50
398,24,67,81.359,823590,56
958,28,75,81.3406,823406,48
1360,50,80,81.1162,821162,44
1297,65,79,81.0889,820889,52
99,40,62,81.0712,820712,66
1217,62,78,80.9717,819717,54
819,34,73,80.9526,819526,48
1129,50,77,80.9381,819381,44
914,57,74,80.677,816770,58
1376,66,80,80.6695,816695,52
1172,17,78,80.528,815280,52
676,32,71,80.4785,814785,50
83,24,62,80.4263,814263,66
893,36,74,80.4106,814106,46
1029,25,76,80.3019,813019,46
1388,78,80,80.2638,812638,104
902,45,74,80.2511,812511,44
411,37,67,80.1819,811819,56
894,37,74,80.1377,811377,46
30,31,61,79.979,809790,76
1143,64,77,79.9404,809404,56
529,22,69,79.9003,809003,52
605,30,70,79.8648,808648,52
618,43,70,79.8093,808093,52
748,34,72,79.6309,806309,50
609,34,70,79.5651,805651,52
88,29,62,79.3631,803631,64
87,28,62,79.3264,803264,64
54,55,61,79.2835,802835,98
217,35,64,79.24,802400,60
619,44,70,79.2249,802249,54
809,24,73,79.1492,801492,50
607,32,70,79.0321,800321,50
430,56,67,78.9158,799158,72
414,40,67,78.8853,798853,58
1118,39,77,78.8349,798349,42
396,22,67,78.6694,796694,56
912,55,74,78.6218,796218,52
674,30,71,78.6075,796075,52
47,48,61,78.4636,794636,72
751,37,72,78.3186,793186,50
271,26,65,78.3167,793167,58
149,29,63,78.2802,792802,60
680,36,71,78.2531,792531,50
616,41,70,78.2237,792237,46
115,56,62,78.2046,792046,96
269,24,65,78.0785,790785,58
925,68,74,78.0649,790649,86
995,65,75,78.0549,790549,60
830,45,73,77.896,788960,44
823,38,73,77.6949,786949,50
760,46,72,77.6188,786188,50
532,25,69,77.6107,786107,54
477,37,68,77.3906,783906,52
1130,51,77,77.0093,780093,52
972,42,75,76.9578,779578,44
759,45,72,76.8406,778406,48
1041,37,76,76.3476,773476,42
