,fast_ma,slow_ma,profit,end_capital,number_of_trades
2476,11,213,213.213,2142130,20
3107,3,216,212.2731,2132731,34
2679,2,214,212.166,2131660,42
2256,2,212,209.7053,2107053,40
617,15,204,209.4622,2104622,20
3116,12,216,209.2631,2102631,20
1848,13,210,209.1454,2101454,20
2901,11,215,207.9333,2089333,20
3546,11,218,207.8472,2088472,22
2057,13,211,206.8823,2078823,20
2267,13,212,206.8823,2078823,20
3538,3,218,206.5744,2075744,40
415,15,203,206.4821,2074821,20
412,12,203,203.0156,2040156,20
1638,11,209,202.2374,2032374,20
1431,11,208,201.9154,2029154,20
1846,11,210,201.8213,2028213,20
2055,11,211,201.8152,2028152,20
211,12,202,201.4204,2024204,20
2689,12,214,201.239,2022390,20
2902,12,215,201.2264,2022264,20
2265,11,212,200.998,2019980,20
1639,12,209,200.9486,2019486,20
1432,12,208,200.7796,2017796,20
3322,3,217,199.6552,2006552,38
2892,2,215,199.5369,2005369,44
1226,12,207,195.9591,1969591,20
1021,12,206,195.9591,1969591,20
817,12,205,195.6483,1966483,20
3321,2,217,195.2191,1962191,50
1847,12,210,195.0361,1960361,20
1228,14,207,194.5329,1955329,20
1023,14,206,194.2248,1952248,20
819,14,205,194.007,1950070,20
1433,13,208,193.8681,1948681,20
1227,13,207,193.789,1947890,20
3973,3,220,191.6282,1926282,38
3755,3,219,191.4975,1924975,38
615,13,204,190.7546,1917546,20
3106,2,216,190.4848,1914848,46
3537,2,218,189.0755,1900755,48
214,15,202,189.0044,1900044,20
2056,12,211,188.6118,1896118,20
3972,2,220,187.719,1887190,48
11,12,201,187.0417,1880417,20
14,15,201,184.1865,1851865,20
1022,13,206,184.1611,1851611,20
818,13,205,183.8916,1848916,20
614,12,204,183.881,1848810,20
3754,2,219,183.272,1842720,48
2477,12,213,182.0811,1830811,20
2266,12,212,181.5677,1825677,20
616,14,204,181.3607,1823607,20
413,13,203,177.2004,1782004,20
212,13,202,177.2004,1782004,20
12,13,201,172.5602,1735602,20
414,14,203,170.674,1716740,20
213,14,202,166.9016,1679016,20
13,14,201,166.2044,1672044,20
1122,113,206,158.2965,1592965,12
1531,111,208,157.5686,1585686,12
1327,113,207,154.9208,1559208,12
1533,113,208,152.875,1538750,12
715,113,204,149.573,1505730,12
2572,107,213,149.4256,1504256,12
918,113,205,146.1605,1471605,12
2362,108,212,144.4754,1454754,12
2784,107,214,144.3924,1453924,12
1737,110,209,144.3279,1453279,12
1946,111,210,144.1057,1451057,12
2153,109,211,143.9411,1449411,12
2155,111,211,143.7638,1447638,12
1740,113,209,143.0187,1440187,12
1738,111,209,142.9031,1439031,12
1325,111,207,142.6331,1436331,12
312,113,202,141.8712,1428712,12
108,109,201,141.7003,1427003,12
1120,111,206,141.5572,1425572,12
1945,110,210,140.2919,1412919,12
1326,112,207,139.689,1406890,12
2573,108,213,138.882,1398820,12
2154,110,211,138.7225,1397225,12
1948,113,210,138.4426,1394426,12
1530,110,208,137.9912,1389912,12
2156,112,211,137.6954,1386954,12
1121,112,206,137.2906,1382906,12
2152,108,211,136.6851,1376851,12
513,113,203,136.2451,1372451,12
1944,109,210,136.0582,1370582,12
917,112,205,135.3144,1363144,12
1324,110,207,135.1717,1361717,12
1739,112,209,134.9038,1359038,12
1532,112,208,134.8849,1358849,12
1947,112,210,134.1266,1351266,12
2997,107,215,133.6535,1346535,12
714,112,204,131.0118,1320118,12
2363,109,212,130.4939,1314939,12
2361,107,212,130.4066,1314066,12
2151,107,211,130.3947,1313947,12
16,17,201,130.3414,1313414,18
2783,106,214,130.2174,1312174,12
916,111,205,129.7949,1307949,12
1736,109,209,129.6296,1306296,12
215,16,202,128.9361,1299361,20
2571,106,213,128.9085,1299085,12
2360,106,212,128.8966,1298966,12
2790,113,214,128.5858,1295858,12
1116,107,206,127.5914,1285914,12
3426,107,217,127.00319999999999,1280032,12
3982,12,220,126.814,1278140,18
2157,113,211,126.3452,1273452,12
2786,109,214,125.8269,1268269,12
112,113,201,125.2901,1262901,12
3211,107,216,124.5147,1255147,12
2996,106,215,124.3921,1253921,12
107,108,201,124.3525,1253525,12
2785,108,214,124.1778,1251778,12
3764,12,219,123.6279,1246279,18
2365,111,212,122.919,1239190,12
1943,108,210,122.6814,1236814,12
306,107,202,122.3198,1233198,12
2364,110,212,122.292,1232920,12
508,108,203,122.173,1231730,12
2575,110,213,122.0483,1230483,12
710,108,204,121.8324,1228324,12
308,109,202,121.6015,1226015,12
3648,113,218,121.4233,1224233,12
2998,108,215,120.8037,1218037,12
1321,107,207,120.423,1214230,12
307,108,202,120.1086,1211086,12
2150,106,211,120.0184,1210184,12
911,106,205,119.4244,1204244,12
2574,109,213,119.4225,1204225,12
601,201,203,119.313,1203130,60
93,94,201,118.8535,1198535,12
1529,109,208,118.5507,1195507,12
3432,113,217,118.3978,1193978,12
3427,108,217,118.3844,1193844,12
3425,106,217,118.3486,1193486,14
2999,109,215,118.2488,1192488,12
713,111,204,118.1369,1191369,12
931,126,205,118.1237,1191237,14
1735,108,209,118.1084,1191084,12
3981,11,220,117.5646,1185646,18
512,112,203,117.2029,1182029,12
1942,107,210,117.0591,1180591,12
3210,106,216,116.7707,1177707,14
3642,107,218,116.5292,1175292,12
2578,113,213,116.262,1172620,12
2367,113,212,115.9325,1169325,12
728,126,204,115.8348,1168348,14
2031,196,210,115.5209,1165209,22
913,108,205,115.4412,1164412,12
3117,13,216,115.0175,1160175,18
3003,113,215,114.7152,1157152,12
15,16,201,114.4271,1154271,20
1527,107,208,114.2722,1152722,12
2366,112,212,114.2542,1152542,12
1341,127,207,113.9068,1149068,14
1436,16,208,113.7718,1147718,18
3000,110,215,113.7312,1147312,12
489,89,203,113.5656,1145656,12
1526,106,208,113.4433,1144433,12
2782,105,214,113.4077,1144077,14
1114,105,206,113.4076,1144076,12
3647,112,218,113.3994,1143994,12
92,93,201,113.3923,1143923,12
708,106,204,113.2288,1142288,14
2995,105,215,113.1521,1141521,14
492,92,203,113.1496,1141496,12
507,107,203,113.0783,1140783,12
709,107,204,112.9827,1139827,12
1625,205,208,112.4788,1134788,46
1024,15,206,112.2546,1132546,18
3547,12,218,112.1933,1131933,20
3428,109,217,111.8017,1128017,12
1729,102,209,111.6931,1126931,12
4077,107,220,111.6748,1126748,12
3333,14,217,111.5953,1125953,18
311,112,202,111.5377,1125377,12
3217,113,216,111.4499,1124499,12
910,105,205,111.3306,1123306,12
3549,14,218,111.3276,1123276,20
1734,107,209,111.2725,1122725,12
3120,16,216,110.9803,1119803,18
3640,105,218,110.8745,1118745,14
3641,106,218,110.8692,1118692,14
91,92,201,110.8402,1118402,12
1320,106,207,110.7673,1117673,12
801,199,204,110.7382,1117382,38
104,105,201,110.6862,1116862,16
292,93,202,110.576,1115760,12
511,111,203,110.3508,1113508,12
106,107,201,110.276,1112760,12
291,92,202,110.1344,1111344,12
89,90,201,110.1191,1111191,12
2577,112,213,109.9516,1109516,12
3644,109,218,109.855,1108550,12
526,126,203,109.5664,1105664,14
109,110,201,109.414,1104140,12
693,91,204,109.3569,1103569,12
691,89,204,109.3155,1103155,12
303,104,202,109.2557,1102557,12
491,91,203,109.2455,1102455,12
1210,201,206,109.1645,1101645,42
4093,123,220,109.1206,1101206,10
895,90,205,109.1049,1101049,12
90,91,201,108.8984,1098984,12
3213,109,216,108.7475,1097475,12
2787,110,214,108.7239,1097239,12
2903,13,215,108.7196,1097196,18
2570,105,213,108.6699,1096699,14
493,93,203,108.5576,1095576,12
1119,110,206,108.4733,1094733,12
3766,14,219,108.4292,1094292,18
3424,105,217,108.3933,1093933,14
4082,112,220,108.3849,1093849,12
2690,13,214,108.3791,1093791,18
2478,13,213,108.3754,1093754,18
3864,112,219,108.3099,1093099,12
3212,108,216,108.1271,1091271,12
820,15,205,108.0188,1090188,18
896,91,205,107.9198,1089198,12
3750,215,218,107.6583,1086583,44
3430,111,217,107.5736,1085736,12
3646,111,218,107.5253,1085253,12
3331,12,217,107.5193,1085193,18
3214,110,216,107.5022,1085022,12
912,107,205,107.4691,1084691,12
694,92,204,107.3513,1083513,12
4085,115,220,107.3166,1083166,10
2788,111,214,107.2044,1082044,12
3215,111,216,107.1484,1081484,12
505,105,203,107.1236,1081236,12
1209,200,206,107.1156,1081156,34
3332,13,217,107.0906,1080906,18
1548,128,208,106.917,1079170,16
3875,123,219,106.8472,1078472,10
915,110,205,106.6727,1076727,12
3118,14,216,106.5458,1075458,18
3643,108,218,106.5003,1075003,12
3983,13,220,106.4393,1074393,18
3765,13,219,106.3222,1073222,18
1229,15,207,106.2941,1072941,18
103,104,201,106.2653,1072653,12
3652,117,218,106.1435,1071435,10
506,106,203,106.0054,1070054,14
3751,216,218,105.9374,1069374,58
1732,105,209,105.8844,1068844,12
711,109,204,105.7722,1067722,12
600,200,203,105.7111,1067111,48
1115,106,206,105.6653,1066653,12
909,104,205,105.6112,1066112,12
706,104,204,105.5887,1065887,12
294,95,202,105.5679,1065679,12
1525,105,208,105.5314,1065314,12
1733,106,209,105.3932,1063932,12
1941,106,210,105.3932,1063932,12
95,96,201,105.3866,1063866,12
2789,112,214,105.3337,1063337,12
1643,16,209,105.1986,1061986,18
1098,89,206,105.1084,1061084,12
3216,112,216,105.0166,1060166,12
1117,108,206,104.9717,1059717,12
290,91,202,104.9593,1059593,12
1851,16,210,104.8942,1058942,18
1832,205,209,104.8525,1058525,44
3868,116,219,104.733,1057330,10
3548,13,218,104.5335,1055335,20
1641,14,209,104.2338,1052338,18
289,90,202,104.0077,1050077,12
2906,16,215,103.9879,1049879,18
509,109,203,103.7444,1047444,12
4075,105,220,103.7296,1047296,12
110,111,201,103.586,1045860,12
3442,123,217,103.4555,1044555,10
894,89,205,103.3708,1043708,12
3876,124,219,103.368,1043680,10
1099,90,206,103.266,1042660,12
490,90,203,103.2241,1042241,12
1415,201,207,103.0511,1040511,34
3434,115,217,102.9851,1039851,10
712,110,204,102.9815,1039815,12
2802,125,214,102.8852,1038852,10
3228,124,216,102.6737,1036737,10
3014,124,215,102.6714,1036714,10
4073,103,220,102.6278,1036278,10
3209,105,216,102.6207,1036207,14
3657,122,218,102.5995,1035995,10
3015,125,215,102.476,1034760,10
802,200,204,102.2823,1032823,40
3009,119,215,102.2192,1032192,10
504,104,203,102.1927,1031927,12
3222,118,216,102.1709,1031709,10
3869,117,219,102.1325,1031325,10
2994,104,215,102.1046,1031046,14
3551,16,218,101.8706,1028706,18
3335,16,217,101.7968,1027968,18
4087,117,220,101.7931,1027931,10
304,105,202,101.7788,1027788,14
1849,14,210,101.7238,1027238,18
3422,103,217,101.6961,1026961,10
111,112,201,101.6878,1026878,12
2797,120,214,101.6728,1026728,10
2576,111,213,101.6212,1026212,12
707,105,204,101.5261,1025261,12
1319,105,207,101.4543,1024543,12
1323,109,207,101.4429,1024429,12
1113,104,206,101.4237,1024237,16
3653,118,218,101.3858,1023858,10
105,106,201,101.3616,1023616,12
2586,121,213,101.3214,1023214,10
3645,110,218,101.3195,1023195,12
3867,115,219,101.3156,1023156,10
2693,16,214,101.2364,1022364,18
3859,107,219,101.2285,1022285,12
3002,112,215,101.22,1022200,12
3651,116,218,101.1815,1021815,10
2481,16,213,101.1666,1021666,18
1318,104,207,101.1183,1021183,14
3436,117,217,101.105,1021050,10
914,109,205,101.1036,1021036,12
3659,124,218,101.0379,1020379,10
100,101,201,100.9335,1019335,12
1414,200,207,100.9276,1019276,32
4086,116,220,100.8982,1018982,10
400,201,202,100.8842,1018842,92
3860,108,219,100.8289,1018289,12
494,94,203,100.7988,1017988,12
3119,15,216,100.6237,1016237,18
310,111,202,100.5962,1015962,12
199,200,201,100.568,1015680,94
1474,54,208,100.5434,1015434,14
3437,118,217,100.5331,1015331,10
1597,177,208,100.4414,1014414,14
3926,174,219,100.4176,1014176,14
3637,102,218,100.4139,1014139,10
2993,103,215,100.3933,1013933,12
3223,119,216,100.3567,1013567,10
2359,105,212,100.1879,1011879,14
4078,108,220,100.0586,1010586,12
3438,119,217,100.0357,1010357,10
3431,112,217,100.0206,1010206,12
3334,15,217,100.0206,1010206,18
1118,109,206,99.9317,1009317,12
932,127,205,99.8948,1008948,14
2691,14,214,99.8475,1008475,18
692,90,204,99.8248,1008248,12
94,95,201,99.7892,1007892,12
3010,120,215,99.7556,1007556,10
729,127,204,99.7104,1007104,14
3870,118,219,99.6926,1006926,10
1823,196,209,99.6791,1006791,22
2058,14,211,99.585,1005850,18
1328,114,207,99.4735,1004735,10
1642,15,209,99.4099,1004099,18
2781,104,214,99.3915,1003915,14
2568,103,213,99.3491,1003491,14
302,103,202,99.3314,1003314,14
3984,14,220,99.3241,1003241,18
3768,16,219,99.2866,1002866,18
3873,121,219,99.27,1002700,10
2800,123,214,99.2147,1002147,10
3853,101,219,99.1978,1001978,10
1528,108,208,99.1626,1001626,12
4091,121,220,99.1455,1001455,10
3008,118,215,99.1116,1001116,10
2060,16,211,99.0864,1000864,18
288,89,202,99.0559,1000559,12
2270,16,212,99.0411,1000411,18
1435,15,208,99.0409,1000409,18
3874,122,219,98.9633,999633,10
4088,118,220,98.9229,999229,10
3221,117,216,98.8989,998989,10
3220,116,216,98.8195,998195,10
1434,14,208,98.8125,998125,18
4094,124,220,98.7702,997702,10
4081,111,220,98.7282,997282,12
3229,125,216,98.7218,997218,10
3650,115,218,98.6874,996874,10
2585,120,213,98.6637,996637,10
4185,215,220,98.6461,996461,36
3435,116,217,98.5735,995735,10
2007,172,210,98.5489,995489,14
2796,119,214,98.5462,995462,10
4092,122,220,98.5401,995401,10
2008,173,210,98.529,995290,14
3649,114,218,98.5276,995276,10
293,94,202,98.5102,995102,12
3443,124,217,98.4879,994879,10
2379,125,212,98.4782,994782,10
1803,176,209,98.4583,994583,14
3658,123,218,98.4276,994276,10
3767,15,219,98.4109,994109,18
3006,116,215,98.4084,994084,10
2587,122,213,98.3446,993446,10
102,103,201,98.273,992730,14
727,125,204,98.0216,990216,14
3001,111,215,97.9836,989836,12
2216,172,211,97.8046,988046,14
309,110,202,97.7414,987414,12
4071,101,220,97.5819,985819,10
305,106,202,97.4794,984794,12
1342,128,207,97.4417,984417,14
3016,126,215,97.4306,984306,10
3230,126,216,97.4306,984306,10
3444,125,217,97.3694,983694,10
3207,103,216,97.2445,982445,12
1850,15,210,97.1914,981914,18
2011,176,210,97.1377,981377,14
2040,205,210,97.1141,981141,40
3429,110,217,97.107,981070,12
1303,89,207,97.0161,980161,12
3855,103,219,97.0028,980028,10
3924,172,219,96.9438,979438,14
281,82,202,96.925,979250,14
919,114,205,96.925,979250,10
4145,175,220,96.9205,979205,14
1136,127,206,96.8688,978688,14
3007,117,215,96.7958,977958,10
2799,122,214,96.7813,977813,10
3857,105,219,96.7661,977661,12
1123,114,206,96.7477,977477,10
3208,104,216,96.7448,977448,14
2059,15,211,96.6277,976277,18
2798,121,214,96.6071,976071,10
2904,14,215,96.6052,976052,18
2479,14,213,96.6037,976037,18
3654,119,218,96.571,975710,10
4074,104,220,96.4985,974985,12
3877,125,219,96.4035,974035,10
3423,104,217,96.3174,973174,14
1824,197,209,96.2988,972988,22
1825,198,209,96.2648,972648,26
2803,126,214,96.155,971550,10
743,141,204,96.1474,971474,14
1804,177,209,96.1134,971134,14
2907,17,215,96.0648,970648,18
930,125,205,95.9611,969611,14
3226,122,216,95.8803,968803,10
399,200,202,95.8503,968503,56
3013,123,215,95.7805,967805,10
3861,109,219,95.7666,967666,12
1822,195,209,95.696,966960,22
3729,194,218,95.6457,966457,14
2480,15,213,95.6228,966228,18
3709,174,218,95.6224,966224,14
1925,90,210,95.5938,965938,12
3856,104,219,95.5723,965723,12
2584,119,213,95.5646,965646,10
4095,125,220,95.4608,964608,10
1802,175,209,95.4152,964152,14
3871,119,219,95.2962,962962,10
326,127,202,95.267,962670,16
2032,197,210,95.1483,961483,22
1214,205,206,95.0347,960347,88
1523,103,208,94.9542,959542,14
695,93,204,94.9491,959491,12
3872,120,219,94.9477,959477,10
503,103,203,94.9422,959422,14
3550,15,218,94.9328,959328,18
3985,15,220,94.9008,959008,18
1682,55,209,94.8864,958864,14
2795,118,214,94.8705,958705,10
2692,15,214,94.7813,957813,18
2905,15,215,94.7813,957813,18
295,96,202,94.729,957290,12
1926,91,210,94.7118,957118,12
448,48,203,94.6801,956801,14
697,95,204,94.6112,956112,12
2569,104,213,94.6055,956055,14
4079,109,220,94.5941,955941,12
96,97,201,94.589,955890,12
527,127,203,94.5518,955518,14
2149,105,211,94.5332,955332,14
1718,91,209,94.4362,954362,12
4144,174,220,94.416,954160,14
531,131,203,94.3864,953864,14
1213,204,206,94.3664,953664,58
2170,126,211,94.3326,953326,10
1188,179,206,94.3043,953043,16
900,95,205,94.2898,952898,12
933,128,205,94.2423,952423,14
495,95,203,94.2003,952003,12
2269,15,212,94.1079,951079,18
3225,121,216,94.0785,950785,10
3317,213,216,94.0686,950686,46
496,96,203,94.0253,950253,12
3655,120,218,93.978,949780,10
1137,128,206,93.9725,949725,14
4072,102,220,93.926,949260,10
2268,14,212,93.9131,949131,18
482,82,203,93.7845,947845,16
599,199,203,93.743,947430,44
1958,123,210,93.7309,947309,10
1004,199,205,93.684,946840,34
299,100,202,93.6438,946438,12
1344,130,207,93.6288,946288,14
3012,122,215,93.5959,945959,10
2381,127,212,93.5764,945764,10
255,56,202,93.5707,945707,14
3441,122,217,93.5694,945694,10
733,131,204,93.5093,945093,16
3710,175,218,93.5046,945046,14
3513,194,217,93.4917,944917,16
1741,114,209,93.4823,944823,10
4089,119,220,93.429,944290,10
3986,16,220,93.4186,944186,18
1419,205,207,93.3707,943707,54
4143,173,220,93.3656,943656,14
88,89,201,93.2944,942944,14
1939,104,210,93.2693,942693,14
4142,172,220,93.2113,942113,14
1392,178,207,93.1919,941919,14
2588,123,213,93.1181,941181,10
716,114,204,93.0636,940636,10
2344,90,212,93.001,940010,10
1534,114,208,93.0003,940003,10
3445,126,217,92.9854,939854,10
1064,55,206,92.9565,939565,14
2219,175,211,92.8666,938666,14
456,56,203,92.846,938460,14
510,110,203,92.8169,938169,12
1268,54,207,92.7439,937439,14
2171,127,211,92.7041,937041,10
3017,127,215,92.5601,935601,10
2590,125,213,92.5251,935251,10
1800,173,209,92.5186,935186,14
1100,91,206,92.4444,934444,12
135,136,201,92.4383,934383,14
3968,216,219,92.4104,934104,44
1962,127,210,92.4047,934047,10
2592,127,213,92.3833,933833,10
3433,114,217,92.3802,933802,10
1339,125,207,92.3771,933771,10
726,124,204,92.2651,932651,14
1061,52,206,92.239,932390,14
1343,129,207,92.2173,932173,14
2220,176,211,92.2085,932085,14
2779,102,214,92.1765,931765,12
1755,128,209,92.1557,931557,10
2429,175,212,92.1534,931534,14
3660,125,218,92.1452,931452,10
718,116,204,92.1281,931281,10
2241,197,211,92.1095,931095,24
4083,113,220,92.0642,930642,10
1936,101,210,92.0229,930229,12
1189,180,206,91.9434,929434,16
3927,175,219,91.9185,929185,14
1412,198,207,91.9004,929004,28
2517,52,213,91.8955,928955,14
2376,122,212,91.8716,928716,10
920,115,205,91.8312,928312,10
3018,128,215,91.7821,927821,10
1322,108,207,91.7682,927682,12
3224,120,216,91.696,926960,10
97,98,201,91.6543,926543,12
3231,127,216,91.636,926360,10
3011,121,215,91.6271,926271,10
18,19,201,91.5898,925898,16
1927,92,210,91.5575,925575,12
98,99,201,91.5532,925532,12
2163,119,211,91.5316,925316,10
297,98,202,91.5314,925314,12
501,101,203,91.5225,925225,12
3439,120,217,91.5092,925092,10
1185,176,206,91.428,924280,14
717,115,204,91.409,924090,10
1937,102,210,91.3357,923357,12
3967,215,219,91.313,923130,42
2167,123,211,91.3001,923001,10
2377,123,212,91.2965,922965,10
2591,126,213,91.2905,922905,10
2555,90,213,91.2746,922746,10
2777,100,214,91.2312,922312,12
4076,106,220,91.218,922180,14
3062,172,215,91.2078,922078,14
1963,128,210,91.1889,921889,10
530,130,203,91.1736,921736,16
1754,127,209,91.1378,921378,10
3638,103,218,91.0895,920895,10
3318,214,216,91.0261,920261,58
1961,126,210,90.9918,919918,10
2425,171,212,90.919,919190,14
3925,173,219,90.889,918890,14
525,125,203,90.88,918800,14
2165,121,211,90.872,918720,10
2375,121,212,90.8641,918641,10
128,129,201,90.8157,918157,16
1750,123,209,90.7987,917987,10
1544,124,208,90.78,917800,10
1957,122,210,90.7368,917368,10
134,135,201,90.7245,917245,14
4069,99,220,90.7221,917221,10
2566,101,213,90.7086,917086,12
2729,52,214,90.7078,917078,14
3854,102,219,90.7008,917008,10
1753,126,209,90.6436,916436,10
541,141,203,90.6398,916398,14
3858,106,219,90.6237,916237,14
2148,104,211,90.6215,916215,14
1103,94,206,90.607,916070,12
1338,124,207,90.5853,915853,10
934,129,205,90.5235,915235,14
2166,122,211,90.509,915090,10
