,fast_ma,slow_ma,profit,end_capital,number_of_trades
843,109,127,270.3714,2713714,34
230,111,122,270.2829,2712829,40
2010,106,136,269.9314,2709314,30
868,8,128,269.8745,2708745,28
2145,106,137,269.3702,2703702,28
1349,105,131,269.2799,2702799,32
2557,107,140,268.7417,2697417,30
1361,117,131,268.6631,2696631,36
367,5,124,268.5112,2695112,28
2424,112,139,267.8193,2688193,32
2155,116,137,267.2501,2682501,34
1489,115,132,266.7768,2677768,34
2418,106,139,266.6073,2676073,30
352,112,123,266.1911,2671911,40
1756,119,134,265.8353,2668353,36
1909,5,136,265.5518,2665518,34
1889,119,135,265.4697,2664697,34
1887,117,135,265.041,2660410,34
2146,107,137,264.1039,2651039,30
6,7,121,263.3091,2643091,34
2559,109,140,263.0766,2640766,30
1739,102,134,262.7619,2637619,28
2425,113,139,262.6693,2636693,32
1875,105,135,262.5054,2635054,28
112,113,121,262.3052,2633052,42
2570,120,140,261.7027,2627027,34
1884,114,135,261.3028,2623028,34
1625,120,133,261.1035,2621035,38
1097,110,129,260.8929,2618929,34
1742,105,134,260.8223,2618223,32
742,8,127,260.437,2614370,28
2289,114,138,260.3953,2613953,32
493,8,125,259.4629,2604629,28
2460,10,140,259.1384,2601384,24
1381,7,132,259.1182,2601182,30
1122,7,130,258.618,2596180,28
360,120,123,258.5058,2595058,60
278,38,123,258.4342,2594342,22
2009,105,136,258.3472,2593472,28
966,106,128,257.2728,2582728,34
2195,20,138,256.9336,2579336,22
969,109,128,256.8881,2578881,34
245,5,123,256.7685,2577685,30
490,5,125,256.7313,2577313,28
2431,119,139,256.7028,2577028,34
1222,107,130,256.4544,2574544,34
350,110,123,256.3973,2573973,40
2284,109,138,256.1178,2571178,34
1350,106,131,255.95420000000001,2569542,34
1608,103,133,255.32870000000003,2563287,30
1876,106,135,255.32139999999998,2563214,34
2281,106,138,255.0804,2560804,28
1740,103,134,254.4316,2554316,30
1621,116,133,253.9787,2549787,34
1624,119,133,253.6083,2546083,36
993,6,129,253.0392,2540392,28
1926,22,136,252.8567,2538567,22
1356,112,131,252.8488,2538488,34
1251,7,131,252.5771,2535771,28
1775,5,135,252.245,2532450,34
2147,108,137,252.0772,2530772,34
1353,109,131,251.9173,2529173,34
1790,20,135,251.2477,2522477,22
2561,111,140,250.5191,2515191,32
111,112,121,250.2756,2512756,40
1924,20,136,250.2376,2512376,22
1610,105,133,250.1607,2511607,34
470,108,124,249.9886,2509886,36
758,24,127,249.6938,2506938,20
2059,20,137,249.3735,2503735,22
1411,37,132,248.787,2497870,20
2491,41,140,248.573,2495730,20
1626,121,133,247.6295,2486295,38
2143,104,137,247.593,2485930,28
2196,21,138,246.8908,2478908,22
104,105,121,246.1615,2471615,40
1352,108,131,246.0743,2470743,34
400,38,124,245.9459,2469459,22
1233,118,130,245.902,2469020,38
1491,117,132,245.8931,2468931,36
1757,120,134,245.6737,2466737,38
2322,10,139,245.5692,2465692,26
1481,107,132,245.516,2465160,34
2290,115,138,244.8419,2458419,32
1024,37,129,244.7701,2457701,20
2353,41,139,244.7036,2457036,20
2470,20,140,244.6629,2456629,22
2419,107,139,244.6078,2456078,28
2416,104,139,244.4937,2454937,30
124,5,122,244.407,2454070,32
1219,104,130,244.3117,2453117,32
1351,107,131,244.0931,2450931,34
1494,120,132,244.0816,2450816,36
2139,100,137,243.9798,2449798,28
2332,20,139,243.8447,2448447,22
1092,105,129,243.6192,2446192,32
1659,22,134,243.5877,2445877,24
8,9,121,243.2837,2442837,30
2140,101,137,243.2313,2442313,30
1527,22,133,243.227,2442270,24
231,112,122,243.225,2442250,40
1874,104,135,242.8498,2438498,28
594,109,125,242.8124,2438124,36
597,112,125,242.7853,2437853,40
2153,114,137,242.4958,2434958,32
2555,105,140,242.484,2434840,30
1121,6,130,242.1381,2431381,30
1364,120,131,242.1016,2431016,40
2412,100,139,241.2994,2422994,26
2280,105,138,240.4918,2414918,28
523,38,125,240.0972,2410972,22
2197,22,138,239.7578,2407578,22
759,25,127,239.5006,2405006,20
1741,104,134,239.3517,2403517,30
2333,21,139,239.291,2402910,22
2417,105,139,238.8169,2398169,32
968,108,128,238.6284,2396284,34
1269,25,131,238.3919,2393919,20
1224,109,130,238.1012,2391012,34
2459,9,140,237.4461,2384461,26
2551,101,140,237.3726,2383726,26
1792,22,135,237.3198,2383198,22
1360,116,131,237.1108,2381108,36
105,106,121,236.7213,2377213,40
2163,124,137,236.5333,2375333,38
841,107,127,236.3366,2373366,34
1943,39,136,235.9954,2369954,20
1495,121,132,235.9689,2369689,42
2556,106,140,235.6904,2366904,30
522,37,125,235.4287,2364287,20
128,9,122,235.1417,2361417,30
277,37,123,235.1224,2361224,22
371,9,124,235.0425,2360425,28
648,39,126,234.9202,2359202,20
1542,37,133,234.654,2356540,20
1612,107,133,234.5255,2355255,34
772,38,127,234.3547,2353547,20
109,110,121,234.0035,2350035,40
2006,102,136,233.8735,2348735,28
844,110,127,233.7475,2347475,34
1232,117,130,233.6488,2346488,36
986,126,128,233.3929,2343929,74
884,24,128,233.3434,2343434,20
1106,119,129,232.9842,2339842,40
110,111,121,232.7155,2337155,40
239,120,122,232.51,2335100,76
1493,119,132,232.4849,2334849,36
1660,23,134,232.4649,2334649,24
1872,102,135,232.2609,2332609,28
1528,23,133,232.2338,2332338,24
2058,19,137,232.1482,2331482,22
1670,33,134,231.9709,2329709,20
2194,19,138,231.5492,2325492,22
1793,23,135,231.4639,2324639,20
1140,25,130,231.4555,2324555,20
2049,10,137,231.4439,2324439,24
2148,109,137,231.4376,2324376,34
1012,25,129,231.427,2324270,20
1482,108,132,231.2231,2322231,34
1611,106,133,231.107,2321070,34
2569,119,140,231.1036,2321036,32
1480,106,132,231.0095,2320095,34
483,121,124,230.7873,2317873,62
842,108,127,230.6359,2316359,34
399,37,124,230.6082,2316082,22
2415,103,139,230.5894,2315894,28
1791,21,135,230.5774,2315774,22
2018,114,136,230.3865,2313865,34
106,107,121,230.0397,2310397,42
967,107,128,229.9674,2309674,34
2467,17,140,229.9545,2309545,22
2020,116,136,229.9531,2309531,34
633,24,126,229.9434,2309434,22
1512,7,133,229.8142,2308142,30
1359,115,131,229.8055,2308055,36
1886,116,135,229.5986,2305986,34
728,119,126,229.2402,2302402,48
1227,112,130,228.5938,2295938,34
524,39,125,228.5404,2295404,20
898,38,128,228.3754,2293754,20
1744,107,134,228.0244,2290244,34
2061,22,137,227.8608,2288608,22
1267,23,131,227.6377,2286377,24
1397,23,132,227.5383,2285383,24
1281,37,131,227.303,2283030,20
1751,114,134,227.0417,2280417,34
1873,103,135,226.8783,2278783,28
1753,116,134,226.8569,2278569,34
1657,20,134,226.5983,2275983,24
1529,24,133,226.4949,2274949,22
2008,104,136,226.4892,2274892,28
2081,42,137,226.4632,2274632,20
2217,42,138,226.4203,2274203,20
1745,108,134,226.3778,2273778,34
1139,24,130,226.114,2271140,20
2343,31,139,226.0825,2270825,20
1011,24,129,226.0732,2270732,20
1538,33,133,225.9508,2269508,20
227,108,122,225.948,2269480,40
1925,21,136,225.9275,2269275,22
5,6,121,225.3198,2263198,36
2005,101,136,225.2421,2262421,30
2154,115,137,225.1138,2261138,32
2185,10,138,225.1007,2261007,24
2275,100,138,225.0568,2260568,28
1749,112,134,224.8953,2258953,34
720,111,126,224.7526,2257526,36
885,25,128,224.4402,2254402,20
729,120,126,224.3753,2253753,50
2550,100,140,224.3264,2253264,26
1138,23,130,224.2196,2252196,22
646,37,126,223.9074,2249074,20
2206,31,138,223.4194,2244194,20
1619,114,133,223.261,2242610,34
1890,120,135,223.2531,2242531,38
711,102,126,223.2134,2242134,32
1930,26,136,223.1332,2241332,20
2065,26,137,223.1276,2241276,20
2278,103,138,222.9464,2239464,30
249,9,123,222.6027,2236027,30
647,38,126,222.5536,2235536,20
2201,26,138,222.5064,2235064,20
2012,108,136,222.4728,2234728,32
2471,21,140,221.9195,2229195,22
2481,31,140,221.8858,2228858,20
1020,33,129,221.8014,2228014,20
1152,37,130,221.7675,2227675,20
157,38,122,221.7217,2227217,24
494,9,125,221.7199,2227199,28
971,111,128,221.5499,2225499,36
2142,103,137,221.5323,2225323,30
1362,118,131,221.3793,2223793,36
1010,23,129,221.2991,2222991,20
1750,113,134,221.2288,2222288,34
2214,39,138,221.2252,2222252,20
634,25,126,221.2232,2222232,22
2186,11,138,221.184,2221840,24
1095,108,129,221.0469,2220469,34
2277,102,138,220.9456,2219456,30
2295,120,138,220.8947,2218947,34
1094,107,129,220.8693,2218693,34
854,120,127,220.8503,2218503,52
2331,19,139,220.5791,2215791,22
265,25,123,220.5188,2215188,22
1661,24,134,220.5094,2215094,22
1283,39,131,220.4759,2214759,20
1268,24,131,220.4557,2214557,24
2469,19,140,220.3905,2213905,22
1658,21,134,220.2722,2212722,24
1914,10,136,220.1472,2211472,24
2329,17,139,220.0041,2210041,22
361,121,123,219.9427,2209427,74
2490,40,140,219.8667,2208667,20
1885,115,135,219.5829,2205829,34
1398,24,132,219.5539,2205539,22
2011,107,136,219.1644,2201644,34
586,101,125,219.1217,2201217,32
1399,25,132,219.1104,2201104,24
2553,103,140,219.0431,2200431,28
845,111,127,218.839,2198390,36
709,100,126,218.7702,2197702,32
2472,22,140,218.4359,2194359,20
1754,117,134,218.319,2193190,34
618,9,126,218.183,2191830,28
2060,21,137,218.0699,2190699,22
1485,111,132,218.0329,2190329,34
773,39,127,217.8319,2188319,20
2078,39,137,217.8089,2188089,20
1616,111,133,217.7355,2187355,34
1123,8,130,217.7334,2187334,28
1250,6,131,217.6702,2186702,30
1380,6,132,217.5792,2185792,30
1413,39,132,217.2857,2182857,20
767,33,127,217.2726,2182726,20
1544,39,133,217.2252,2182252,20
1647,10,134,217.0914,2180914,26
2414,102,139,217.0595,2180595,28
1093,106,129,216.9766,2179766,34
2334,22,139,216.8638,2178638,22
93,94,121,216.857,2178570,32
973,113,128,216.7869,2177869,36
1669,32,134,216.5707,2175707,20
2483,33,140,216.4017,2174017,20
1105,118,129,216.3972,2173972,40
2478,28,140,216.3768,2173768,20
2492,42,140,216.3692,2173692,22
2216,41,138,216.2325,2172325,20
1285,41,131,216.2142,2172142,20
1667,30,134,216.2052,2172052,20
604,119,125,216.1901,2171901,48
2200,25,138,216.17,2171700,20
1221,106,130,216.1569,2171569,34
1676,39,134,216.0911,2170911,22
771,37,127,215.893,2168930,20
2461,11,140,215.8836,2168836,24
2571,121,140,215.8108,2168108,36
156,37,122,215.3731,2163731,24
2474,24,140,215.2827,2162827,20
893,33,128,215.2707,2162707,20
1808,38,135,215.2477,2162477,20
1803,33,135,215.068,2160680,20
979,119,128,215.0498,2160498,44
103,104,121,214.9076,2159076,38
2159,120,137,214.8834,2158834,36
1674,37,134,214.8365,2158365,22
2323,11,139,214.7648,2157648,26
1228,113,130,214.7095,2157095,34
2345,33,139,214.4786,2154786,20
2321,9,139,214.4177,2154177,30
1025,38,129,214.2577,2152577,20
2354,42,139,214.1186,2151186,20
1883,113,135,213.9638,2149638,34
467,105,124,213.8051,2148051,34
9,10,121,213.7766,2147766,26
1623,118,133,213.5548,2145548,36
1780,10,135,213.5466,2145466,26
1526,21,133,213.3177,2143177,24
2572,122,140,213.3035,2143035,36
1110,123,129,213.2317,2142317,52
2552,102,140,213.1241,2141241,28
2276,101,138,212.9732,2139732,28
1942,38,136,212.9654,2139654,20
1663,26,134,212.8484,2138484,20
1944,40,136,212.8336,2138336,20
1877,107,135,212.784,2137840,34
1923,19,136,212.7275,2137275,22
897,37,128,212.6808,2136808,20
145,26,122,212.6557,2136557,22
859,125,127,212.5503,2135503,72
2294,119,138,212.4006,2134006,34
1677,40,134,212.2798,2132798,20
2468,18,140,212.2632,2132632,22
835,101,127,212.2429,2132429,32
113,114,121,212.2407,2132407,44
2336,24,139,212.201,2132010,20
846,112,127,212.0521,2130521,36
224,105,122,211.9424,2129424,34
1545,40,133,211.8744,2128744,20
510,25,125,211.859,2128590,22
2209,34,138,211.784,2127840,20
1533,28,133,211.7655,2127655,22
1402,28,132,211.6835,2126835,20
1478,104,132,211.6377,2126377,32
955,95,128,211.4351,2124351,30
1223,108,130,211.1686,2121686,34
1617,112,133,211.1654,2121654,34
995,8,129,211.164,2121640,28
895,35,128,210.9984,2119984,20
1107,120,129,210.9803,2119803,46
643,34,126,210.6408,2116408,20
92,93,121,210.5245,2115245,34
1407,33,132,210.5065,2115065,20
362,122,123,210.4245,2114245,106
832,98,127,210.3824,2113824,32
240,121,122,210.3473,2113473,102
2066,27,137,210.0601,2110601,20
978,118,128,210.0445,2110445,42
1215,100,130,209.9729,2109729,30
1622,117,133,209.8639,2108639,34
1108,121,129,209.8428,2108428,52
1082,95,129,209.7566,2107566,30
2299,124,138,209.7481,2107481,38
766,32,127,209.5717,2105717,20
2288,113,138,209.4095,2104095,32
250,10,123,209.3864,2103864,26
685,76,126,209.383,2103830,28
2071,32,137,209.3745,2103745,20
1019,32,129,209.3167,2103167,20
1938,34,136,209.265,2102650,20
1414,40,132,209.2226,2102226,20
2215,40,138,209.0866,2100866,20
1537,32,133,209.0524,2100524,20
980,120,128,209.0492,2100492,46
478,116,124,208.9764,2099764,42
1543,38,133,208.8971,2098971,20
2208,33,138,208.8617,2098617,20
1927,23,136,208.8601,2098601,20
1891,121,135,208.647,2096470,38
1810,40,135,208.6382,2096382,20
1758,121,134,208.6261,2096261,38
1026,39,129,208.591,2095910,20
1613,108,133,208.493,2094930,34
2050,11,137,208.2315,2092315,24
2485,35,140,208.2225,2092225,20
588,103,125,207.9212,2089212,32
387,25,124,207.6823,2086823,22
2435,123,139,207.6243,2086243,36
605,120,125,207.5022,2085022,52
2413,101,139,207.4765,2084765,28
2077,38,137,207.4357,2084357,20
146,27,122,207.3509,2083509,22
129,10,122,207.3278,2083278,26
1212,97,130,207.1289,2081289,30
2347,35,139,207.1122,2081122,20
1237,122,130,206.9587,2079587,52
1396,22,132,206.9478,2079478,24
107,108,121,206.9348,2079348,40
1236,121,130,206.6659,2076659,48
342,102,123,206.6343,2076343,32
1147,32,130,206.5048,2075048,20
1662,25,134,206.4424,2074424,20
1483,109,132,206.4371,2074371,34
2184,9,138,206.3168,2073168,28
25,26,121,206.2652,2072652,22
1266,22,131,206.2474,2072474,24
763,29,127,206.23,2072300,20
1809,39,135,205.9316,2069316,20
1539,34,133,205.8329,2068329,22
765,31,127,205.7428,2067428,20
511,26,125,205.7257,2067257,22
1644,7,134,205.5038,2065038,30
519,34,125,205.4999,2064999,20
2337,25,139,205.4096,2064096,20
1748,111,134,205.3888,2063888,36
1408,34,132,205.388,2063880,20
1081,94,129,205.3756,2063756,30
2432,120,139,205.3402,2063402,34
1536,31,133,205.288,2062880,20
768,34,127,205.2877,2062877,20
1278,34,131,205.1457,2061457,20
1492,118,132,205.0687,2060687,36
401,39,124,205.0528,2060528,20
1276,32,131,204.9885,2059885,20
482,120,124,204.9623,2059623,58
1937,33,136,204.8261,2058261,20
1277,33,131,204.6565,2056565,20
94,95,121,204.6414,2056414,32
1415,41,132,204.4992,2054992,20
1664,27,134,204.4626,2054626,22
2475,25,140,204.3908,2053908,20
1209,94,130,204.3667,2053667,30
1797,27,135,204.3374,2053374,20
1148,33,130,204.3155,2053155,20
1515,10,133,204.2154,2052154,26
1668,31,134,204.1136,2051136,20
1400,26,132,204.1119,2051119,24
710,101,126,204.0839,2050839,32
2339,27,139,204.0608,2050608,20
2352,40,139,204.0177,2050177,20
2207,32,138,203.9872,2049872,20
645,36,126,203.9634,2049634,20
1795,25,135,203.9363,2049363,20
2335,23,139,203.8706,2048706,20
1099,112,129,203.8505,2048505,34
1154,39,130,203.5549,2045549,20
1083,96,129,203.4659,2044659,30
37,38,121,203.3497,2043497,24
158,39,122,203.2736,2042736,22
1363,119,131,203.2712,2042712,38
1013,26,129,203.1423,2041423,20
1412,38,132,203.1172,2041172,20
1384,10,132,203.0744,2040744,26
886,26,128,202.8774,2038774,20
346,106,123,202.7323,2037323,34
1096,109,129,202.6951,2036951,34
1915,11,136,202.3685,2033685,24
761,27,127,202.2935,2032935,20
344,104,123,202.0685,2030685,34
338,98,123,201.9835,2029835,32
2330,18,139,201.9658,2029658,22
335,95,123,201.8969,2028969,32
1881,111,135,201.6802,2026802,32
2554,104,140,201.5992,2025992,28
2079,40,137,201.5173,2025173,20
2149,110,137,201.4913,2024913,32
639,30,126,201.3642,2023642,20
757,23,127,201.2199,2022199,22
585,100,125,201.1592,2021592,32
972,112,128,201.0922,2020922,36
388,26,124,201.0688,2020688,22
1604,99,133,201.0476,2020476,28
858,124,127,201.0242,2020242,62
477,115,124,200.971,2019710,40
1486,112,132,200.8712,2018712,34
1086,99,129,200.8668,2018668,30
1137,22,130,200.8544,2018544,24
340,100,123,200.7529,2017529,32
465,103,124,200.7339,2017339,32
356,116,123,200.6472,2016472,46
2477,27,140,200.4869,2014869,20
1525,20,133,200.4695,2014695,24
2473,23,140,200.4301,2014301,20
1811,41,135,200.2742,2012742,20
1540,35,133,200.2144,2012144,22
1100,113,129,200.2109,2012109,36
2199,24,138,200.0522,2010522,20
1546,41,133,200.0118,2010118,20
509,24,125,199.9671,2009671,22
26,27,121,199.9627,2009627,22
1395,21,132,199.9158,2009158,24
1805,35,135,199.9036,2009036,20
402,40,124,199.8456,2008456,20
883,23,128,199.8129,2008129,22
267,27,123,199.7269,2007269,22
1153,38,130,199.7007,2007007,20
1939,35,136,199.5749,2005749,20
1282,38,131,199.5724,2005724,20
459,97,124,199.5307,2005307,32
2072,33,137,199.4348,2004348,20
1531,26,133,199.3757,2003757,24
1273,29,131,199.3443,2003443,20
468,106,124,199.3038,2003038,34
1530,25,133,199.2667,2002667,22
214,95,122,199.1705,2001705,32
1027,40,129,199.1532,2001532,20
2025,121,136,198.9542,1999542,36
956,96,128,198.9349,1999349,30
1675,38,134,198.9232,1999232,22
2480,30,140,198.8188,1998188,20
892,32,128,198.7906,1997906,20
396,34,124,198.7717,1997717,22
1149,34,130,198.6393,1996393,20
2073,34,137,198.5896,1995896,20
1355,111,131,198.4316,1994316,34
2482,32,140,198.4265,1994265,20
2476,26,140,198.3927,1993927,20
481,119,124,198.2128,1992128,50
2141,102,137,198.1843,1991843,30
1532,27,133,198.1296,1991296,22
96,97,121,198.0785,1990785,32
2202,27,138,198.0256,1990256,20
1143,28,130,197.9505,1989505,20
1271,27,131,197.9429,1989429,20
2152,113,137,197.9395,1989395,32
2488,38,140,197.8475,1988475,20
1665,28,134,197.8474,1988474,20
1802,32,135,197.6713,1986713,20
2045,6,137,197.6499,1986499,32
233,114,122,197.5745,1985745,42
1344,100,131,197.5625,1985625,30
1796,26,135,197.5579,1985579,20
1931,27,136,197.5506,1985506,20
974,114,128,197.4401,1984401,36
1929,25,136,197.4019,1984019,20
1614,109,133,197.3161,1983161,34
2064,25,137,197.3129,1983129,20
1804,34,135,196.9999,1979999,20
2213,38,138,196.9982,1979982,20
760,26,127,196.7483,1977483,20
2560,110,140,196.684,1976840,30
589,104,125,196.6403,1976403,34
636,27,126,196.6358,1976358,22
464,102,124,196.6354,1976354,32
2013,109,136,196.5962,1975962,32
266,26,123,196.5852,1975852,22
1484,110,132,196.5473,1975473,34
2462,12,140,196.5366,1975366,24
24,25,121,196.494,1974940,22
1743,106,134,196.3792,1973792,36
2007,103,136,196.1846,1971846,28
2187,12,138,196.1135,1971135,24
1737,100,134,196.1107,1971107,28
2324,12,139,196.0087,1970087,24
1606,101,133,195.9265,1969265,30
2210,35,138,195.8059,1968059,20
2436,124,139,195.7677,1967677,36
860,126,127,195.7539,1967539,104
1358,114,131,195.5647,1965647,34
2574,124,140,195.4481,1964481,36
984,124,128,195.4437,1964437,58
1150,35,130,195.4297,1964297,20
579,94,125,195.3145,1963145,30
587,102,125,195.234,1962340,32
591,106,125,195.1364,1961364,34
1265,21,131,195.068,1960680,24
1231,116,130,194.9787,1959787,36
223,104,122,194.8591,1958591,32
635,26,126,194.7433,1957433,22
2192,17,138,194.6679,1956679,22
353,113,123,194.5345,1955345,40
1800,30,135,194.5251,1955251,20
1936,32,136,194.4772,1954772,20
1781,11,135,194.4721,1954721,24
1672,35,134,194.4171,1954171,20
743,9,127,194.3891,1953891,28
959,99,128,194.3417,1953417,32
264,24,123,194.3193,1953193,22
345,105,123,194.3125,1953125,34
2484,34,140,194.2262,1952262,20
108,109,121,194.2031,1952031,40
1405,31,132,194.0893,1950893,20
770,36,127,194.0228,1950228,20
1211,96,130,194.017,1950170,30
225,106,122,193.9265,1949265,40
385,23,124,193.9213,1949213,22
2298,123,138,193.8877,1948877,36
215,96,122,193.8767,1948767,32
1213,98,130,193.8478,1948478,30
890,30,128,193.7917,1947917,20
466,104,124,193.778,1947780,34
1913,9,136,193.7684,1947684,24
334,94,123,193.7233,1947233,32
144,25,122,193.6881,1946881,22
641,32,126,193.6743,1946743,20
2048,9,137,193.6556,1946556,26
2487,37,140,193.6487,1946487,20
359,119,123,193.6223,1946223,52
1151,36,130,193.5389,1945389,20
958,98,128,193.5368,1945368,30
848,114,127,193.5148,1945148,40
833,99,127,193.4486,1944486,32
701,92,126,193.408,1944080,30
2350,38,139,193.4072,1944072,20
130,11,122,193.3752,1943752,26
280,40,123,193.3257,1943257,20
2070,31,137,193.2679,1942679,20
463,101,124,193.2384,1942384,32
1643,6,134,193.189,1941890,32
2344,32,139,193.1429,1941429,20
38,39,121,193.0563,1940563,22
954,94,128,192.9757,1939757,30
1511,6,133,192.9364,1939364,32
1274,30,131,192.8161,1938161,20
