,fast_ma,slow_ma,profit,end_capital,number_of_trades
2351,107,231,127.79499999999999,1287950,12
669,7,224,127.78399999999999,1287840,22
1220,111,226,127.7781,1287781,12
452,12,223,127.45349999999999,1284535,18
2347,103,231,127.35470000000001,1283547,10
3507,103,236,127.29839999999999,1282984,10
4345,233,239,126.822,1278220,28
2806,101,233,126.6128,1276128,10
2576,102,232,126.5404,1275404,10
1722,162,228,126.5023,1275023,14
2117,102,230,126.2823,1272823,10
2575,101,232,126.137,1271370,10
1895,108,229,125.7027,1267027,12
3737,98,237,125.2476,1262476,10
4583,233,240,125.169,1261690,28
2118,103,230,125.1422,1261422,10
3039,102,234,124.9388,1259388,10
1666,106,228,124.6986,1256986,12
552,112,223,124.6103,1256103,12
4268,156,239,124.5091,1255091,10
1120,11,226,124.4316,1254316,20
2346,102,231,124.3201,1253201,10
3042,105,234,124.2683,1252683,10
230,11,222,123.7441,1247441,18
1797,10,229,123.7381,1247381,20
231,12,222,123.6493,1246493,18
673,11,224,123.6022,1246022,18
1897,110,229,123.527,1245270,12
3040,103,234,123.4948,1244948,10
11,12,221,123.0561,1240561,18
1890,103,229,122.9257,1239257,10
1723,163,228,122.8669,1238669,14
3739,100,237,122.7792,1237792,10
892,7,225,122.5587,1235587,22
4584,234,240,122.3787,1233787,28
996,111,225,122.3154,1233154,12
896,11,225,122.23,1232300,20
2348,104,231,122.1444,1231444,10
3274,104,235,122.1009,1231009,10
111,112,221,122.0126,1230126,12
1665,105,228,121.9033,1229033,12
1896,109,229,121.7907,1227907,12
451,11,223,121.7764,1227764,18
1497,163,227,121.6019,1226019,14
674,12,224,121.5781,1225781,18
2121,106,230,121.5354,1225354,12
1889,102,229,121.4139,1224139,10
3269,99,235,121.3135,1223135,10
1341,7,227,121.2556,1222556,22
1116,7,226,121.176,1221760,22
3504,100,236,121.1395,1221395,10
4032,157,238,121.0832,1220832,10
3795,156,237,121.0597,1220597,12
2581,107,232,120.8479,1218479,12
3738,99,237,120.764,1217640,10
1346,12,227,120.638,1216380,18
4267,155,239,120.4955,1214955,12
1219,110,226,120.3411,1213411,12
3645,6,237,119.9501,1209501,24
1893,106,229,119.8494,1208494,12
3271,101,235,119.7466,1207466,10
2345,101,231,119.7343,1207343,10
2808,103,233,119.6723,1206723,10
1795,8,229,119.6238,1206238,22
1663,103,228,119.5466,1205466,10
773,111,224,119.5459,1205459,12
3036,99,234,119.432,1204320,10
2574,100,232,119.1792,1201792,10
4581,231,240,119.0127,1200127,24
1121,12,226,118.8639,1198639,18
3176,6,235,118.7059,1197059,24
3041,104,234,118.4209,1194209,10
3520,116,236,118.3747,1193747,10
2023,8,230,118.326,1193260,22
2811,106,233,118.2286,1192286,10
2804,99,233,118.143,1191430,10
3270,100,235,118.1067,1191067,10
3095,158,234,118.0901,1190901,14
3037,100,234,118.0553,1190553,10
1119,10,226,117.9681,1189681,20
331,112,222,117.92,1189200,12
3272,102,235,117.7877,1187877,10
894,9,225,117.6814,1186814,20
2577,103,232,117.5567,1185567,10
1798,11,229,117.2107,1182107,20
891,6,225,117.1317,1181317,24
3327,157,235,117.1052,1181052,12
2026,11,230,117.0403,1180403,20
1572,12,228,117.0188,1180188,20
890,5,225,116.7817,1177817,28
1498,164,227,116.6155,1176155,14
1439,105,227,116.5912,1175912,12
4505,155,240,116.5459,1175459,12
3796,157,237,116.5133,1175133,12
2809,104,233,116.4009,1174009,10
3175,5,235,116.3476,1173476,32
3329,159,235,116.3312,1173312,14
2578,104,232,116.3047,1173047,10
2580,106,232,116.2425,1172425,10
3588,184,236,116.2069,1172069,14
2807,102,233,116.0668,1170668,10
4033,158,238,116.0493,1170493,10
1891,104,229,115.9766,1169766,10
1567,7,228,115.9261,1169261,24
2805,100,233,115.7495,1167495,10
3972,97,238,115.7241,1167241,12
2943,6,234,115.6845,1166845,28
3502,98,236,115.3411,1163411,10
2122,107,230,115.3201,1163201,12
1886,99,229,115.1498,1161498,10
3038,101,234,115.138,1161380,10
1569,9,228,115.1109,1161109,20
1892,105,229,114.8502,1158502,12
1670,110,228,114.7893,1157893,12
1284,175,226,114.6037,1156037,14
4588,238,240,114.5634,1155634,50
1343,9,227,114.4814,1154814,20
1796,9,229,114.4499,1154499,22
897,12,225,114.3779,1153779,18
1570,10,228,114.3435,1153435,20
10,11,221,114.2748,1152748,18
4269,157,239,114.1844,1151844,10
1344,10,227,113.901,1149010,20
1662,102,228,113.8976,1148976,10
1793,6,229,113.5259,1145259,26
1437,103,227,113.3924,1143924,10
2579,105,232,113.3049,1143049,10
1664,104,228,113.2078,1142078,10
1438,104,227,113.2078,1142078,10
2810,105,233,113.1859,1141859,10
4589,239,240,113.066,1140660,70
2024,9,230,113.0015,1140015,22
3590,186,236,112.9806,1139806,14
1114,5,226,112.9623,1139623,28
1726,166,228,112.9272,1139272,14
1568,8,228,112.8997,1138997,22
3803,164,237,112.8862,1138862,14
2025,10,230,112.8356,1138356,22
1444,110,227,112.7681,1137681,12
1440,106,227,112.7118,1137118,12
1218,109,226,112.685,1136850,12
551,111,223,112.6568,1136568,12
3521,117,236,112.6012,1136012,10
3287,117,235,112.6012,1136012,10
1501,167,227,112.3677,1133677,14
322,103,222,112.3412,1133412,10
4034,159,238,112.3296,1133296,10
2350,106,231,112.2326,1132326,12
1342,8,227,112.205,1132050,20
3797,158,237,112.1727,1131727,12
995,110,225,112.1298,1131298,12
1345,11,227,112.0792,1130792,20
1118,9,226,112.0152,1130152,20
991,106,225,111.8583,1128583,12
3356,186,235,111.8153,1128153,14
3330,160,235,111.7503,1127503,12
2349,105,231,111.7259,1127259,10
4270,158,239,111.5729,1125729,10
1571,11,228,111.4638,1124638,20
4507,157,240,111.3751,1123751,10
2252,8,231,111.2919,1122919,24
1499,165,227,111.1117,1121117,14
3503,99,236,111.0979,1120979,10
1212,103,226,110.9978,1119978,10
1732,172,228,110.8514,1118514,14
1223,114,226,110.8325,1118325,10
1340,6,227,110.8115,1118115,26
895,10,225,110.7979,1117979,20
1508,174,227,110.7877,1117877,14
2480,6,232,110.6994,1116994,26
1951,164,229,110.6622,1116622,14
3288,118,235,110.5908,1115908,10
1725,165,228,110.5884,1115884,14
4223,111,239,110.5783,1115783,10
1450,116,227,110.5557,1115557,10
3562,158,236,110.5112,1115112,14
767,105,224,110.2728,1112728,12
2482,8,232,110.2451,1112451,24
2711,6,233,110.2265,1112265,26
3498,94,236,110.194,1111940,10
3328,158,235,110.1117,1111117,12
3753,114,237,110.0669,1110669,10
1117,8,226,110.0567,1110567,22
893,8,225,110.0567,1110567,22
2861,156,233,110.0162,1110162,14
3561,157,236,110.0063,1110063,14
3988,113,238,109.9456,1109456,10
3636,232,236,109.9376,1109376,38
2255,11,231,109.8384,1108384,20
1733,173,228,109.6653,1106653,14
3532,128,236,109.6047,1106047,10
3519,115,236,109.5926,1105926,10
3646,7,237,109.5827,1105827,24
3589,185,236,109.5597,1105597,14
768,106,224,109.4913,1104913,12
3264,94,235,109.4645,1104645,10
4001,126,238,109.3471,1103471,10
1734,174,228,109.3054,1103054,14
3031,94,234,109.2791,1102791,10
1724,164,228,109.2069,1102069,14
4506,156,240,109.2052,1102052,12
1503,169,227,109.1483,1101483,14
1894,107,229,109.1257,1101257,12
672,10,224,109.1236,1101236,20
450,10,223,109.1219,1101219,20
2484,10,232,109.0607,1100607,22
1799,12,229,109.0376,1100376,20
2254,10,231,108.9746,1099746,22
1061,176,225,108.9458,1099458,14
4266,154,239,108.9349,1099349,12
2569,95,232,108.9274,1099274,10
2800,95,233,108.9274,1099274,10
4029,154,238,108.9248,1099248,12
4504,154,240,108.8013,1098013,12
2113,98,230,108.7669,1097669,10
3268,98,235,108.706,1097060,10
2941,4,234,108.6773,1096773,38
780,118,224,108.6518,1096518,10
889,4,225,108.6068,1096068,30
1003,118,225,108.6056,1096056,10
542,102,223,108.5755,1095755,10
990,105,225,108.5106,1095106,12
4461,111,240,108.5039,1095039,10
1113,4,226,108.4803,1094803,30
2120,105,230,108.4665,1094665,10
772,110,224,108.4618,1094618,12
1507,173,227,108.4609,1094609,14
4344,232,239,108.4566,1094566,28
1282,173,226,108.4437,1094437,14
763,101,224,108.4117,1094117,10
1509,175,227,108.4043,1094043,14
1669,109,228,108.4005,1094005,12
1213,104,226,108.3215,1093215,10
3989,114,238,108.3091,1093091,10
3736,97,237,108.2729,1092729,10
1283,174,226,108.2502,1092502,14
110,111,221,108.234,1092340,12
993,108,225,108.1982,1091982,12
1959,172,229,108.095,1090950,14
3563,159,236,108.0102,1090102,14
1273,164,226,107.955,1089550,14
4271,159,239,107.8877,1088877,10
547,107,223,107.8133,1088133,14
1436,102,227,107.6563,1086563,10
3798,159,237,107.5842,1085842,12
102,103,221,107.5327,1085327,10
4265,153,239,107.4823,1084823,12
2116,101,230,107.4783,1084783,10
1888,101,229,107.4281,1084281,10
3990,115,238,107.3589,1083589,10
4208,96,239,107.2699,1082699,10
986,101,225,107.2325,1082325,10
1002,117,225,107.1682,1081682,10
3409,5,236,107.1396,1081396,32
321,102,222,107.0909,1080909,10
1667,107,228,107.0722,1080722,12
1729,169,228,107.0425,1080425,14
2344,100,231,107.0306,1080306,10
1270,161,226,107.0145,1080145,14
393,174,222,107.002,1080020,14
1279,170,226,106.9924,1079924,14
1060,175,225,106.8472,1078472,14
764,102,224,106.8428,1078428,10
2417,173,231,106.8194,1078194,14
1215,106,226,106.6939,1076939,12
3410,6,236,106.6176,1076176,24
1339,5,227,106.5964,1075964,26
1953,166,229,106.5858,1075858,14
994,109,225,106.5331,1075331,12
3644,5,237,106.5253,1075253,34
4030,155,238,106.5064,1075064,10
1448,114,227,106.4764,1074764,10
1115,6,226,106.4685,1074685,26
1956,169,229,106.462,1074620,14
1728,168,228,106.344,1073440,14
1496,162,227,106.3341,1073341,14
1272,163,226,106.3126,1073126,14
1957,170,229,106.2383,1072383,14
1952,165,229,106.2299,1072299,14
4028,153,238,106.1412,1071412,12
1494,160,227,106.0958,1070958,14
2481,7,232,106.0762,1070762,28
1285,176,226,106.0375,1070375,14
3560,156,236,106.0329,1070329,12
4110,235,238,106.0311,1070311,42
2182,167,230,105.9888,1069888,14
2185,170,230,105.9786,1069786,14
556,116,223,105.9401,1069401,10
4499,149,240,105.8746,1068746,8
2863,158,233,105.8658,1068658,14
2630,156,232,105.8633,1068633,12
1727,167,228,105.8078,1068078,14
1431,97,227,105.7796,1067796,10
1495,161,227,105.7653,1067653,14
3501,97,236,105.7264,1067264,10
3587,183,236,105.673,1066730,14
1004,119,225,105.5791,1065791,10
1504,170,227,105.5635,1065635,14
3793,154,237,105.4533,1064533,14
4041,166,238,105.4527,1064527,12
992,107,225,105.3609,1063609,12
2864,159,233,105.2325,1062325,12
2862,157,233,105.1833,1061833,12
2631,157,232,105.17,1061700,12
1441,107,227,105.1176,1061176,12
1794,7,229,105.0503,1060503,24
1674,114,228,105.0141,1060141,10
1206,97,226,105.0011,1060011,10
1954,167,229,104.9663,1059663,14
4586,236,240,104.9542,1059542,40
1668,108,228,104.9392,1059392,12
339,120,222,104.9222,1059222,10
119,120,221,104.9072,1059072,10
559,119,223,104.907,1059070,10
2112,97,230,104.8585,1058585,10
1226,117,226,104.8567,1058567,10
107,108,221,104.7935,1057935,12
122,123,221,104.7652,1057652,10
1443,109,227,104.7324,1057324,12
1660,100,228,104.6801,1056801,10
1655,95,228,104.6763,1056763,10
1902,115,229,104.6748,1056748,10
103,104,221,104.6229,1056229,12
3766,127,237,104.6049,1056049,10
1435,101,227,104.5857,1055857,10
3794,155,237,104.5606,1055606,12
778,116,224,104.5589,1055589,10
1338,4,227,104.5234,1055234,30
1656,96,228,104.5033,1055033,10
2415,171,231,104.3874,1053874,14
1882,95,229,104.35,1053500,10
2818,113,233,104.3094,1053094,10
4225,113,239,104.257,1052570,10
4038,163,238,104.2441,1052441,10
613,173,223,104.1833,1051833,14
2341,97,231,104.1623,1051623,10
2570,96,232,104.1623,1051623,10
3177,7,235,104.1296,1051296,26
1506,172,227,104.0727,1050727,14
1676,116,228,104.0485,1050485,10
2942,5,234,104.0456,1050456,30
4219,107,239,104.0213,1050213,8
2582,108,232,104.003,1050030,10
3802,163,237,104.0026,1050026,12
2799,94,233,103.9757,1049757,10
2713,8,233,103.9743,1049743,28
3747,108,237,103.9716,1049716,8
2027,12,230,103.9564,1049564,20
2339,95,231,103.898,1048980,10
1661,101,228,103.8701,1048701,10
12,13,221,103.8508,1048508,18
4035,160,238,103.8346,1048346,10
2184,169,230,103.8243,1048243,14
342,123,222,103.8195,1048195,10
2944,7,234,103.8026,1048026,26
3557,153,236,103.7751,1047751,12
1228,119,226,103.77,1047700,10
989,104,225,103.7389,1047389,10
1452,118,227,103.7325,1047325,10
4224,112,239,103.7049,1047049,10
2250,6,231,103.676,1046760,28
1442,108,227,103.6656,1046656,12
4509,159,240,103.6354,1046354,10
561,121,223,103.6143,1046143,10
1887,100,229,103.5332,1045332,10
3566,162,236,103.5233,1045233,12
121,122,221,103.4747,1044747,10
2414,170,231,103.4631,1044631,14
1679,119,228,103.4122,1044122,10
4002,127,238,103.3158,1043158,10
3299,129,235,103.3137,1043137,10
3565,161,236,103.3025,1043025,12
1730,170,228,103.2773,1042773,14
1434,100,227,103.2627,1042627,10
3767,128,237,103.2382,1042382,10
2945,8,234,103.1529,1041529,28
2801,96,233,103.0806,1040806,10
3823,184,237,103.0751,1040751,14
2860,155,233,103.0575,1040575,14
330,111,222,103.0002,1040002,12
1227,118,226,102.9993,1039993,10
3050,113,234,102.9207,1039207,10
1960,173,229,102.9126,1039126,14
338,119,222,102.8803,1038803,10
1001,116,225,102.8316,1038316,10
2573,99,232,102.7833,1037833,10
392,173,222,102.7616,1037616,14
3278,108,235,102.731,1037310,10
4508,158,240,102.7287,1037287,10
1209,100,226,102.7206,1037206,10
2253,9,231,102.6802,1036802,22
1214,105,226,102.6004,1036004,12
3982,107,238,102.5589,1035589,8
562,122,223,102.4757,1034757,10
783,121,224,102.4666,1034666,10
1949,162,229,102.463,1034630,12
3512,108,236,102.4585,1034585,10
341,122,222,102.4417,1034417,10
1453,119,227,102.4312,1034312,10
2019,4,230,102.3918,1033918,32
1000,115,225,102.3582,1033582,10
3531,127,236,102.3531,1033531,10
2186,171,230,102.3152,1033152,14
232,13,222,102.2917,1032917,18
1216,107,226,102.2729,1032729,12
2251,7,231,102.2633,1032633,24
3971,96,238,102.2549,1032549,10
3754,115,237,102.2342,1032342,10
1229,120,226,102.2313,1032313,10
2022,7,230,102.1655,1031655,24
2817,112,233,102.0884,1030884,10
4462,112,240,102.0698,1030698,10
2176,161,230,102.0598,1030598,12
3746,107,237,101.9977,1029977,8
548,108,223,101.9934,1029934,12
2353,109,231,101.9316,1029316,10
340,121,222,101.9267,1029267,10
782,120,224,101.9252,1029252,10
1500,166,227,101.9108,1029108,14
760,98,224,101.8728,1028728,10
1267,158,226,101.8685,1028685,14
3284,114,235,101.801,1028010,10
4456,106,240,101.759,1027590,8
1885,98,229,101.7583,1027583,10
1659,99,228,101.7583,1027583,10
2813,108,233,101.7526,1027526,10
3357,187,235,101.7145,1027145,14
4218,106,239,101.7094,1027094,8
3755,116,237,101.6546,1026546,10
771,109,224,101.6522,1026522,12
1792,5,229,101.6476,1026476,26
2021,6,230,101.6465,1026465,26
2712,7,233,101.6036,1026036,26
1731,171,228,101.5687,1025687,14
774,112,224,101.5567,1025567,10
770,108,224,101.5533,1025533,12
2633,159,232,101.5502,1025502,12
1006,121,225,101.5494,1025494,10
3326,156,235,101.4579,1024579,12
1906,119,229,101.4467,1024467,10
2256,12,231,101.4272,1024272,20
1566,6,228,101.3967,1023967,26
1881,94,229,101.3294,1023294,10
2109,94,230,101.3259,1023259,10
2355,111,231,101.3132,1023132,10
2585,111,232,101.3072,1023072,10
1565,5,228,101.2711,1022711,26
3881,6,238,101.2593,1022593,30
3051,114,234,101.1512,1021512,10
784,122,224,101.1466,1021466,10
1049,164,225,101.1227,1021227,14
549,109,223,101.0917,1020917,12
2584,110,232,101.0852,1020852,10
106,107,221,101.074,1020740,12
4501,151,240,101.0603,1020603,12
3279,109,235,100.9334,1019334,10
3513,109,236,100.864,1018640,10
3032,95,234,100.7898,1017898,10
3289,119,235,100.7272,1017272,10
4502,152,240,100.7214,1017214,12
4262,150,239,100.6166,1016166,12
1451,117,227,100.4972,1014972,10
1901,114,229,100.4746,1014746,10
4587,237,240,100.4351,1014351,42
1564,4,228,100.3642,1013642,32
2709,4,233,100.3157,1013157,38
3637,233,236,100.2752,1012752,44
115,116,221,100.2711,1012711,10
3564,160,236,100.2364,1012364,12
4503,153,240,100.2078,1012078,12
4226,114,239,100.1833,1011833,10
1055,170,225,100.1216,1011216,14
1122,13,226,100.0385,1010385,18
3174,4,235,100.0356,1010356,38
2340,96,231,99.98,1009800,10
3983,108,238,99.9734,1009734,8
3411,7,236,99.9659,1009659,26
116,117,221,99.9649,1009649,10
1680,120,228,99.9205,1009205,10
4272,160,239,99.865,1008650,10
1673,113,228,99.8604,1008604,10
1454,120,227,99.8525,1008525,10
4445,95,240,99.8203,1008203,12
1268,159,226,99.8068,1008068,14
4452,102,240,99.8064,1008064,8
2183,168,230,99.7908,1007908,14
1955,168,229,99.7865,1007865,14
4274,162,239,99.7245,1007245,10
898,13,225,99.7234,1007234,18
4036,161,238,99.6698,1006698,10
2647,173,232,99.6193,1006193,14
4264,152,239,99.5796,1005796,12
453,13,223,99.5689,1005689,18
4207,95,239,99.5245,1005245,10
988,103,225,99.5119,1005119,10
4263,151,239,99.5119,1005119,12
4500,150,240,99.5105,1005105,12
1958,171,229,99.5082,1005082,14
1281,172,226,99.3914,1003914,14
4231,119,239,99.3681,1003681,10
120,121,221,99.338,1003380,10
1905,118,229,99.3229,1003229,10
2248,4,231,99.322,1003220,34
2338,94,231,99.3155,1003155,10
550,110,223,99.3137,1003137,12
2568,94,232,99.3105,1003105,10
332,113,222,99.2754,1002754,10
113,114,221,99.2557,1002557,10
2354,110,231,99.2528,1002528,10
4510,160,240,99.2522,1002522,10
3285,115,235,99.2499,1002499,10
114,115,221,99.2444,1002444,10
4453,103,240,99.2429,1002429,8
1280,171,226,99.2348,1002348,14
835,173,224,99.2345,1002345,14
319,100,222,99.2031,1002031,10
2567,93,232,99.1889,1001889,10
781,119,224,99.1843,1001843,10
2343,99,231,99.1746,1001746,10
614,174,223,99.1607,1001607,14
3525,121,236,99.1241,1001241,10
779,117,224,99.1125,1001125,10
560,120,223,99.1121,1001121,10
2020,5,230,99.1021,1001021,26
1347,13,227,99.0815,1000815,18
775,113,224,99.0732,1000732,10
2115,100,230,99.0491,1000491,10
1677,117,228,99.0281,1000281,10
4027,152,238,98.9954,999954,16
675,13,224,98.9949,999949,18
2188,173,230,98.9842,999842,14
1961,174,229,98.9592,999592,14
4040,165,238,98.8571,998571,10
454,14,223,98.8432,998432,18
1005,120,225,98.8154,998154,10
4037,162,238,98.8116,998116,10
2586,112,232,98.6927,996927,10
1224,115,226,98.6797,996797,10
2478,4,232,98.6744,996744,38
99,100,221,98.6686,996686,10
4454,104,240,98.6542,996542,8
1269,160,226,98.6219,996219,14
1900,113,229,98.5943,995943,10
3325,155,235,98.5753,995753,12
4457,107,240,98.5673,995673,8
558,118,223,98.5576,995576,10
557,117,223,98.5319,995319,10
1678,118,228,98.5236,995236,10
318,99,222,98.4926,994926,10
539,99,223,98.4926,994926,10
336,117,222,98.4881,994881,10
1430,96,227,98.4564,994564,10
1903,116,229,98.437,994370,10
1207,98,226,98.4275,994275,10
983,98,225,98.4275,994275,10
3558,154,236,98.4068,994068,12
3323,153,235,98.3971,993971,12
3035,98,234,98.3571,993571,10
766,104,224,98.3565,993565,12
4220,108,239,98.3061,993061,8
2485,11,232,98.2416,992416,22
3523,119,236,98.2292,992292,10
2803,98,233,98.2078,992078,10
328,109,222,98.1907,991907,12
1062,177,225,98.185,991850,14
997,112,225,98.1616,991616,10
3756,117,237,98.0655,990655,10
4511,161,240,98.0245,990245,10
2483,9,232,98.0234,990234,22
2114,99,230,98.0198,990198,10
1058,173,225,97.9244,989244,14
3978,103,238,97.9,989000,8
4214,102,239,97.9,989000,8
123,124,221,97.8982,988982,10
1210,101,226,97.8481,988481,10
2814,109,233,97.8194,988194,10
2629,155,232,97.8133,988133,14
1791,4,229,97.7927,987927,32
1948,161,229,97.7443,987443,12
3791,152,237,97.7418,987418,16
762,100,224,97.7107,987107,10
985,100,225,97.7107,987107,10
1221,112,226,97.6903,986903,10
4215,103,239,97.6649,986649,8
334,115,222,97.6646,986646,10
4460,110,240,97.6357,986357,10
4108,233,238,97.6092,986092,30
333,114,222,97.5799,985799,10
173,174,221,97.5674,985674,14
3094,157,234,97.5465,985465,14
553,113,223,97.544,985440,10
1208,99,226,97.5396,985396,10
2175,160,230,97.4304,984304,12
1447,113,227,97.421,984210,10
3408,4,236,97.4159,984159,36
1455,121,227,97.3566,983566,10
987,102,225,97.3458,983458,10
2646,172,232,97.3009,983009,14
3760,121,237,97.2808,982808,10
3052,115,234,97.2783,982783,10
554,114,223,97.2633,982633,10
1446,112,227,97.2093,982093,10
1225,116,226,97.2012,982012,10
1230,121,226,97.1902,981902,10
1505,171,227,97.1637,981637,14
3093,156,234,97.0921,980921,12
765,103,224,97.0882,980882,10
2249,5,231,97.0854,980854,28
3748,109,237,97.0657,980657,10
4042,167,238,97.0447,980447,12
3995,120,238,97.0327,980327,10
1493,159,227,97.0189,980189,14
109,110,221,96.9993,979993,12
2815,110,233,96.9957,979957,10
4455,105,240,96.944,979440,8
1904,117,229,96.9314,979314,10
4463,113,240,96.848,978480,10
2376,132,231,96.8091,978091,10
1050,165,225,96.7908,977908,14
3511,107,236,96.7414,977414,8
541,101,223,96.7397,977397,10
2404,160,231,96.7094,977094,12
3047,110,234,96.6723,976723,10
2111,96,230,96.6568,976568,10
4469,119,240,96.6484,976484,10
3178,8,235,96.6268,976268,26
4000,125,238,96.6256,976256,10
3300,130,235,96.5994,975994,10
3267,97,235,96.5968,975968,10
3559,155,236,96.5936,975936,12
2583,109,232,96.5816,975816,10
455,15,223,96.5556,975556,18
1211,102,226,96.5356,975356,10
3882,7,238,96.5279,975279,26
1654,94,228,96.5079,975079,10
4026,151,238,96.4987,974987,16
4346,234,239,96.4835,974835,32
2337,93,231,96.4691,974691,10
3799,160,237,96.4594,974594,12
3066,129,234,96.4327,974327,10
2820,115,233,96.3978,973978,10
4580,230,240,96.3771,973771,24
4347,235,239,96.375,973750,40
825,163,224,96.3703,973703,14
4237,125,239,96.364,973640,10
3091,154,234,96.3618,973618,12
761,99,224,96.3616,973616,10
4273,161,239,96.3408,973408,10
101,102,221,96.3059,973059,10
3049,112,234,96.3046,973046,10
4107,232,238,96.2949,972949,28
1271,162,226,96.2665,972665,14
3872,233,237,96.2236,972236,38
3324,154,235,96.2193,972193,12
3996,121,238,96.1887,971887,10
2605,131,232,96.1832,971832,10
4111,236,238,96.1663,971663,50
3403,233,235,96.1437,971437,50
3758,119,237,96.14,971400,10
563,123,223,96.1318,971318,10
3824,185,237,96.1127,971127,14
3298,128,235,96.1103,971103,10
3097,160,234,96.0345,970345,12
769,107,224,96.0227,970227,12
4216,104,239,96.0205,970205,8
3762,123,237,96.0083,970083,10
3286,116,235,95.9902,969902,10
3098,161,234,95.9838,969838,12
3800,161,237,95.9754,969754,12
3792,153,237,95.9414,969414,16
3092,155,234,95.9075,969075,12
329,110,222,95.8954,968954,12
785,123,224,95.8555,968555,10
3801,162,237,95.8382,968382,14
1278,169,226,95.8326,968326,14
3586,182,236,95.7613,967613,14
4512,162,240,95.723,967230,10
396,177,222,95.7038,967038,14
833,171,224,95.6973,966973,14
2837,132,233,95.6803,966803,10
4498,148,240,95.6799,966799,8
3282,112,235,95.6425,966425,10
325,106,222,95.6327,966327,12
2710,5,233,95.6063,966063,34
3331,161,235,95.6001,966001,12
171,172,221,95.5985,965985,14
2667,193,232,95.5716,965716,16
2798,93,233,95.5465,965465,12
2865,160,233,95.4639,964639,12
4281,169,239,95.4514,964514,10
3291,121,235,95.4322,964322,10
3991,116,238,95.4229,964229,10
1217,108,226,95.382,963820,12
326,107,222,95.3487,963487,14
1007,122,225,95.323,963230,10
117,118,221,95.3106,963106,10
337,118,222,95.3106,963106,10
827,165,224,95.2976,962976,14
4234,122,239,95.2867,962867,10
3994,119,238,95.2478,962478,10
3280,110,235,95.2192,962192,10
834,172,224,95.2036,962036,14
3825,186,237,95.1497,961497,14
544,104,223,95.0155,960155,12
3522,118,236,94.9202,959202,10
2635,161,232,94.9139,959139,12
1502,168,227,94.8526,958526,14
3980,105,238,94.8382,958382,8
233,14,222,94.8314,958314,18
3533,129,236,94.8221,958221,10
13,14,221,94.8124,958124,18
2816,111,233,94.7129,957129,10
1204,95,226,94.5903,955903,10
4238,126,239,94.5805,955805,10
2588,114,232,94.5786,955786,10
3293,123,235,94.5616,955616,10
543,103,223,94.5388,955388,10
4475,125,240,94.5115,955115,10
2835,130,233,94.4615,954615,10
3067,130,234,94.4485,954485,10
1449,115,227,94.4338,954338,10
2359,115,231,94.4175,954175,10
676,14,224,94.4061,954061,18
2148,133,230,94.3851,953851,10
2110,95,230,94.3783,953783,10
3526,122,236,94.3733,953733,10
777,115,224,94.3455,953455,10
609,169,223,94.3269,953269,14
3045,108,234,94.3234,953234,10
