,fast_ma,slow_ma,profit,end_capital,number_of_trades
453,9,51,0.29590000000000005,12959,18
5,6,41,0.2929999999999999,12930,20
43,4,42,0.2874000000000001,12874,24
262,8,47,0.28659999999999997,12866,18
44,5,42,0.28469999999999995,12847,22
50,11,42,0.28370000000000006,12837,18
46,7,42,0.2835000000000001,12835,18
86,6,43,0.2814000000000001,12814,18
6,7,41,0.2810999999999999,12811,18
45,6,42,0.2804,12804,18
91,11,43,0.2795000000000001,12795,18
12,13,41,0.2761,12761,16
9,10,41,0.2754000000000001,12754,18
127,5,44,0.27479999999999993,12748,20
87,7,43,0.27479999999999993,12748,18
263,9,47,0.27360000000000007,12736,18
176,11,45,0.2728999999999999,12729,18
85,5,43,0.27249999999999996,12725,20
174,9,45,0.26839999999999997,12684,18
356,9,49,0.26839999999999997,12684,18
10,11,41,0.2672000000000001,12672,18
404,9,50,0.2669999999999999,12670,18
217,8,46,0.26439999999999997,12644,18
90,10,43,0.2643,12643,18
11,12,41,0.26170000000000004,12617,18
132,10,44,0.26150000000000007,12615,18
129,7,44,0.2614000000000001,12614,18
49,10,42,0.25859999999999994,12586,18
88,8,43,0.2573000000000001,12573,18
89,9,43,0.2571000000000001,12571,18
218,9,46,0.25540000000000007,12554,18
309,9,48,0.25140000000000007,12514,18
93,13,43,0.25059999999999993,12506,18
130,8,44,0.2492000000000001,12492,18
131,9,44,0.2492000000000001,12492,18
135,13,44,0.2490000000000001,12490,18
4,5,41,0.24770000000000003,12477,26
308,8,48,0.24160000000000004,12416,18
53,14,42,0.24160000000000004,12416,16
48,9,42,0.2370000000000001,12370,18
216,7,46,0.2366999999999999,12367,18
3,4,41,0.2347999999999999,12348,26
173,8,45,0.23449999999999993,12345,18
133,11,44,0.23449999999999993,12345,18
219,10,46,0.23409999999999997,12341,18
8,9,41,0.23199999999999998,12320,18
503,9,52,0.22999999999999998,12300,18
7,8,41,0.22720000000000007,12272,18
84,4,43,0.22710000000000008,12271,24
51,12,42,0.22710000000000008,12271,18
126,4,44,0.22710000000000008,12271,24
13,14,41,0.2267999999999999,12268,16
175,10,45,0.2239,12239,18
1,2,41,0.2209000000000001,12209,30
220,11,46,0.22039999999999993,12204,18
264,10,47,0.21760000000000002,12176,18
128,6,44,0.2148000000000001,12148,20
47,8,42,0.2144999999999999,12145,18
137,15,44,0.21419999999999995,12142,16
177,12,45,0.2125999999999999,12126,18
96,16,43,0.2045999999999999,12046,16
172,7,45,0.2027000000000001,12027,18
94,14,43,0.19779999999999998,11978,16
52,13,42,0.19589999999999996,11959,18
95,15,43,0.1946000000000001,11946,16
261,7,47,0.19219999999999993,11922,20
136,14,44,0.19189999999999996,11919,18
166,1,45,0.19169999999999998,11917,28
14,15,41,0.1915,11915,16
711,7,56,0.1875,11875,20
41,2,42,0.1855,11855,30
178,13,45,0.18530000000000002,11853,18
224,15,46,0.18330000000000002,11833,18
92,12,43,0.18290000000000006,11829,18
55,16,42,0.18209999999999993,11821,16
42,3,42,0.1802999999999999,11803,28
215,6,46,0.18019999999999992,11802,20
134,12,44,0.18009999999999993,11801,18
223,14,46,0.17989999999999995,11799,18
138,16,44,0.17900000000000005,11790,16
123,1,44,0.17870000000000008,11787,30
171,6,45,0.17710000000000004,11771,20
403,8,50,0.1763999999999999,11764,20
81,1,43,0.1746000000000001,11746,30
15,16,41,0.1746000000000001,11746,16
16,17,41,0.1721999999999999,11722,16
265,11,47,0.17199999999999993,11720,18
405,10,50,0.17120000000000002,11712,18
355,8,49,0.1693,11693,20
454,10,51,0.1684000000000001,11684,18
97,17,43,0.16809999999999992,11681,16
56,17,42,0.16809999999999992,11681,16
139,17,44,0.16720000000000002,11672,16
358,11,49,0.16609999999999991,11661,18
222,13,46,0.16559999999999997,11656,18
766,7,57,0.16399999999999992,11640,20
605,8,54,0.1632,11632,18
455,11,51,0.16280000000000006,11628,18
712,8,56,0.16280000000000006,11628,18
267,13,47,0.16199999999999992,11620,18
140,18,44,0.16189999999999993,11619,16
658,8,55,0.16169999999999995,11617,18
406,11,50,0.1601999999999999,11602,18
553,8,53,0.15969999999999995,11597,20
210,1,46,0.15769999999999995,11577,30
255,1,47,0.15559999999999996,11556,30
307,7,48,0.15549999999999997,11555,20
124,2,44,0.1533,11533,28
502,8,52,0.15280000000000005,11528,20
657,7,55,0.15250000000000008,11525,18
