,fast_ma,slow_ma,profit,end_capital,number_of_trades
76,14,24,0.5072000000000001,15072,40
98,13,25,0.4928999999999999,14929,36
99,14,25,0.45740000000000003,14574,34
55,15,23,0.4529000000000001,14529,44
203,16,29,0.4417,14417,26
141,7,27,0.4386000000000001,14386,32
77,15,24,0.40579999999999994,14058,40
54,14,23,0.3992,13992,44
75,13,24,0.3965000000000001,13965,38
34,15,22,0.3863000000000001,13863,48
118,9,26,0.3853,13853,32
231,16,30,0.38369999999999993,13837,24
167,7,28,0.383,13830,32
142,8,27,0.3811,13811,32
131,22,26,0.3769,13769,44
117,8,26,0.3768,13768,34
150,16,27,0.3737999999999999,13738,30
148,14,27,0.3696999999999999,13697,30
120,11,26,0.3696999999999999,13697,34
140,6,27,0.36840000000000006,13684,32
125,16,26,0.36460000000000004,13646,32
175,15,28,0.36430000000000007,13643,28
92,7,25,0.35660000000000003,13566,34
228,13,30,0.35339999999999994,13534,26
107,22,25,0.35309999999999997,13531,50
35,16,22,0.35109999999999997,13511,48
108,23,25,0.3476999999999999,13477,52
202,15,29,0.34630000000000005,13463,26
165,5,28,0.33640000000000003,13364,36
14,15,21,0.3334999999999999,13335,50
288,14,32,0.3328,13328,26
62,22,23,0.3315999999999999,13316,56
33,14,22,0.32889999999999997,13289,44
174,14,28,0.32309999999999994,13231,28
229,14,30,0.3185,13185,24
153,19,27,0.31410000000000005,13141,34
200,13,29,0.3136000000000001,13136,26
93,8,25,0.3134999999999999,13135,34
97,12,25,0.31289999999999996,13129,36
204,17,29,0.31220000000000003,13122,26
209,22,29,0.3113999999999999,13114,34
115,6,26,0.3111999999999999,13112,34
124,15,26,0.31089999999999995,13109,30
177,17,28,0.3103,13103,30
15,16,21,0.31020000000000003,13102,52
230,15,30,0.30990000000000006,13099,26
518,6,39,0.30990000000000006,13099,22
126,17,26,0.3096000000000001,13096,34
557,7,40,0.30879999999999996,13088,22
524,12,39,0.30679999999999996,13068,18
556,6,40,0.3067,13067,22
69,7,24,0.3065,13065,36
341,4,34,0.3065,13065,32
201,14,29,0.3057000000000001,13057,26
13,14,21,0.3035000000000001,13035,48
207,20,29,0.3032999999999999,13033,32
232,17,30,0.3026,13026,26
182,22,28,0.3022,13022,36
199,12,29,0.30069999999999997,13007,30
91,6,25,0.30069999999999997,13007,38
151,17,27,0.2995000000000001,12995,32
248,4,31,0.2994000000000001,12994,32
180,20,28,0.2985,12985,34
176,16,28,0.29610000000000003,12961,30
89,4,25,0.29600000000000004,12960,44
53,13,23,0.29499999999999993,12950,42
116,7,26,0.29489999999999994,12949,34
70,8,24,0.29390000000000005,12939,36
123,14,26,0.2930999999999999,12931,32
133,24,26,0.2912999999999999,12913,50
391,21,35,0.2912999999999999,12913,20
146,12,27,0.2909999999999999,12910,30
561,11,40,0.28970000000000007,12897,18
149,15,27,0.2894000000000001,12894,32
523,11,39,0.28859999999999997,12886,16
289,15,32,0.28800000000000003,12880,24
227,12,30,0.28790000000000004,12879,28
562,12,40,0.2870999999999999,12871,16
208,21,29,0.28669999999999995,12867,34
261,17,31,0.2865,12865,22
96,11,25,0.28590000000000004,12859,36
309,4,33,0.28570000000000007,12857,32
81,19,24,0.28489999999999993,12849,50
445,6,37,0.2841,12841,26
40,21,22,0.2811999999999999,12812,58
178,18,28,0.2803,12803,32
147,13,27,0.2802,12802,28
358,21,34,0.2794000000000001,12794,22
156,22,27,0.2789999999999999,12790,40
278,4,32,0.2781,12781,34
166,6,28,0.27790000000000004,12779,30
486,11,38,0.27780000000000005,12778,20
73,11,24,0.2768999999999999,12769,36
552,2,40,0.27669999999999995,12767,28
136,2,27,0.2761,12761,48
113,4,26,0.2761,12761,42
481,6,38,0.276,12760,24
139,5,27,0.2749999999999999,12750,38
173,13,28,0.2749999999999999,12750,28
219,4,30,0.2748999999999999,12749,34
106,21,25,0.2748999999999999,12749,46
487,12,38,0.27479999999999993,12748,18
251,7,31,0.27469999999999994,12747,26
450,11,37,0.2742,12742,22
82,20,24,0.27380000000000004,12738,50
443,4,37,0.27370000000000005,12737,28
66,4,24,0.2728999999999999,12729,50
408,4,36,0.27269999999999994,12727,28
519,7,39,0.27160000000000006,12716,24
357,20,34,0.2713000000000001,12713,20
80,18,24,0.2704,12704,44
11,12,21,0.2704,12704,42
94,9,25,0.2702,12702,36
374,4,35,0.26980000000000004,12698,30
560,10,40,0.2695000000000001,12695,18
482,7,38,0.2694000000000001,12694,24
488,13,38,0.2692000000000001,12692,20
205,18,29,0.2690999999999999,12691,28
68,6,24,0.26869999999999994,12687,38
122,13,26,0.26760000000000006,12676,30
171,11,28,0.26649999999999996,12665,30
444,5,37,0.2663,12663,26
74,12,24,0.2649999999999999,12650,38
460,21,37,0.26469999999999994,12647,20
127,18,26,0.264,12640,36
198,11,29,0.2632000000000001,12632,30
95,10,25,0.2629999999999999,12630,34
181,21,28,0.2627999999999999,12628,36
452,13,37,0.26239999999999997,12624,20
38,19,22,0.2621,12621,56
516,4,39,0.26160000000000005,12616,26
152,18,27,0.2608999999999999,12609,34
72,10,24,0.26039999999999996,12604,36
83,21,24,0.2601,12601,54
259,15,31,0.25950000000000006,12595,24
515,3,39,0.25950000000000006,12595,26
287,13,32,0.2594000000000001,12594,26
137,3,27,0.2592000000000001,12592,48
258,14,31,0.25859999999999994,12586,24
121,12,26,0.258,12580,34
480,5,38,0.2572000000000001,12572,26
193,6,29,0.2572000000000001,12572,28
47,7,23,0.2561,12561,42
410,6,36,0.256,12560,24
389,19,35,0.2559,12559,22
451,12,37,0.2548999999999999,12549,22
39,20,22,0.2532000000000001,12532,60
390,20,35,0.25249999999999995,12525,20
479,4,38,0.25229999999999997,12523,28
168,8,28,0.25229999999999997,12523,30
260,16,31,0.2522,12522,24
478,3,38,0.2511000000000001,12511,28
223,8,30,0.2509999999999999,12510,26
130,21,26,0.2507999999999999,12508,38
514,2,39,0.2507999999999999,12508,28
517,5,39,0.2506999999999999,12507,24
522,10,39,0.25,12500,20
155,21,27,0.2490000000000001,12490,36
114,5,26,0.24750000000000005,12475,40
424,20,36,0.2470000000000001,12470,20
52,12,23,0.24659999999999993,12466,40
191,4,29,0.24570000000000003,12457,34
319,14,33,0.24530000000000007,12453,24
477,2,38,0.24469999999999992,12447,30
190,3,29,0.24409999999999998,12441,38
449,10,37,0.24409999999999998,12441,20
349,12,34,0.24320000000000008,12432,24
339,2,34,0.2431000000000001,12431,32
50,10,23,0.2431000000000001,12431,36
236,21,30,0.24259999999999993,12426,30
36,17,22,0.24259999999999993,12426,50
554,4,40,0.24219999999999997,12422,26
222,7,30,0.24180000000000001,12418,26
521,9,39,0.24160000000000004,12416,18
247,3,31,0.24140000000000006,12414,38
51,11,23,0.24,12400,38
312,7,33,0.23970000000000002,12397,28
206,19,29,0.23950000000000005,12395,30
344,7,34,0.23940000000000006,12394,26
281,7,32,0.23930000000000007,12393,28
56,16,23,0.2388999999999999,12389,44
195,8,29,0.23809999999999998,12381,30
71,9,24,0.23750000000000004,12375,36
218,3,30,0.2366999999999999,12367,38
318,13,33,0.23649999999999993,12365,26
520,8,39,0.23629999999999995,12363,18
138,4,27,0.23530000000000006,12353,40
324,19,33,0.2351000000000001,12351,22
307,2,33,0.2350000000000001,12350,34
559,9,40,0.23439999999999994,12344,18
145,11,27,0.23409999999999997,12341,30
61,21,23,0.23360000000000003,12336,56
325,20,33,0.2330000000000001,12330,22
101,16,25,0.23239999999999994,12324,36
407,3,36,0.23150000000000004,12315,32
60,20,23,0.23110000000000008,12311,58
553,3,40,0.2306999999999999,12307,26
375,5,35,0.23019999999999996,12302,28
257,13,31,0.23019999999999996,12302,28
170,10,28,0.23009999999999997,12301,30
49,9,23,0.22970000000000002,12297,36
31,12,22,0.22750000000000004,12275,42
194,7,29,0.22730000000000006,12273,30
100,15,25,0.22730000000000006,12273,36
221,6,30,0.22619999999999996,12262,28
356,19,34,0.2259,12259,22
282,8,32,0.2259,12259,24
411,7,36,0.22530000000000006,12253,24
164,4,28,0.22510000000000008,12251,36
350,13,34,0.22510000000000008,12251,22
235,20,30,0.2249000000000001,12249,30
382,12,35,0.22429999999999994,12243,22
317,12,33,0.22399999999999998,12240,24
128,19,26,0.2239,12239,36
112,3,26,0.2237,12237,50
265,21,31,0.2229000000000001,12229,28
442,3,37,0.2217,12217,30
246,2,31,0.22160000000000002,12216,40
276,2,32,0.22160000000000002,12216,36
327,22,33,0.22140000000000004,12214,26
326,21,33,0.22140000000000004,12214,24
12,13,21,0.22110000000000007,12211,46
308,3,33,0.2209000000000001,12209,32
293,19,32,0.22019999999999995,12202,22
169,9,28,0.22009999999999996,12201,30
555,5,40,0.2198,12198,26
409,5,36,0.21940000000000004,12194,30
143,9,27,0.21940000000000004,12194,30
144,10,27,0.21930000000000005,12193,30
525,13,39,0.21920000000000006,12192,18
105,20,25,0.21900000000000008,12190,40
446,7,37,0.2185999999999999,12186,22
234,19,30,0.21829999999999994,12183,28
485,10,38,0.21730000000000005,12173,20
558,8,40,0.21639999999999993,12164,18
179,19,28,0.21639999999999993,12164,32
352,15,34,0.21629999999999994,12163,22
263,19,31,0.21589999999999998,12159,24
340,3,34,0.21589999999999998,12159,32
320,15,33,0.2158,12158,26
280,6,32,0.21520000000000006,12152,28
84,22,24,0.21500000000000008,12150,52
563,13,40,0.2148000000000001,12148,18
417,13,36,0.21429999999999993,12143,20
496,21,38,0.21399999999999997,12140,20
376,6,35,0.2136,12136,28
343,6,34,0.2126999999999999,12127,26
495,20,38,0.2124999999999999,12125,20
441,2,37,0.21229999999999993,12123,32
494,19,38,0.2118,12118,20
249,5,31,0.21100000000000008,12110,32
79,17,24,0.2107000000000001,12107,44
416,12,36,0.21039999999999992,12104,24
196,9,29,0.21029999999999993,12103,30
283,9,32,0.21029999999999993,12103,24
377,7,35,0.20950000000000002,12095,26
383,13,35,0.20950000000000002,12095,20
386,16,35,0.2087000000000001,12087,22
252,8,31,0.2085999999999999,12086,24
314,9,33,0.20829999999999993,12083,24
154,20,27,0.20779999999999998,12078,36
88,3,25,0.20750000000000002,12075,50
163,3,28,0.20700000000000007,12070,38
348,11,34,0.2064999999999999,12065,22
415,11,36,0.20589999999999997,12059,24
57,17,23,0.2057,12057,46
187,27,28,0.20520000000000005,12052,46
378,8,35,0.20439999999999992,12044,22
104,19,25,0.20439999999999992,12044,38
277,3,32,0.20389999999999997,12039,36
266,22,31,0.2037,12037,30
