Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4474491895808,158957099,0.36,-0.64,0.75,2.15,1.34,-8.58,2.11,52.3,48.29,1014.19,832.61,2291.98
2,GOOG,Alphabet Inc.,3875058483200,20472595,0.05,1.02,-0.27,1.93,12.72,19.66,64.24,86.29,72.88,251.87,137.82,326.05
2,AMZN,"Amazon.com, Inc.",2477778272256,36373061,0.15,1.69,0.98,-0.9,4.15,1.1,9.51,12.67,17.15,143.29,39.15,115.3
3,META,"Meta Platforms, Inc.",1638670663680,15947894,0.1,-1.04,-3.46,1.44,8.77,-13.48,-16.2,3.95,25.64,378.49,85.86,204.85
4,TSM,Taiwan Semiconductor Manufactur,1608542584832,12308689,0.08,2.22,5.23,7.81,11.6,2.86,30.18,72.61,83.9,272.52,185.66,511.39
5,TSLA,"Tesla, Inc.",1501441032192,60840302,0.41,1.41,-0.78,4.95,12.51,-1.98,45.98,56.68,128.67,265.37,90.84,652.91
6,PLTR,Palantir Technologies Inc.,447871516672,58959386,1.32,3.34,3.38,12.19,12.3,-0.89,16.96,94.73,645.08,2580.6,750.27,
7,BABA,Alibaba Group Holding Limited,378950287360,10775425,0.28,1.83,0.32,-3.31,-0.56,-10.13,35.17,21.66,123.16,47.8,-16.42,-23.3
8,AMD,"Advanced Micro Devices, Inc.",360480964608,22525422,0.62,-0.09,1.58,0.76,-3.85,-14.18,25.25,92.86,38.85,212.74,103.83,286.62
9,SHOP,Shopify Inc.,219256389632,7184732,0.33,5.33,4.56,12.82,19.91,-5.89,34.51,53.36,153.76,358.16,9.46,214.46
10,DE,Deere & Company,126757453824,1057631,0.08,1.3,-1.31,0.17,-1.04,0.15,-7.84,-1.1,27.14,11.74,39.43,205.96
11,HOOD,"Robinhood Markets, Inc.",121983967232,17969922,1.47,-0.04,2.81,10.08,18.69,-7.24,27.54,181.74,500.53,1400.66,260.03,
12,ABNB,"Airbnb, Inc.",78102904832,4721336,0.6,1.74,2.61,7.38,10.53,-0.34,-2.59,-1.78,-15.86,29.53,-12.32,
13,COIN,"Coinbase Global, Inc.",74180108288,6662477,0.9,-0.82,1.99,5.87,5.08,-22.56,-13.54,34.7,22.81,478.53,16.86,
14,RBLX,Roblox Corporation,66233692160,6309324,0.95,-4.69,-1.99,0.61,-7.24,-28.36,-27.8,52.17,153.52,184.39,20.5,
15,BIDU,"Baidu, Inc.",43948707840,1691044,0.38,1.72,0.33,5.31,7.62,-0.59,43.85,32.18,44.84,-7.65,-24.33,-4.82
16,CRWV,"CoreWeave, Inc.",43931672576,25908968,5.9,-2.76,-0.16,14.4,17.7,-34.6,-16.84,,,,,
17,XYZ,"Block, Inc.",38580572160,4731193,1.23,2.79,3.57,-1.65,9.8,-21.07,-16.85,3.2,-0.16,-11.85,-76.76,-26.15
18,SOFI,"SoFi Technologies, Inc.",34145550336,60744058,17.79,0.97,-2.48,-6.68,3.24,-14.43,24.21,100.07,314.22,405.41,72.22,
19,NTRA,"Natera, Inc.",32509773824,1136905,0.35,-1.02,-4.67,-0.48,9.12,22.98,70.7,50.82,111.92,472.1,107.54,514.96
20,TER,"Teradyne, Inc.",32452591616,2042586,0.63,2.02,1.61,13.57,24.7,41.41,93.31,127.55,39.13,114.93,63.64,207.77
21,CRCL,"Circle Internet Group, Inc.",22494830592,8675172,3.86,-0.53,3.26,16.42,15.42,-35.05,-46.36,,,,,
22,ILMN,"Illumina, Inc.",20735668224,1730434,0.83,2.1,4.61,4.81,10.61,37.94,37.05,54.13,26.72,-28.42,-71.87,-53.84
23,TTD,"The Trade Desk, Inc.",19176339456,8974664,4.68,-0.46,-2.07,-0.91,-3.09,-24.1,-56.31,-36.74,-60.07,-16.02,-52.85,25.93
24,DKNG,DraftKings Inc.,17237862400,6568084,3.81,-0.89,1.85,2.24,17.91,11.14,-23.13,-11.09,-6.68,154.07,-29.33,96.2
25,BMNR,"BitMine Immersion Technologies,",17204015104,48558305,28.22,3.03,18.65,39.64,25.19,-23.08,29.82,,,,,
26,BWXT,"BWX Technologies, Inc.",16424813568,1656857,1.01,1.41,1.0,2.7,2.27,-13.35,16.6,72.4,91.45,215.72,233.27,174.96
27,ROKU,"Roku, Inc.",15567127552,2072268,1.33,-0.19,5.27,9.16,10.59,6.41,22.75,28.91,78.12,114.36,-75.0,-15.09
28,TEM,"Tempus AI, Inc.",13355498496,2751904,2.06,-1.07,-2.07,1.35,12.43,-13.3,30.51,28.17,143.5,,,
29,KTOS,Kratos Defense & Security Solut,12985539584,2433599,1.87,-0.16,0.54,5.05,9.31,-14.34,29.26,133.34,285.13,594.76,184.64,268.34
30,BLSH,Bullish,6951041024,1182699,1.7,0.04,-0.69,12.43,22.17,-14.59,,,,,,
31,ACHR,Archer Aviation Inc.,6144493568,34171231,55.61,-3.01,-2.67,12.2,9.99,-24.87,-19.75,-4.78,139.83,213.48,-15.54,
32,CRSP,CRISPR Therapeutics AG,5488340480,1567081,2.86,0.96,1.25,10.39,7.71,-10.25,-3.36,40.84,3.99,15.97,-52.93,1.46
33,WGS,GeneDx Holdings Corp.,4583400960,393885,0.86,-1.4,-0.25,-3.08,24.94,15.35,46.35,57.64,495.23,880.64,-57.59,
34,VCYT,"Veracyte, Inc.",3425200896,1309766,3.82,-1.16,-2.87,-6.6,11.79,21.71,78.17,28.61,97.04,66.33,-1.39,68.8
35,BEAM,Beam Therapeutics Inc.,2780413440,1640242,5.9,3.47,1.14,13.93,25.0,3.67,43.31,18.0,14.26,-36.82,-69.76,1.82
36,RXRX,"Recursion Pharmaceuticals, Inc.",2486423296,13457995,54.13,0.0,1.27,9.4,14.66,-19.29,-17.76,-26.95,-37.03,-45.24,-84.23,
