Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4517586272256,191371625,0.42,1.72,3.32,2.94,-2.42,-0.38,4.33,57.68,47.22,1067.49,845.81,2413.79
2,GOOG,Alphabet Inc.,3795988250624,21345735,0.06,-2.31,-1.86,-1.76,13.6,20.78,63.3,89.66,70.52,255.01,132.03,316.94
2,AMZN,"Amazon.com, Inc.",2425503088640,34745139,0.14,-1.15,-2.36,-0.99,-3.32,1.2,-3.08,15.64,21.76,152.46,26.05,110.51
3,META,"Meta Platforms, Inc.",1680687759360,12959118,0.08,-0.98,4.25,5.24,9.41,-9.69,-13.73,11.99,31.13,404.48,87.24,208.04
4,TSM,Taiwan Semiconductor Manufactur,1565650190336,10896278,0.07,2.43,2.17,4.11,5.99,2.34,25.33,71.97,77.99,288.15,179.74,498.26
5,TSLA,"Tesla, Inc.",1461963587584,67133994,0.46,-3.39,-1.6,3.05,8.71,1.35,42.6,76.74,134.63,269.86,94.69,668.14
6,PLTR,Palantir Technologies Inc.,432569876480,30276115,0.7,-0.15,3.07,9.48,4.3,-1.7,14.61,99.53,638.97,2608.81,718.26,
7,BABA,Alibaba Group Holding Limited,377303924736,6896888,0.18,-0.12,0.03,0.34,2.82,-9.48,31.09,18.99,117.92,44.94,-15.71,-24.49
8,AMD,"Advanced Micro Devices, Inc.",359976271872,29275914,0.81,1.44,1.61,3.21,-10.41,-12.58,25.41,107.73,37.98,224.92,114.77,288.66
9,SHOP,Shopify Inc.,206224949248,4729954,0.23,-1.66,-0.99,-0.58,8.47,-8.41,29.62,52.01,144.54,334.0,3.88,195.32
10,DE,Deere & Company,126068121600,1656770,0.13,-1.84,-3.21,-0.75,-2.07,-1.36,-10.75,-0.28,28.95,10.79,37.18,203.43
11,HOOD,"Robinhood Markets, Inc.",122676330496,20859096,1.7,3.4,2.09,6.42,11.37,-2.4,32.39,207.55,516.21,1464.56,291.82,
12,ABNB,"Airbnb, Inc.",74698874880,3989195,0.53,-1.86,1.56,4.51,-0.01,-4.67,-7.85,-5.27,-19.15,37.8,-14.96,
13,COIN,"Coinbase Global, Inc.",73936338944,5873971,0.79,1.66,-0.98,3.48,-3.45,-22.64,-27.41,44.42,23.68,534.28,16.29,
14,RBLX,Roblox Corporation,68536004608,5026764,0.73,1.41,6.02,5.29,-4.54,-23.55,-29.14,59.65,175.59,205.03,27.05,
15,BIDU,"Baidu, Inc.",45339643904,4021396,0.89,3.5,10.9,11.79,12.12,5.95,48.01,37.57,46.88,-3.48,-22.15,-3.07
16,CRWV,"CoreWeave, Inc.",42974900224,38614549,8.99,-2.33,8.67,16.09,11.48,-34.94,-24.44,,,,,
17,XYZ,"Block, Inc.",37209006080,5434769,1.46,-0.11,-0.11,-6.14,0.93,-23.26,-20.99,-0.11,-4.65,-12.84,-76.09,-25.94
18,SOFI,"SoFi Technologies, Inc.",33294985216,64921998,19.5,-0.61,-5.02,-3.09,-0.75,-4.83,22.28,114.53,328.06,439.26,76.99,
19,NTRA,"Natera, Inc.",33004779520,1296032,0.39,-2.21,0.39,0.85,17.06,24.22,78.92,58.21,114.76,533.48,113.21,564.09
20,TER,"Teradyne, Inc.",32290338816,1839031,0.57,1.11,4.05,13.16,19.52,40.8,89.28,132.72,38.44,116.93,64.6,208.96
21,CRCL,"Circle Internet Group, Inc.",21362581504,9830317,4.6,-1.94,-2.7,15.58,2.53,-40.89,-54.25,,,,,
22,ILMN,"Illumina, Inc.",19558324224,1201688,0.61,-1.33,-0.55,-1.97,5.45,27.11,23.89,45.16,15.85,-32.73,-73.39,-56.38
23,TTD,"The Trade Desk, Inc.",19239901184,9953952,5.17,-1.75,1.92,0.61,-6.15,-24.33,-54.75,-30.12,-59.74,-12.24,-53.21,27.58
24,DKNG,DraftKings Inc.,17700790272,12672113,7.16,4.59,2.92,10.43,20.22,7.76,-21.05,-9.95,-6.42,179.78,-28.58,105.67
25,BWXT,"BWX Technologies, Inc.",16342530048,551282,0.34,0.49,2.31,0.32,0.39,-11.94,17.99,80.79,91.96,219.47,226.5,177.85
26,ROKU,"Roku, Inc.",15026355200,2873633,1.91,1.61,9.38,6.35,1.93,5.62,8.01,29.9,86.13,115.83,-77.38,-20.02
27,BMNR,"BitMine Immersion Technologies,",13764989952,37703174,27.39,5.26,6.51,12.95,4.22,-28.88,3.49,,,,,
28,TEM,"Tempus AI, Inc.",13705975808,3400057,2.48,0.5,2.84,-0.22,12.5,-13.66,36.14,50.03,208.65,,,
29,KTOS,Kratos Defense & Security Solut,13005799424,1525283,1.17,0.69,5.84,1.66,6.32,-15.52,31.23,150.02,282.09,606.7,180.82,278.15
30,BLSH,Bullish,6920904192,913408,1.32,-1.12,-0.95,7.21,19.36,-15.29,,,,,,
31,ACHR,Archer Aviation Inc.,6320679936,33816794,53.5,0.12,3.11,14.95,9.26,-23.74,-14.16,-1.26,135.25,266.38,-13.21,
32,CRSP,CRISPR Therapeutics AG,5466421248,1303325,2.38,0.84,2.45,7.62,9.19,-15.16,1.96,39.16,2.52,18.91,-51.8,3.0
