Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4405368193024,337889104,0.77,-3.15,-3.19,-6.48,-10.97,-6.2,5.42,63.41,49.5,1078.77,812.4,2969.61
2,AMZN,"Amazon.com, Inc.",2321273585664,49610312,0.21,-2.49,-6.75,-12.83,-2.57,-4.65,-2.71,8.19,17.82,159.15,17.96,116.2
3,META,"Meta Platforms, Inc.",1484968951808,20301467,0.14,-0.2,-2.14,-6.05,-11.6,-19.68,-16.13,-5.96,20.12,406.13,70.52,193.59
4,TSM,Taiwan Semiconductor Manufactur,1439260213248,14240908,0.1,-1.72,-1.6,-4.69,-8.48,-7.46,17.18,59.5,72.34,285.2,140.12,472.8
5,TSLA,"Tesla, Inc.",1314463547392,110597526,0.84,-2.17,-3.35,-10.1,-10.2,-9.26,22.87,50.02,122.69,215.3,81.47,811.27
6,PLTR,Palantir Technologies Inc.,371208257536,76928683,2.07,-5.85,-9.05,-18.44,-19.95,-16.03,3.2,93.57,568.15,2364.32,622.38,
7,BABA,Alibaba Group Holding Limited,365725515776,13348727,0.36,-3.53,-2.81,-4.68,-11.87,-11.75,32.45,11.38,103.11,83.47,-23.69,-21.87
8,AMD,"Advanced Micro Devices, Inc.",335409152000,63787924,1.9,-7.84,-14.34,-13.26,-19.16,-11.54,28.7,108.42,22.73,222.61,131.35,338.34
9,SHOP,Shopify Inc.,188194406400,13036213,0.69,-0.99,3.31,-9.05,-16.73,-11.78,20.47,41.05,134.71,316.84,-1.19,210.44
10,DE,Deere & Company,128766001152,1315676,0.1,0.33,0.07,-0.34,2.35,4.41,-5.86,-0.34,32.03,13.89,45.89,225.01
11,HOOD,"Robinhood Markets, Inc.",95502852096,41863605,4.38,-10.11,-8.42,-19.5,-23.08,-30.34,2.87,136.86,378.85,1229.29,,
12,ABNB,"Airbnb, Inc.",68288765952,7176570,1.05,-2.53,-5.15,-8.97,-11.71,-7.17,-18.41,-17.24,-23.95,31.42,-19.81,
13,RBLX,Roblox Corporation,64366567424,15251407,2.37,-5.82,-9.45,-12.4,-18.85,-27.47,-22.95,56.56,157.37,246.95,15.83,
