Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4505169035264,163531152,0.36,-2.15,-1.64,-1.69,4.12,1.37,6.25,87.15,64.87,729.23,719.29,3563.45
2,GOOG,Alphabet Inc.,3935538511872,21294071,0.05,1.11,2.74,3.7,5.94,2.43,52.91,112.42,93.95,244.08,127.23,498.93
2,AMZN,"Amazon.com, Inc.",2632893333504,37357508,0.14,1.96,5.68,6.13,10.66,8.84,7.55,42.22,36.94,150.7,47.06,169.17
3,TSM,Taiwan Semiconductor Manufactur,1649360371712,10285940,0.06,-0.21,-1.32,5.68,10.86,12.03,38.55,112.05,102.47,244.62,189.66,700.15
4,META,"Meta Platforms, Inc.",1628412051456,11774880,0.07,-0.41,-1.93,-1.92,-1.69,5.47,-12.41,29.43,43.19,265.65,74.59,342.69
5,TSLA,"Tesla, Inc.",1449391947776,54897521,0.38,1.02,-3.51,-5.19,-11.04,4.31,30.53,83.13,97.87,110.21,83.64,1709.7
6,PLTR,Palantir Technologies Inc.,421534531584,47098206,1.12,-2.65,1.62,-3.97,-5.8,9.0,12.86,88.17,564.14,2124.65,587.9,
7,BABA,Alibaba Group Holding Limited,368769990656,20934948,0.57,5.26,-1.15,4.03,3.47,-3.89,14.42,35.55,108.33,49.97,2.0,-9.64
8,AMD,"Advanced Micro Devices, Inc.",333227556864,27367388,0.82,-2.54,-7.42,-5.07,-2.15,-4.82,25.86,137.28,47.98,145.98,83.73,423.21
9,SHOP,Shopify Inc.,219074134016,4424885,0.2,0.92,1.25,0.24,3.15,8.35,19.11,96.34,183.11,239.0,9.88,399.6
10,DE,Deere & Company,135439073280,1796764,0.13,5.39,7.44,6.87,3.52,3.14,5.36,11.27,33.98,28.0,40.16,376.1
11,HOOD,"Robinhood Markets, Inc.",103757406208,20035818,1.93,-1.35,-6.37,-1.74,-3.36,0.37,10.92,174.15,444.81,1044.74,146.19,
12,ABNB,"Airbnb, Inc.",84892598272,3505323,0.41,1.18,2.05,1.49,5.04,21.2,6.23,20.67,-0.98,20.64,-10.07,
13,COIN,"Coinbase Global, Inc. - 3",66225209344,6867244,1.04,-0.14,-3.66,5.06,-2.78,-4.06,-19.36,29.26,6.08,311.86,-5.22,
14,RBLX,Roblox Corporation,51865276416,11627656,2.24,-3.31,-8.82,-9.36,-15.5,-18.43,-40.69,18.89,82.26,102.99,-13.48,
15,BIDU,"Baidu, Inc.",49244024832,3923156,0.8,-3.78,-5.63,11.39,18.4,18.5,48.23,66.07,60.91,-4.6,-7.83,68.93
16,XYZ,"Block, Inc.",42768416768,4591186,1.07,-1.83,2.5,6.43,8.69,13.42,-11.9,29.14,13.93,-7.9,-73.82,77.62
17,CRWV,"CoreWeave, Inc.",38415294464,19966652,5.2,-0.12,0.3,2.9,10.92,4.74,-25.18,100.18,,,,
18,SOFI,"SoFi Technologies, Inc.",34939633664,49829734,14.26,2.67,-5.33,3.36,4.29,1.17,8.54,145.96,281.29,302.32,97.44,
19,TER,"Teradyne, Inc.",34409197568,3139871,0.91,-2.77,-1.45,9.6,12.49,30.33,83.26,204.42,75.08,103.51,79.77,379.73
20,NTRA,"Natera, Inc.",33406431232,1976498,0.59,-5.83,0.9,3.57,5.35,0.41,42.38,65.65,134.52,444.08,103.07,1287.15
21,ILMN,"Illumina, Inc.",22414071808,1604149,0.72,-2.87,3.18,8.44,10.85,15.77,45.89,96.14,24.32,-23.46,-67.73,-28.34
22,CRCL,"Circle Internet Group, Inc.",20810452992,5349007,2.57,1.49,-3.55,1.59,-1.46,12.44,-38.03,,,,,
23,TTD,"The Trade Desk, Inc.",18237569024,12418455,6.81,-3.49,-7.01,-2.84,1.8,-4.51,-31.76,-23.35,-58.96,-25.22,-53.71,158.33
24,DKNG,DraftKings Inc.,17909854208,12231090,6.83,3.81,-0.72,4.17,4.17,22.21,-25.01,7.5,0.56,117.66,-40.04,215.61
25,BWXT,"BWX Technologies, Inc.",17663645696,1405377,0.8,0.5,2.21,10.09,11.55,10.64,19.4,89.81,98.07,237.52,253.64,393.73
