Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4326949126144,147115063,0.34,0.81,-1.77,-2.57,-2.64,-14.09,-2.71,64.01,38.6,961.13,774.58,2567.87
2,GOOG,Alphabet Inc.,3714865430528,21031247,0.06,-0.51,-1.9,-4.4,-3.31,8.38,52.51,97.51,65.26,230.14,126.25,345.08
2,AMZN,"Amazon.com, Inc.",2379214487552,36643900,0.15,0.01,-3.35,-3.04,-1.64,-12.38,-0.06,16.98,12.64,137.57,33.07,124.85
3,META,"Meta Platforms, Inc.",1656364728320,14058674,0.08,1.49,0.76,-2.34,7.28,3.13,-14.45,14.28,29.5,386.04,82.04,235.57
4,TSLA,"Tesla, Inc.",1629252354048,104578096,0.64,3.07,9.62,7.67,17.26,4.59,48.61,89.03,98.82,285.22,110.22,843.53
5,TSM,Taiwan Semiconductor Manufactur,1487852535808,10409905,0.07,-0.3,-5.9,-2.4,1.06,-5.65,19.32,74.46,60.41,240.02,161.91,481.98
6,PLTR,Palantir Technologies Inc.,447490162688,41635627,0.93,2.46,0.11,3.3,15.72,-9.38,0.42,122.45,626.31,2689.75,760.45,
7,BABA,Alibaba Group Holding Limited,356211326976,8820663,0.25,-0.53,-4.85,-5.7,-7.12,-10.97,24.04,14.81,100.89,34.84,-19.96,-24.69
8,AMD,"Advanced Micro Devices, Inc.",340537442304,23090108,0.68,0.77,-5.54,-4.04,-2.73,-19.44,21.08,103.59,27.62,208.92,89.96,340.45
9,SHOP,Shopify Inc.,212382662656,5405831,0.25,2.06,-0.98,1.28,5.04,-5.67,9.04,70.86,144.48,328.64,6.97,246.24
10,DE,Deere & Company,131228704768,1292550,0.1,-0.53,2.0,2.17,-0.37,5.09,-4.55,4.12,36.17,23.47,40.04,214.68
11,HOOD,"Robinhood Markets, Inc.",107363147776,20842261,1.94,3.59,-3.23,-9.51,3.85,-18.82,4.16,186.88,421.63,1219.34,117.05,
12,ABNB,"Airbnb, Inc.",80821223424,4388339,0.54,0.15,3.13,6.19,15.38,4.11,9.08,10.51,-13.57,33.21,-11.99,
13,COIN,"Coinbase Global, Inc.",68118208512,6598644,0.97,0.87,-6.1,-6.35,-1.31,-23.55,-18.65,46.67,12.3,411.15,-2.19,
14,RBLX,Roblox Corporation,61376368640,6665020,1.09,0.55,-7.31,-9.18,-3.47,-18.78,-32.06,50.01,131.51,161.72,12.22,
15,BIDU,"Baidu, Inc.",41592131584,1735947,0.42,0.4,-7.01,-5.05,0.08,-1.58,36.57,29.64,32.48,-6.92,-27.37,-3.42
16,XYZ,"Block, Inc.",39348649984,6124371,1.56,0.83,1.48,5.63,4.35,-13.12,-12.05,18.81,0.17,-9.01,-76.54,-15.72
17,CRWV,"CoreWeave, Inc.",34633068544,34208173,9.88,-3.94,-20.46,-21.29,-5.57,-44.98,-46.35,87.43,,,,
18,SOFI,"SoFi Technologies, Inc.",33502722048,43978424,13.13,2.94,-1.81,-4.32,-2.99,-13.22,20.27,128.55,307.67,391.31,59.07,
19,NTRA,"Natera, Inc.",31710728192,852097,0.27,-0.44,-1.58,-7.01,-4.69,14.72,49.65,60.81,103.69,472.51,93.86,554.01
20,TER,"Teradyne, Inc.",30588250112,3294924,1.08,-1.24,-5.73,-4.22,15.86,5.12,79.24,133.56,27.57,107.53,54.43,220.59
21,CRCL,"Circle Internet Group, Inc.",21118322688,14938021,7.07,9.99,-6.29,-3.06,14.11,-29.58,-47.81,,,,,
22,ILMN,"Illumina, Inc.",20220772352,1767599,0.87,-2.49,-3.58,2.02,4.45,9.64,39.13,65.82,24.96,-31.13,-72.8,-50.77
23,TTD,"The Trade Desk, Inc.",17914867712,12261356,6.84,1.24,-1.03,-8.51,-6.2,-25.41,-32.44,-33.04,-63.16,-17.22,-56.4,37.28
24,DKNG,DraftKings Inc.,17193062400,7999982,4.65,-2.95,-1.0,1.59,17.32,12.99,-19.45,4.0,-7.75,156.99,-33.05,105.23
