Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4258235940864,142336713,0.33,-0.25,-1.88,-2.8,-2.69,-7.8,-9.29,10.74,37.23,568.25,472.69,1897.3
2,GOOG,Alphabet Inc.,3498452713472,27300898,0.08,-3.28,-5.41,-4.07,-4.66,-10.79,-0.74,63.24,76.93,178.73,95.36,307.28
2,AMZN,"Amazon.com, Inc.",2224704978944,34266291,0.15,-1.38,-0.73,-0.21,-0.71,-0.71,-16.8,-7.26,14.62,102.05,15.9,67.74
3,TSM,Taiwan Semiconductor Manufactur,1780267745280,9424187,0.05,1.42,1.32,1.75,-2.52,-3.15,18.54,51.08,89.67,336.02,203.81,645.98
4,AVGO,Broadcom Inc.,1509099962368,19731270,0.13,-1.31,-0.28,-0.99,1.63,-7.26,-9.2,16.75,84.32,432.48,521.24,1157.11
5,META,"Meta Platforms, Inc.",1499823996928,10647042,0.07,-1.84,-2.27,-3.3,-9.41,-12.37,-5.29,-17.27,1.88,187.92,78.18,157.67
6,TSLA,"Tesla, Inc.",1437294002176,59674483,0.42,0.57,0.72,-2.09,-2.4,-8.22,-12.87,30.31,59.05,138.4,12.27,539.73
7,PLTR,Palantir Technologies Inc.,370183569408,54262366,1.47,-3.77,-0.58,2.54,5.14,8.31,-18.95,11.26,297.99,1899.74,538.27,
8,AMD,"Advanced Micro Devices, Inc.",334837481472,26311636,0.79,1.33,0.05,6.19,7.55,-4.92,-13.54,52.35,20.12,145.07,37.91,282.94
9,BABA,Alibaba Group Holding Limited,299572559872,8396741,0.28,-0.46,0.46,-7.2,-7.46,-23.02,-21.97,18.08,8.58,59.34,-17.52,-36.04
10,DE,Deere & Company,157477961728,1141800,0.07,2.46,2.72,0.96,-5.85,-0.45,22.41,15.05,46.11,59.72,73.51,322.07
11,SHOP,Shopify Inc.,151585472512,12915196,0.85,-4.09,-5.08,-5.54,-4.69,-1.9,-26.92,-0.44,43.64,150.0,-25.3,53.23
12,HOOD,"Robinhood Markets, Inc.",62193307648,28202247,4.53,-4.7,-6.85,-5.87,-9.19,-20.19,-47.64,-26.09,196.23,659.96,88.23,
13,TER,"Teradyne, Inc.",50119823360,2656275,0.53,5.34,5.87,11.77,5.23,3.31,80.85,254.17,148.65,243.48,124.22,387.64
14,COIN,"Coinbase Global, Inc.",48818810880,20616001,4.22,-9.76,-10.78,-7.41,-0.72,8.25,-40.45,-49.3,7.17,225.9,-49.34,
15,CRWV,"CoreWeave, Inc.",43642626048,20643816,4.73,1.29,2.93,2.35,12.52,-14.23,-6.08,-48.02,,,,
16,RBLX,Roblox Corporation,38978834432,7149530,1.83,-3.24,-4.38,-2.52,-17.87,-25.12,-47.46,-48.96,32.88,46.39,-49.78,
17,BIDU,"Baidu, Inc.",38288633856,1351588,0.35,-1.75,-5.44,-9.3,-5.21,-23.43,-14.72,25.33,-1.69,-3.77,-30.38,5.07
18,XYZ,"Block, Inc.",36393058304,3519640,0.97,-2.09,1.53,0.17,-4.79,5.48,-9.13,-13.72,-8.86,-1.82,-74.05,-27.6
