Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4558732394496,174977604,0.38,-0.47,0.4,-0.73,6.98,3.66,3.12,84.52,52.8,745.3,744.81,3728.19
2,GOOG,Alphabet Inc.,3797195161600,18953298,0.05,-0.87,0.24,-0.35,1.3,8.54,51.31,105.67,72.41,193.33,121.69,484.53
2,AMZN,"Amazon.com, Inc.",2575593635840,53571773,0.21,3.38,4.38,3.68,6.52,10.96,5.15,39.58,29.25,135.95,46.05,185.27
3,TSM,Taiwan Semiconductor Manufactur,1698217197568,15446433,0.09,1.61,7.75,9.58,12.12,18.31,37.64,117.84,96.75,262.86,201.96,714.13
4,META,"Meta Platforms, Inc.",1665110900736,10941825,0.07,0.28,0.08,-1.04,2.63,12.22,-11.48,32.03,35.85,247.16,80.58,355.61
5,TSLA,"Tesla, Inc.",1439946637312,88186450,0.61,-4.14,-3.73,-10.8,-5.66,9.55,23.84,79.38,75.73,119.99,82.63,1359.19
6,PLTR,Palantir Technologies Inc.,428327337984,34713968,0.81,3.26,1.1,-7.45,-2.1,15.39,14.67,91.63,523.78,2057.38,638.03,
7,BABA,Alibaba Group Holding Limited,360052850688,12835494,0.36,-3.43,2.95,0.56,-3.07,-1.55,23.46,40.95,101.64,50.61,-6.04,-11.16
8,AMD,"Advanced Micro Devices, Inc.",348970713088,39858808,1.14,-3.04,0.09,-0.32,1.69,4.04,28.25,144.97,39.19,149.51,97.92,453.73
9,SHOP,Shopify Inc.,219295432704,4171422,0.19,1.35,4.65,-0.59,2.59,16.53,20.42,101.37,168.83,228.04,8.52,422.67
10,DE,Deere & Company,131431079936,1325964,0.1,4.27,4.38,4.33,0.59,2.38,-0.75,8.59,33.58,23.75,37.14,339.54
11,HOOD,"Robinhood Markets, Inc.",109431283712,19639683,1.79,-1.25,7.6,1.05,1.84,14.58,18.25,195.53,432.14,1053.55,148.47,
12,ABNB,"Airbnb, Inc.",84500766720,3001516,0.36,1.58,1.69,0.91,7.5,23.74,6.29,22.47,-7.21,15.31,-13.93,
13,COIN,"Coinbase Global, Inc. - 3",67565408256,8600571,1.27,-1.71,10.8,4.52,-6.32,5.21,-18.9,43.15,-2.74,250.83,-2.42,
14,RBLX,Roblox Corporation,53227012096,13167244,2.47,-6.43,-6.42,-7.39,-14.33,-17.31,-38.2,27.0,84.59,96.1,-16.06,
15,BIDU,"Baidu, Inc.",51042832384,3199875,0.63,-2.18,12.06,18.69,17.13,32.57,62.94,77.29,62.02,-8.61,-5.61,63.27
16,XYZ,"Block, Inc.",42670878720,4563133,1.07,2.26,7.54,5.98,8.11,12.99,-11.83,29.87,4.65,-15.85,-73.84,69.61
17,CRWV,"CoreWeave, Inc.",38838865920,23704200,6.1,1.41,8.84,-1.18,-0.83,12.61,-19.59,99.39,,,,
18,TER,"Teradyne, Inc.",36402388992,2467066,0.68,4.26,18.23,15.27,18.34,46.9,95.95,222.23,51.25,110.33,97.49,386.76
19,NTRA,"Natera, Inc.",34686574592,1550673,0.45,4.77,8.58,5.6,7.24,10.28,52.56,67.98,133.51,441.68,115.98,1020.96
20,SOFI,"SoFi Technologies, Inc.",34006900736,118669168,34.9,-7.86,3.06,-1.82,-1.1,8.31,8.09,145.72,263.12,265.58,81.68,
21,ILMN,"Illumina, Inc.",22610806784,2308090,1.02,4.09,12.16,8.71,9.08,23.35,47.79,106.62,27.26,-29.9,-68.98,-28.33
22,CRCL,"Circle Internet Group, Inc.",21589030912,7406702,3.43,0.06,7.0,2.67,1.65,26.77,-33.4,,,,,
23,TTD,"The Trade Desk, Inc.",19430590464,8307521,4.28,-0.92,4.69,4.25,8.43,3.62,-24.52,-20.93,-60.61,-24.59,-50.36,147.62
24,BWXT,"BWX Technologies, Inc.",17855643648,1038234,0.58,3.32,12.99,10.23,11.58,11.42,18.1,89.29,86.94,232.45,256.62,330.03
25,DKNG,DraftKings Inc.,17397149696,10122951,5.82,-3.56,1.42,1.42,-1.6,20.52,-26.88,3.99,-7.49,99.37,-41.86,196.19
26,ROKU,"Roku, Inc.",16737320960,2652724,1.58,-1.22,4.42,2.35,5.41,24.5,17.78,93.77,82.44,81.25,-67.95,77.44
27,KTOS,Kratos Defense & Security Solut,15521525760,2898645,1.87,2.22,21.1,14.96,21.02,36.58,35.35,177.82,307.85,672.52,286.26,731.95
28,BMNR,"BitMine Immersion Technologies,",13767470080,37789714,27.45,-3.06,19.08,10.15,-7.26,24.29,-29.74,,,,,
29,TEM,"Tempus AI, Inc.",12371671040,6467398,5.23,7.48,17.76,8.22,-1.52,5.86,-5.04,71.92,70.86,,,
30,ACHR,Archer Aviation Inc.,6474842624,38974866,60.19,3.04,17.29,8.49,6.27,28.38,-3.61,21.99,93.42,215.0,-11.45,
31,BLSH,Bullish,6215704576,1566205,2.52,-0.55,8.93,-3.76,-5.26,13.01,-35.53,,,,,
32,CRSP,CRISPR Therapeutics AG,5545520128,2804678,5.06,5.51,10.96,2.61,2.66,18.06,8.71,54.06,1.75,4.54,-53.74,72.77
33,WGS,GeneDx Holdings Corp.,3925243392,217610,0.55,3.27,4.41,-0.21,-10.37,1.28,5.12,42.24,308.05,794.6,-55.61,
34,VCYT,"Veracyte, Inc.",3607804416,744035,2.06,4.61,8.41,6.71,6.54,11.73,59.52,46.56,94.21,74.0,2.82,143.41
35,BEAM,Beam Therapeutics Inc.,2875799808,2031492,7.06,5.59,2.24,0.71,3.58,37.57,68.09,66.71,-6.53,-40.52,-72.22,112.92
36,TXG,"10x Genomics, Inc.",2443739392,3403128,13.93,5.4,18.39,15.7,24.9,17.31,37.73,157.12,1.79,-60.04,-88.42,-65.24
37,RXRX,"Recursion Pharmaceuticals, Inc.",2371745536,22980337,96.89,4.12,11.25,3.41,5.08,18.18,-6.95,-17.27,-46.97,-48.65,-79.32,
38,TWST,Twist Bioscience Corporation,2254527488,2016718,8.95,7.37,16.24,9.8,19.2,41.43,35.6,0.19,-37.38,40.83,-67.18,86.68
39,PD,"PagerDuty, Inc.",1165580032,1566992,13.44,3.22,-4.65,-4.14,-3.85,-14.97,-26.25,-15.2,-40.02,-59.9,-69.46,-2.87
40,NTLA,"Intellia Therapeutics, Inc.",1127025152,4282988,38.0,3.84,8.23,1.46,7.87,21.02,-14.8,34.58,-63.23,-78.29,-93.86,3.07
41,PACB,Pacific Biosciences of Californ,627967424,6867475,109.36,5.05,11.23,10.64,-1.89,10.64,56.39,77.78,12.43,-81.51,-92.85,-15.1
42,CERS,Cerus Corporation,397621120,939102,23.62,0.98,0.49,0.49,-5.05,38.93,58.02,59.23,-13.39,-35.51,-66.61,-43.13
43,SLMT,Brera Holdings PLC,177479424,1391941,78.43,0.47,14.97,4.37,-3.15,2.38,-65.38,-66.92,-70.79,-91.89,,
