Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4626052022272,144070014,0.31,0.8,2.5,2.39,3.67,0.97,0.62,44.78,48.19,685.07,819.3,2731.58
2,GOOG,Alphabet Inc.,3765070200832,23993562,0.06,-2.29,-3.64,-9.73,-5.19,-0.97,26.42,84.08,88.31,224.87,135.37,415.75
2,AMZN,"Amazon.com, Inc.",2192017195008,65493575,0.3,-1.39,-2.97,-16.0,-11.77,-12.06,-8.24,1.54,17.88,112.14,24.25,75.32
3,TSM,Taiwan Semiconductor Manufactur,1940219494400,18590728,0.1,3.37,7.24,9.59,14.71,24.32,30.19,96.72,123.83,352.1,260.13,705.36
4,META,"Meta Platforms, Inc.",1691488485376,14316917,0.08,-0.3,1.09,-5.34,9.09,1.52,-7.95,6.88,29.45,240.51,98.4,294.24
5,AVGO,Broadcom Inc.,1625118998528,16980271,0.1,0.68,2.96,3.52,4.25,-1.9,1.55,50.76,115.58,472.64,667.93,1481.89
6,TSLA,"Tesla, Inc.",1608311111680,57325398,0.36,0.72,4.17,1.53,-0.73,-6.82,-1.77,26.21,104.71,137.33,65.68,835.47
7,BABA,Alibaba Group Holding Limited,392286011392,8669577,0.22,-1.32,1.11,-2.42,-2.58,10.66,-13.21,38.41,105.15,112.27,16.87,-16.55
8,AMD,"Advanced Micro Devices, Inc.",348223143936,33349316,0.96,0.0,2.47,-13.27,-14.5,-0.94,25.84,93.62,41.91,138.16,107.56,303.59
9,PLTR,Palantir Technologies Inc.,323384606720,52708714,1.63,-2.75,-0.16,-8.18,-17.93,-26.33,-27.46,10.03,339.95,1617.47,464.39,
10,DE,Deere & Company,166084608000,1797177,0.11,3.25,5.07,15.11,15.71,30.74,33.13,21.34,66.41,63.63,93.63,393.44
11,SHOP,Shopify Inc.,155293499392,53285983,3.43,-6.7,5.94,-10.2,-14.31,-29.29,-21.54,16.94,59.28,172.65,-12.44,102.92
12,ABNB,"Airbnb, Inc.",73192775680,5841808,0.8,-0.64,-2.15,-8.96,-10.51,-12.49,-1.6,-5.66,2.41,5.26,-28.73,
13,HOOD,"Robinhood Markets, Inc.",70199672832,68681687,9.78,-8.91,-5.86,-13.28,-26.39,-33.6,-46.49,23.43,265.03,747.5,85.29,
14,TER,"Teradyne, Inc.",51134189568,3650566,0.71,5.43,7.11,28.82,38.62,62.87,122.58,318.31,139.68,216.93,199.76,440.33
15,BIDU,"Baidu, Inc.",50589642752,1549677,0.31,-1.72,-0.56,-2.32,-10.57,14.44,3.49,73.15,71.09,9.03,-5.61,43.1
16,CRWV,"CoreWeave, Inc.",49597251584,21181898,4.27,0.04,5.78,6.98,1.17,27.0,-31.05,-7.39,,,,
17,RBLX,Roblox Corporation,48425840640,10242248,2.12,-4.1,3.87,2.24,-8.84,-15.37,-48.32,-16.13,56.23,61.49,-8.68,
18,COIN,"Coinbase Global, Inc. - 3",41311543296,13913008,3.37,-5.73,-7.22,-18.45,-32.49,-34.47,-58.82,-41.78,-22.74,137.63,-32.65,
19,XYZ,"Block, Inc.",32801716224,9772989,2.98,-6.09,-3.86,-10.91,-15.92,-18.37,-29.94,-8.39,-19.25,-27.35,-77.56,-6.25
20,NTRA,"Natera, Inc.",29627361280,898334,0.3,0.38,4.64,-8.07,-12.49,-8.15,32.61,38.57,76.65,272.48,90.65,505.47
21,SOFI,"SoFi Technologies, Inc.",25968164864,52492779,20.21,-2.97,-1.49,-6.93,-19.85,-23.38,-20.87,56.99,164.48,279.85,29.41,
22,BWXT,"BWX Technologies, Inc.",18148208640,598011,0.33,-0.67,0.66,-3.66,-5.26,13.11,7.04,66.6,97.68,230.22,287.69,323.37
23,ILMN,"Illumina, Inc.",17887604736,2032775,1.14,-2.46,-2.79,-17.54,-23.68,-13.46,17.2,44.81,-11.09,-47.56,-70.5,-61.46
24,KTOS,Kratos Defense & Security Solut,14814083072,2989131,2.02,-6.1,-7.02,-8.71,-27.21,13.31,-7.63,143.77,293.63,584.71,293.46,530.15
25,CRCL,"Circle Internet Group, Inc.",14721760256,8327182,5.66,-3.16,1.44,-1.7,-20.35,-28.13,-61.35,,,,,
26,DKNG,DraftKings Inc.,13091417088,11629908,8.88,-3.02,-1.2,-4.08,-16.72,-23.86,-24.62,-25.03,-25.56,46.19,-45.39,52.91
27,ROKU,"Roku, Inc.",12985903104,3747194,2.89,-3.32,2.38,-8.62,-15.7,-20.99,-15.36,27.36,26.03,40.98,-71.95,-28.87
28,TEM,"Tempus AI, Inc.",9537608704,4294768,4.5,-4.06,-2.37,-8.44,-17.93,-12.79,-39.97,-14.31,-21.7,,,
29,BMNR,"BitMine Immersion Technologies,",8856171520,30829770,34.81,-2.41,-4.89,-14.61,-33.66,-31.78,-65.53,,,,,
