Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4630069116928,186591856,0.4,1.77,-1.55,-2.58,2.1,1.36,15.89,52.27,65.44,1048.69,857.58,3080.83
2,AMZN,"Amazon.com, Inc.",2539781357568,38956669,0.15,-1.22,-5.78,-6.2,4.67,6.92,5.59,10.56,31.6,167.12,25.79,156.72
3,META,"Meta Platforms, Inc.",1537244659712,20724146,0.13,-0.07,-2.81,-4.17,-17.46,-14.23,-16.14,-8.58,28.29,413.45,77.41,185.39
4,TSM,Taiwan Semiconductor Manufactur,1477225611264,11467128,0.08,0.93,-2.18,-3.0,-3.44,-2.52,24.36,59.46,87.66,290.08,160.09,473.87
5,TSLA,"Tesla, Inc.",1344795049984,105506682,0.78,0.59,-8.02,-12.49,-6.77,-5.93,30.49,38.01,129.37,169.15,85.82,986.92
6,PLTR,Palantir Technologies Inc.,410284720128,62596757,1.53,1.09,-8.88,-7.39,-5.75,0.54,22.11,104.91,716.18,2421.88,653.94,
7,AMD,"Advanced Micro Devices, Inc.",403689177088,36887040,0.91,-0.46,3.91,-3.71,-2.42,49.88,71.21,147.16,50.91,277.33,175.03,401.04
8,BABA,Alibaba Group Holding Limited,397899399168,33727857,0.85,-3.78,-4.35,-6.69,-11.96,-18.2,44.22,18.03,105.13,86.6,-18.97,-21.18
9,SHOP,Shopify Inc.,203850612736,8384260,0.41,-0.21,-8.12,-10.36,-15.56,-9.37,26.81,30.39,144.62,304.66,-0.2,223.73
10,DE,Deere & Company,128738975744,1180064,0.09,0.6,-0.36,0.54,0.73,2.88,-7.96,0.06,32.16,15.13,46.7,215.59
11,HOOD,"Robinhood Markets, Inc.",109278420992,32063766,2.93,0.8,-7.15,-14.02,-12.37,-17.6,24.11,144.51,475.66,1322.76,,
12,COIN,"Coinbase Global, Inc.",76346949632,11784788,1.54,0.3,-6.58,-11.06,-19.88,-25.27,-26.98,31.71,22.74,675.96,16.26,
13,ABNB,"Airbnb, Inc.",73483526144,4119734,0.56,0.68,-0.42,-0.39,-4.66,1.5,-10.93,-12.13,-16.57,36.23,-14.39,
14,RBLX,Roblox Corporation,71083999232,5611930,0.79,1.0,-2.29,0.04,-19.91,-16.64,-2.62,60.72,196.64,270.31,17.73,
15,BIDU,"Baidu, Inc.",44659818496,5102001,1.14,-3.85,-12.09,-5.94,-5.51,-18.31,31.16,34.18,21.25,3.03,-34.05,-8.14
