Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4521459187712,138663908,0.31,0.69,4.62,1.95,-1.03,-1.32,-10.14,29.06,53.97,602.75,662.44,2034.33
2,GOOG,Alphabet Inc.,3730957139968,13279728,0.04,0.49,3.47,0.74,1.55,-7.87,12.24,86.2,89.56,195.53,112.36,349.37
2,AMZN,"Amazon.com, Inc.",2282780884992,33810699,0.15,-0.78,-0.26,2.04,3.84,-13.09,-7.66,2.01,9.64,117.37,25.37,75.29
3,TSM,Taiwan Semiconductor Manufactur,1838927052800,10598277,0.06,2.15,4.62,-3.94,-2.13,4.79,16.53,69.57,98.1,325.44,235.03,655.95
4,META,"Meta Platforms, Inc.",1656504713216,8924999,0.05,0.12,1.55,0.2,1.81,-2.69,-12.81,-6.11,16.71,208.15,111.21,209.32
5,AVGO,Broadcom Inc.,1619476873216,17092959,0.11,-0.29,3.36,7.14,2.42,2.64,-11.34,35.09,97.66,475.15,609.41,1327.25
6,TSLA,"Tesla, Inc.",1530316849152,62101725,0.41,2.15,2.8,1.12,-0.85,-5.36,-11.63,16.96,60.39,125.89,17.88,651.85
7,PLTR,Palantir Technologies Inc.,362578051072,33603400,0.93,0.3,-3.54,4.43,11.98,-8.51,-23.75,8.35,310.84,1719.93,504.95,
8,AMD,"Advanced Micro Devices, Inc.",333957070848,22637223,0.68,0.79,6.44,3.13,2.35,-18.73,-22.51,58.07,29.38,121.85,67.51,275.22
9,BABA,Alibaba Group Holding Limited,325380472832,6248517,0.19,-0.41,4.21,-4.4,-12.51,-21.09,-24.27,20.51,42.6,52.93,-15.2,-33.34
10,SHOP,Shopify Inc.,169034432512,5591151,0.33,0.12,-0.52,8.49,6.48,-5.8,-27.65,17.77,61.23,185.92,-4.84,75.5
11,DE,Deere & Company,160454524928,790606,0.05,0.22,0.72,-5.84,0.13,14.42,25.89,16.73,47.63,60.66,85.98,365.1
12,HOOD,"Robinhood Markets, Inc.",70845267968,22422517,3.16,0.2,2.08,-0.11,4.63,-25.23,-45.66,3.06,245.59,686.11,122.04,
13,COIN,"Coinbase Global, Inc. - 3",53562089472,9414925,1.76,1.07,0.71,7.23,21.08,-5.79,-43.02,-35.42,15.7,192.79,-36.27,
14,TER,"Teradyne, Inc.",47278329856,2578605,0.55,0.41,10.6,-7.32,-4.08,26.44,73.82,246.44,131.85,201.24,149.91,410.18
15,BIDU,"Baidu, Inc.",43627991040,1888263,0.43,-0.28,5.12,1.29,-9.23,-20.61,-1.92,48.58,32.0,-8.25,-25.39,16.32
16,CRWV,"CoreWeave, Inc.",43085398016,31723696,7.36,9.4,12.29,5.01,-14.13,-24.71,-41.43,-52.81,,,,
17,RBLX,Roblox Corporation,42798755840,6679508,1.56,2.65,-4.94,-10.45,-4.23,-16.29,-54.85,-41.65,28.19,33.61,-25.15,
18,XYZ,"Block, Inc.",39273390080,9043769,2.3,-1.48,-2.56,0.28,20.58,0.06,-15.53,1.59,-4.31,3.01,-74.46,-15.66
19,CRCL,"Circle Internet Group, Inc.",29948866560,19135761,6.39,-4.47,10.7,17.34,78.64,61.25,-14.37,-57.18,,,,
20,NTRA,"Natera, Inc.",27865780224,1404208,0.5,-1.18,-0.77,-1.78,-8.78,-18.2,1.97,15.4,59.74,284.23,72.5,328.06
21,SOFI,"SoFi Technologies, Inc.",23630641152,58648605,24.82,1.31,-1.96,0.76,-5.17,-27.22,-40.03,20.64,136.65,218.38,-3.74,
22,ILMN,"Illumina, Inc.",18577350656,2018894,1.09,-0.69,-2.5,-8.57,1.17,-20.11,27.85,34.09,-5.68,-44.95,-69.68,-63.71
23,BWXT,"BWX Technologies, Inc.",17921406976,811214,0.45,0.17,0.52,-9.34,-2.97,-7.6,-8.03,38.54,85.69,215.2,269.44,263.73
24,KTOS,Kratos Defense & Security Solut,16606496768,1939262,1.17,-0.04,2.21,-1.98,-8.53,-24.68,-2.51,103.8,282.95,582.43,313.97,425.53
25,ROKU,"Roku, Inc.",14851873792,2629924,1.77,0.19,0.17,2.7,11.67,-3.67,2.16,24.52,31.93,66.59,-68.18,-14.95
26,BMNR,"BitMine Immersion Technologies,",9574854656,30270454,31.61,1.54,11.49,3.19,6.21,-28.23,-57.68,378.55,,,,
27,TEM,"Tempus AI, Inc.",9417798656,4058137,4.31,3.5,0.8,-1.18,-6.2,-21.15,-40.7,-19.76,2.85,,,
28,BLSH,Bullish,5603928064,1667198,2.98,1.25,6.38,10.0,16.77,6.87,-29.26,,,,,
29,CRSP,CRISPR Therapeutics AG,4792546816,6022581,12.57,-5.44,-11.63,-17.84,-6.71,-7.98,-20.19,9.62,6.71,14.86,-46.18,-21.96
30,ACHR,Archer Aviation Inc.,4720322048,23517963,49.82,1.74,2.72,-14.49,-7.75,-20.52,-42.49,-35.7,111.51,164.61,19.29,
31,TWST,Twist Bioscience Corporation,2873066496,728146,2.53,3.22,-0.17,2.11,-14.68,10.0,45.48,32.64,0.86,268.4,-58.98,13.02
32,BEAM,Beam Therapeutics Inc.,2656410880,1371905,5.16,0.0,-1.73,-9.1,-5.37,-15.05,5.29,56.07,5.29,-12.34,-71.59,21.36
33,TXG,"10x Genomics, Inc.",2613810944,1303350,4.99,0.0,-1.68,-11.58,4.55,-5.37,58.6,89.62,-10.93,-61.22,-87.13,-73.5
34,VCYT,"Veracyte, Inc.",2579220480,581908,2.26,-0.98,-4.11,-9.86,-11.34,-18.44,-8.33,21.53,-3.77,52.68,-28.45,23.7
35,WGS,GeneDx Holdings Corp.,2492471808,639411,2.57,-4.21,-3.42,14.69,-7.54,-11.36,-35.41,6.76,117.81,786.18,-66.98,
36,RXRX,"Recursion Pharmaceuticals, Inc.",1822297984,14236747,78.13,0.29,-0.29,-4.96,-2.27,-25.0,-41.23,-28.57,-49.56,-43.9,-81.7,
