Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4663668113408,169780971,0.36,0.91,1.9,0.79,0.22,3.52,1.72,34.99,86.36,615.89,827.49,2531.59
2,GOOG,Alphabet Inc.,3770514145280,17559160,0.05,-1.02,2.55,0.12,-7.93,-4.39,27.49,84.51,106.19,196.09,126.17,365.69
2,AMZN,"Amazon.com, Inc.",2203557298176,51669745,0.23,-2.3,0.23,0.58,-14.22,-16.66,-6.73,-0.95,19.77,109.18,26.46,65.94
3,TSM,Taiwan Semiconductor Manufactur,1919214288896,8880399,0.05,-0.13,2.15,-1.08,11.94,16.36,22.5,84.57,140.79,315.69,260.73,670.25
4,META,"Meta Platforms, Inc.",1611959238656,8540813,0.05,-2.81,-0.93,-4.7,-11.06,-1.36,-10.89,-7.16,28.01,211.49,97.17,213.47
5,AVGO,Broadcom Inc.,1566232281088,16379376,0.1,-0.69,-0.95,-3.62,-0.29,-0.64,-7.21,27.29,144.76,439.22,628.96,1290.03
6,TSLA,"Tesla, Inc.",1500334784512,69061241,0.46,-2.91,-2.79,-6.64,-7.1,-8.25,-8.27,20.41,89.74,109.98,51.46,667.06
7,BABA,Alibaba Group Holding Limited,364736217088,6718933,0.18,-1.08,-1.92,-7.02,-9.9,-1.09,-8.41,30.06,91.38,85.12,-1.88,-20.62
8,AMD,"Advanced Micro Devices, Inc.",320538804224,28039898,0.87,-1.77,-1.76,-7.95,-16.95,-3.95,-9.16,65.8,46.33,100.71,87.81,275.26
9,PLTR,Palantir Technologies Inc.,312352866304,52233256,1.67,-3.43,-3.53,-3.74,-10.91,-26.16,-26.3,0.45,330.6,1492.68,455.04,
10,DE,Deere & Company,175341813760,2074482,0.12,-2.36,9.03,5.57,22.51,29.16,47.82,28.68,73.11,74.53,105.95,381.44
11,SHOP,Shopify Inc.,153060212736,12178320,0.8,-7.07,-3.58,-1.2,-10.63,-30.31,-23.68,13.23,75.02,160.74,-13.57,85.48
12,HOOD,"Robinhood Markets, Inc.",64624136192,30213535,4.68,-5.69,-4.56,-7.94,-27.84,-37.79,-48.98,-0.68,278.99,726.96,70.62,
13,TER,"Teradyne, Inc.",50664923136,2494781,0.49,-1.95,1.17,-0.88,32.19,47.3,129.19,288.98,163.79,203.19,200.3,421.81
14,CRWV,"CoreWeave, Inc.",47350644736,21703648,4.58,1.78,-4.83,-4.53,-2.52,17.84,-35.86,-44.3,,,,
15,BIDU,"Baidu, Inc.",46690488320,1452270,0.31,-1.41,-2.85,-7.7,-12.56,-5.18,6.54,57.78,65.34,-14.29,-17.4,32.71
16,RBLX,Roblox Corporation,44244516864,11541467,2.61,0.69,-1.0,-9.51,-5.06,-15.51,-51.32,-31.45,43.06,43.75,-11.09,
17,COIN,"Coinbase Global, Inc. - 3",43209936896,12625222,2.92,-6.48,-2.32,4.6,-17.72,-34.75,-55.11,-37.41,8.75,136.24,-37.53,
18,XYZ,"Block, Inc.",30936387584,13693431,4.43,-4.64,-5.32,-5.69,-16.02,-27.67,-32.35,-20.53,-17.13,-16.36,-78.16,-22.09
19,NTRA,"Natera, Inc.",29193674752,762886,0.26,-1.31,-2.87,-1.46,-9.43,-12.61,20.2,25.19,85.43,269.55,87.4,465.2
20,SOFI,"SoFi Technologies, Inc.",23235307520,82459832,35.49,-4.21,-6.76,-11.34,-20.12,-34.27,-32.87,35.36,159.91,217.42,-0.92,
21,ILMN,"Illumina, Inc.",18430566400,1970063,1.07,2.44,0.37,3.57,-16.76,-17.34,26.84,44.95,-3.1,-43.67,-69.36,-61.16
22,BWXT,"BWX Technologies, Inc.",18137237504,960968,0.53,-3.9,-1.91,-0.06,-3.43,2.68,0.65,54.38,109.21,232.56,259.12,301.58
23,KTOS,Kratos Defense & Security Solut,16063741952,3313320,2.06,-1.84,-2.98,7.44,-8.45,-9.35,-2.05,135.19,347.18,609.63,320.84,527.9
24,CRCL,"Circle Internet Group, Inc.",15563948032,8731450,5.61,-2.94,-3.14,5.72,-4.32,-25.21,-55.5,,,,,
25,ROKU,"Roku, Inc.",12445852672,3286119,2.64,-5.21,-6.42,-3.95,-11.32,-22.45,-10.03,14.56,31.15,40.7,-73.59,-30.36
26,DKNG,DraftKings Inc.,10856418304,13689276,12.61,-2.24,-6.03,-17.07,-20.72,-39.38,-35.05,-37.4,-37.88,23.01,-55.38,12.08
27,TEM,"Tempus AI, Inc.",10192307200,4039531,3.96,-1.85,2.01,6.86,-4.23,-16.19,-39.36,-8.74,14.15,,,
28,BMNR,"BitMine Immersion Technologies,",8742456320,30337894,34.7,-4.52,-3.03,-1.28,-23.43,-38.55,-66.18,,,,,
29,CRSP,CRISPR Therapeutics AG,5181286912,1276141,2.46,0.97,0.86,11.71,8.05,-4.29,-20.95,41.87,20.98,24.29,-46.37,9.72
30,ACHR,Archer Aviation Inc.,5109400064,31594657,61.84,0.43,-0.14,-0.14,-3.2,-20.09,-45.5,-27.8,124.52,176.19,-12.89,
31,BLSH,Bullish,4615442944,1034992,2.24,-3.59,-3.83,-3.92,1.42,-22.06,-48.56,,,,,
32,TWST,Twist Bioscience Corporation,2948479744,1121171,3.8,-1.03,-12.44,-3.12,17.09,38.43,59.56,57.98,30.96,197.22,-52.45,47.02
33,BEAM,Beam Therapeutics Inc.,2874785280,980821,3.41,2.68,2.79,9.0,2.57,1.18,11.58,65.19,21.54,-6.78,-67.27,77.62
34,VCYT,"Veracyte, Inc.",2826008064,620116,2.19,0.34,-2.35,-0.67,-6.12,-17.93,4.87,31.0,25.13,62.72,-13.96,32.55
35,WGS,GeneDx Holdings Corp.,2517011712,1554396,6.18,6.12,-5.39,-4.77,-9.54,-36.66,-27.96,20.29,163.96,711.93,-67.26,
36,TXG,"10x Genomics, Inc.",2413240064,2065931,8.56,0.05,-3.47,-1.36,-6.49,-2.07,62.84,102.25,-12.3,-62.39,-87.89,-76.35
37,RXRX,"Recursion Pharmaceuticals, Inc.",1777506048,14181686,79.78,-0.29,-3.4,-8.09,-18.62,-27.45,-38.34,-30.55,-42.4,-49.03,-81.44,
38,NTLA,"Intellia Therapeutics, Inc.",1524321792,2292710,15.04,4.11,5.45,9.67,0.08,25.1,-44.61,71.58,-33.27,-65.64,-89.55,-2.3
39,PD,"PagerDuty, Inc.",582790016,3234519,55.5,-4.87,-10.07,-12.1,-41.04,-50.67,-61.2,-58.88,-64.85,-80.25,-84.11,-70.39
40,PACB,Pacific Biosciences of Californ,477013728,6568679,137.7,-1.86,-3.07,-14.13,-30.09,-22.55,-2.47,53.4,0.0,-83.56,-93.41,-52.27
41,CERS,Cerus Corporation,457168288,1678774,36.72,-1.24,-3.64,10.7,2.15,13.88,52.56,65.28,17.82,-17.93,-60.2,-61.3
42,SLMT,Brera Holdings PLC,82548568,651563,78.93,-7.41,-16.67,-14.53,-27.54,-51.22,-93.56,-85.78,-86.11,-97.47,,
