Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4238791933952,224747577,0.53,5.59,1.85,0.98,-5.61,-5.71,-3.83,6.31,26.36,518.77,478.65,1887.55
2,GOOG,Alphabet Inc.,3470145355776,30680107,0.09,5.02,2.18,-3.99,-6.54,-5.2,0.8,57.27,73.43,172.9,94.01,299.85
2,AMZN,"Amazon.com, Inc.",2235761950720,57843337,0.26,3.64,0.35,1.41,-2.83,3.54,-6.42,-7.72,11.05,100.97,17.64,65.03
3,TSM,Taiwan Semiconductor Manufactur,1752779325440,18399785,0.1,6.78,3.63,2.65,-2.36,-6.95,22.28,49.07,79.26,325.82,208.49,574.46
4,AVGO,Broadcom Inc.,1467471626240,29218942,0.2,5.49,0.03,-0.11,-9.46,-6.73,-8.74,12.95,72.12,425.98,492.46,1016.45
5,META,"Meta Platforms, Inc.",1447234633728,32156046,0.22,6.67,4.49,-3.63,-12.45,-10.43,-4.12,-20.45,-2.63,141.02,68.13,149.19
6,TSLA,"Tesla, Inc.",1394966528000,75198376,0.54,4.64,-0.1,1.03,-6.89,-9.47,-7.35,17.31,69.62,131.89,5.74,487.02
7,PLTR,Palantir Technologies Inc.,349854302208,45369441,1.3,6.35,-0.87,-2.92,-3.22,9.97,-12.58,-1.92,237.05,1827.27,532.43,
8,AMD,"Advanced Micro Devices, Inc.",331674484736,41370319,1.25,3.77,-0.17,1.04,0.1,0.17,-11.66,39.11,23.09,126.26,33.44,284.05
9,BABA,Alibaba Group Holding Limited,299524784128,9387407,0.31,2.85,0.04,2.49,-8.32,-19.28,-21.45,15.93,18.34,62.03,-21.57,-39.68
10,SHOP,Shopify Inc.,154809024512,9808458,0.63,6.13,2.76,1.58,-8.3,4.47,-15.54,1.61,41.75,153.57,-29.2,62.34
11,DE,Deere & Company,152151441408,1444981,0.09,1.7,-2.79,0.93,-4.69,-5.97,19.64,12.07,41.0,53.02,65.25,261.33
12,HOOD,"Robinhood Markets, Inc.",62391377920,35442616,5.68,6.35,-1.49,-2.24,-11.75,-8.14,-39.37,-30.67,156.67,719.15,104.61,
13,COIN,"Coinbase Global, Inc.",47084912640,12619446,2.68,8.6,0.71,-11.59,-11.15,5.17,-33.3,-55.68,-11.07,240.24,-48.96,
14,TER,"Teradyne, Inc.",46412574720,3319456,0.72,7.28,-0.3,1.94,-1.43,-2.97,81.29,212.02,123.14,225.1,99.64,304.9
15,CRWV,"CoreWeave, Inc.",40725061632,27737757,6.81,12.03,-3.7,-4.91,3.4,-14.87,3.43,-41.48,,,,
16,RBLX,Roblox Corporation,40084414464,13144362,3.28,8.96,5.03,-0.7,-3.86,-10.22,-44.4,-49.42,38.66,64.18,-51.32,
17,BIDU,"Baidu, Inc.",37910953984,1630345,0.43,4.52,1.37,-2.49,-11.22,-18.87,-4.88,29.75,12.42,-5.2,-34.94,-4.79
18,XYZ,"Block, Inc.",36569280512,7389463,2.02,5.52,1.36,1.36,-8.26,18.44,4.41,-12.38,-16.01,4.19,-74.76,-32.85
19,NTRA,"Natera, Inc.",28344834048,1419004,0.5,7.04,1.96,2.41,0.52,-5.33,-6.39,26.43,51.67,297.44,73.9,385.06
20,CRCL,"Circle Internet Group, Inc.",25329506304,13584597,5.36,6.12,-2.91,-24.3,-19.21,54.84,24.56,-53.39,,,,
21,SOFI,"SoFi Technologies, Inc.",20251191296,50654007,25.01,4.82,0.06,-6.04,-13.18,-18.61,-39.48,-25.55,58.17,223.75,-26.72,
22,ILMN,"Illumina, Inc.",18846453760,1383138,0.73,2.03,-0.92,-0.86,0.74,5.79,1.06,25.1,-17.31,-35.07,-66.52,-64.69
23,BWXT,"BWX Technologies, Inc.",18733721600,756906,0.4,6.73,-0.29,2.37,4.52,1.83,16.57,48.11,73.28,227.25,313.85,246.79
24,ROKU,"Roku, Inc.",13949616128,2733301,1.96,7.24,6.28,1.45,-5.9,6.82,-0.68,5.34,23.91,70.95,-65.77,-16.23
25,KTOS,Kratos Defense & Security Solut,13168287744,6097442,4.63,8.01,-7.05,-16.67,-20.74,-23.33,0.21,35.62,178.15,438.24,228.56,262.52
26,BMNR,"BitMine Immersion Technologies,",9007099904,70114817,77.84,8.09,1.59,-5.54,-4.58,-1.84,-38.71,-51.77,,,,
27,TEM,"Tempus AI, Inc.",8084146688,4216126,5.22,6.73,-0.68,-3.71,-11.16,-13.96,-32.27,-21.79,-10.84,,,
28,BLSH,Bullish,5370297856,940805,1.75,7.39,-1.95,-5.9,-2.72,11.66,-5.38,,,,,
29,CRSP,CRISPR Therapeutics AG,4566021120,2148881,4.71,7.28,0.04,2.88,-9.91,-10.53,-11.03,-15.69,-0.53,-1.0,-45.06,-21.41
30,ACHR,Archer Aviation Inc.,3876798208,29026074,74.87,4.66,-3.72,-10.24,-18.2,-24.19,-32.06,-52.13,67.86,165.13,-13.69,
31,TWST,Twist Bioscience Corporation,2913532160,1391308,4.78,9.85,1.65,12.95,4.67,-10.14,82.77,25.71,1.89,313.58,-59.03,26.55
32,TXG,"10x Genomics, Inc.",2712180224,2566349,9.46,7.17,3.92,15.44,3.76,14.02,36.44,70.25,30.49,-58.9,-86.78,-73.79
33,VCYT,"Veracyte, Inc.",2559355648,1049848,4.1,5.81,-1.8,1.16,-1.74,-10.6,-16.9,20.86,-5.07,53.67,-31.37,22.47
34,BEAM,Beam Therapeutics Inc.,2427234304,2330969,9.6,8.81,0.89,-3.25,-8.63,-13.31,8.71,12.56,-10.38,-20.99,-73.52,-14.16
35,WGS,GeneDx Holdings Corp.,1880922880,608393,3.23,7.73,4.68,-8.05,-27.71,-29.45,-49.4,-22.05,7.48,691.08,-73.31,
36,RXRX,"Recursion Pharmaceuticals, Inc.",1621581056,13687857,84.41,8.1,-2.54,-5.54,-10.76,-11.27,-26.2,-41.86,-54.32,-32.68,-84.65,
37,NTLA,"Intellia Therapeutics, Inc.",1514471936,4067335,26.86,10.04,-3.17,-0.16,-4.83,4.91,51.36,7.28,-34.29,-65.35,-90.68,-35.9
38,PACB,Pacific Biosciences of Californ,398637792,9572287,240.12,4.76,-2.22,-0.75,-3.65,-16.46,-20.0,-9.59,-35.61,-88.32,-95.3,-66.15
39,CERS,Cerus Corporation,349752640,1649682,47.17,5.2,-0.55,5.81,2.82,-23.21,22.15,25.52,-3.7,-15.74,-74.9,-68.84
40,SLMT,Brera Holdings PLC,64718564,602118,93.04,13.95,-4.27,0.64,-28.73,-28.73,-88.25,-88.44,-88.64,-97.29,,
