Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4425366110208,182553967,0.41,0.86,0.67,0.45,-8.84,-0.65,4.59,51.83,33.89,1131.48,829.83,2621.42
2,GOOG,Alphabet Inc.,3814940737536,24664667,0.06,0.29,-1.33,8.98,8.75,22.96,62.98,90.12,80.12,258.68,130.87,321.77
2,AMZN,"Amazon.com, Inc.",2506000433152,45777103,0.18,0.23,2.3,7.96,-5.63,8.29,1.29,19.76,28.23,175.33,28.22,117.98
3,META,"Meta Platforms, Inc.",1631033360384,11638125,0.07,0.97,2.13,9.84,2.43,-11.62,-9.14,7.13,30.08,411.18,76.07,214.25
4,TSM,Taiwan Semiconductor Manufactur,1514926112768,10743799,0.07,1.53,0.73,5.26,-1.08,-1.88,19.3,67.52,65.43,299.93,169.19,454.4
5,TSLA,"Tesla, Inc.",1427574620160,69308274,0.49,-0.21,0.62,8.61,-3.59,-4.07,35.81,80.35,132.2,277.72,100.15,731.45
6,PLTR,Palantir Technologies Inc.,406828744704,35357123,0.87,1.91,2.97,9.6,-11.84,-6.0,7.49,95.41,561.08,2494.07,682.62,
7,BABA,Alibaba Group Holding Limited,384455606272,9874003,0.26,-1.91,2.24,5.12,-2.87,-7.11,34.24,11.03,120.06,63.27,-17.85,-21.89
8,AMD,"Advanced Micro Devices, Inc.",350419681280,41993830,1.2,-2.06,0.47,4.48,-11.78,-10.53,29.3,105.79,39.2,232.88,133.58,300.07
9,SHOP,Shopify Inc.,204168036352,8428946,0.41,5.06,-1.58,8.49,-1.29,-4.78,26.04,62.37,144.09,317.77,-4.57,218.27
10,DE,Deere & Company,126825037824,1303679,0.1,0.22,-0.15,-1.51,-1.1,1.45,-9.01,-1.75,25.22,15.13,39.99,198.15
11,HOOD,"Robinhood Markets, Inc.",113252835328,25390199,2.24,2.2,-1.76,18.59,-7.31,-7.25,20.12,199.74,476.17,1406.58,,
12,ABNB,"Airbnb, Inc.",72549924864,6681450,0.92,-0.25,1.51,6.24,-1.41,-6.85,-16.14,-6.65,-19.55,33.57,-14.58,
13,COIN,"Coinbase Global, Inc.",70986432512,9056704,1.28,1.32,-0.65,10.54,-17.2,-23.42,-32.78,39.32,11.57,598.3,17.05,
14,RBLX,Roblox Corporation,65770418176,6748740,1.03,-0.1,1.05,2.18,-11.07,-30.51,-21.14,64.47,161.0,222.66,14.51,
15,BIDU,"Baidu, Inc.",41480581120,1308713,0.32,-0.6,2.28,7.73,-10.07,-2.56,31.05,16.35,30.95,-9.69,-31.08,-11.19
16,CRWV,"CoreWeave, Inc.",37887078400,25635967,6.77,-1.34,2.34,9.85,-28.01,-40.16,-34.24,,,,,
17,XYZ,"Block, Inc.",36642095104,20730796,5.66,-6.59,-7.57,-2.97,-10.01,-21.42,-25.55,2.49,-2.89,-9.34,-77.23,-24.75
18,SOFI,"SoFi Technologies, Inc.",35586199552,59740405,16.79,1.65,3.58,18.47,-3.37,2.89,39.2,139.53,359.66,518.66,87.96,
19,NTRA,"Natera, Inc.",32659742720,1063138,0.33,1.02,-0.2,4.92,14.52,25.47,70.37,58.55,119.13,493.38,107.58,577.08
20,TER,"Teradyne, Inc.",30214428672,3721641,1.23,5.74,5.89,21.93,3.26,36.56,111.06,111.34,25.97,120.07,50.25,169.09
21,CRCL,"Circle Internet Group, Inc.",19703650304,16627477,8.44,1.98,6.61,15.7,-25.61,-40.8,-59.85,,,,,
22,ILMN,"Illumina, Inc.",19604434944,1091216,0.56,-0.91,-1.74,6.95,4.79,28.19,16.7,48.87,21.3,-35.28,-73.54,-55.7
23,TTD,"The Trade Desk, Inc.",19533268992,9364553,4.79,0.93,2.15,4.17,-7.65,-23.9,-53.62,-29.29,-59.75,-9.84,-50.77,34.78
