Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4551428538368,187022968,0.41,-1.64,-1.63,3.66,1.14,-0.32,-0.36,37.99,48.89,632.53,803.12,2523.28
2,GOOG,Alphabet Inc.,3742449008640,28010141,0.07,-0.63,-4.63,-9.2,-6.49,-1.65,25.61,78.31,89.26,208.39,128.41,393.49
2,AMZN,"Amazon.com, Inc.",2142690213888,78589278,0.37,-2.2,-4.37,-16.35,-14.82,-14.16,-9.07,-3.12,16.86,99.52,21.59,68.9
3,TSM,Taiwan Semiconductor Manufactur,1909152415744,16780543,0.09,-1.6,3.57,9.64,12.44,22.87,26.32,87.99,122.0,329.67,254.65,668.81
4,META,"Meta Platforms, Inc.",1643730436096,14866597,0.09,-2.82,-4.05,-6.06,0.34,-2.42,-8.48,1.39,26.36,219.3,90.77,258.98
5,AVGO,Broadcom Inc.,1570167586816,21655817,0.14,-3.38,-3.71,3.38,1.75,-5.34,-1.94,41.38,112.52,444.18,638.27,1355.97
6,TSLA,"Tesla, Inc.",1565026811904,61297276,0.39,-2.62,-0.06,-1.16,-7.19,-8.22,-2.97,14.93,102.71,126.51,61.4,754.52
7,BABA,Alibaba Group Holding Limited,378940817408,11379634,0.3,-3.4,-2.62,-3.01,-10.41,7.72,-15.58,35.05,102.73,103.28,15.91,-20.4
8,AMD,"Advanced Micro Devices, Inc.",335766814720,31353620,0.93,-3.58,-4.66,-14.94,-18.83,-4.37,25.06,79.77,40.71,113.19,101.02,268.28
9,PLTR,Palantir Technologies Inc.,307773145088,73428117,2.39,-4.83,-9.64,-18.21,-22.16,-28.59,-25.39,4.65,325.33,1518.17,430.74,
10,DE,Deere & Company,162132344832,2766921,0.17,-2.38,2.12,9.74,14.5,27.71,29.66,18.55,61.6,59.48,85.08,374.09
11,SHOP,Shopify Inc.,144420569088,36154632,2.5,-6.78,-6.54,-7.23,-19.6,-32.42,-31.33,3.67,52.57,147.73,-18.08,76.62
12,ABNB,"Airbnb, Inc.",70994845696,9770770,1.38,-3.0,-4.41,-5.01,-13.33,-15.3,-3.54,-10.39,-1.34,-3.36,-32.97,
13,HOOD,"Robinhood Markets, Inc.",64102481920,56778695,8.86,-8.79,-17.84,-18.32,-33.06,-38.4,-52.16,7.72,250.0,663.91,69.74,
14,CRWV,"CoreWeave, Inc.",49883938816,19560336,3.92,0.58,-1.13,6.26,4.26,29.5,-29.0,-22.8,,,,
15,TER,"Teradyne, Inc.",49476640768,4773913,0.96,-3.24,0.33,9.91,35.74,58.15,113.72,281.18,136.59,196.99,189.25,407.41
