Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4574801297408,124309275,0.27,-0.04,2.78,-1.13,-1.89,0.35,-2.42,36.8,76.99,610.5,793.41,2489.6
2,GOOG,Alphabet Inc.,3672165318656,13310340,0.04,-0.13,-0.8,-6.42,-9.73,-3.49,25.41,78.67,93.58,193.45,119.73,395.82
2,AMZN,"Amazon.com, Inc.",2199155900416,34070278,0.15,0.03,3.05,-1.85,-15.7,-14.97,-10.05,-0.87,18.19,107.56,24.07,77.06
3,TSM,Taiwan Semiconductor Manufactur,1869164445696,5882542,0.03,-0.52,-1.63,1.4,5.28,10.07,20.5,86.73,128.61,305.59,249.51,655.42
4,META,"Meta Platforms, Inc.",1631006883840,9972501,0.06,0.24,0.78,-4.79,-3.58,-2.4,-12.02,-3.68,26.37,224.95,97.22,254.97
5,AVGO,Broadcom Inc.,1583537979392,13976857,0.09,0.14,2.71,-2.89,0.23,-2.84,-3.01,35.09,119.97,449.71,634.66,1341.97
6,TSLA,"Tesla, Inc.",1544913682432,49015490,0.32,0.09,-1.37,-1.34,-4.58,-4.91,-5.47,20.14,87.64,115.39,55.63,702.95
7,BABA,Alibaba Group Holding Limited,368293347328,6561535,0.18,-0.96,-0.94,-5.36,-12.18,2.23,-11.18,36.71,90.22,94.19,4.13,-19.24
8,AMD,"Advanced Micro Devices, Inc.",331576639488,25161037,0.76,1.62,-1.91,-5.85,-19.53,-5.12,-12.68,77.41,44.37,108.41,91.05,266.37
9,PLTR,Palantir Technologies Inc.,321501724672,40624471,1.26,-0.36,2.65,-5.61,-14.27,-24.94,-27.27,2.16,340.96,1543.0,468.44,
10,DE,Deere & Company,179451297792,6649975,0.37,11.58,9.8,13.03,26.09,36.22,45.61,31.68,72.47,74.79,103.73,404.9
11,SHOP,Shopify Inc.,161569357824,12308542,0.76,1.78,9.85,4.56,-10.88,-26.51,-24.45,16.2,76.3,175.36,-11.48,95.38
12,ABNB,"Airbnb, Inc.",75424849920,6190146,0.82,1.24,3.68,3.71,-4.36,-8.85,4.71,-2.94,9.2,3.83,-25.82,
13,HOOD,"Robinhood Markets, Inc.",68185497600,20395532,2.99,0.59,-0.42,-12.6,-26.84,-37.84,-50.38,11.28,295.87,747.14,80.81,
14,CRWV,"CoreWeave, Inc.",50634543104,10655974,2.1,1.77,1.15,0.36,-8.38,24.63,-32.11,-19.18,,,,
15,TER,"Teradyne, Inc.",50251329536,1822497,0.36,0.34,0.39,1.94,26.17,38.1,117.83,298.28,150.92,206.39,188.73,412.22
16,BIDU,"Baidu, Inc.",47797313536,1499128,0.31,-0.55,0.07,-6.71,-13.04,-6.36,3.56,65.07,66.44,-7.77,-12.42,41.16
17,RBLX,Roblox Corporation,45669019648,9480991,2.08,2.19,2.01,-12.27,-14.39,-15.02,-49.03,-28.36,48.96,50.39,-13.85,
18,COIN,"Coinbase Global, Inc. - 3",44746981376,7965283,1.78,1.15,0.99,-0.78,-20.77,-33.77,-57.12,-32.74,1.67,115.12,-34.04,
19,XYZ,"Block, Inc.",32240898048,6954793,2.16,-1.32,6.2,-6.85,-17.64,-24.44,-34.58,-14.36,-17.46,-27.2,-78.77,-14.35
