Rank,Symbol,Name,Market Cap,Volume,V/C ‱,1d %,3d %,7d %,15d %,30d %,90d %,6mo %,1y %,2y %,3y %,4y %
1,NVDA,NVIDIA Corporation,4503464574976,160849172,0.36,1.18,-2.67,7.62,-0.8,-2.05,-0.03,32.91,55.02,614.76,806.32,2464.8
2,GOOG,Alphabet Inc.,3663213887488,23642757,0.06,-1.05,-2.73,-8.6,-9.22,-3.96,22.61,75.56,84.57,199.31,124.04,376.96
2,AMZN,"Amazon.com, Inc.",2159329280000,64506011,0.3,1.19,-1.44,-9.67,-15.63,-11.19,-9.3,-2.21,12.69,105.86,24.9,66.91
3,TSM,Taiwan Semiconductor Manufactur,1888925122560,10014531,0.05,-0.59,-2.64,10.12,9.46,13.95,24.2,86.49,116.45,321.63,258.28,663.84
4,META,"Meta Platforms, Inc.",1617119412224,12567006,0.08,-0.08,-4.4,-4.61,-4.92,-1.71,-10.27,-0.67,23.23,225.44,93.34,238.69
5,AVGO,Broadcom Inc.,1576663121920,21312472,0.14,2.27,-2.98,7.09,2.37,-4.34,-0.96,38.25,107.32,440.31,644.28,1335.27
6,TSLA,"Tesla, Inc.",1540861067264,58990087,0.38,-1.63,-4.12,3.38,-5.65,-6.26,-5.19,14.56,91.78,124.08,57.82,749.4
7,BABA,Alibaba Group Holding Limited,371062603776,6738078,0.18,-0.19,-5.41,-1.48,-9.3,-0.2,-14.28,34.88,89.65,102.05,14.34,-19.91
8,AMD,"Advanced Micro Devices, Inc.",331103830016,31722819,0.96,-2.05,-4.92,5.5,-19.19,-9.12,-3.99,79.67,36.7,109.77,99.47,261.48
9,PLTR,Palantir Technologies Inc.,317044719616,47657431,1.5,1.23,-1.96,2.32,-20.57,-20.76,-26.98,8.75,322.55,1546.29,473.12,
10,DE,Deere & Company,162872393728,1818920,0.11,-0.34,-1.93,6.21,16.32,28.71,30.64,20.56,59.06,58.83,88.08,367.94
11,SHOP,Shopify Inc.,148179206144,14591604,0.98,0.75,-4.36,2.07,-16.7,-27.77,-29.6,5.42,53.29,158.75,-13.86,76.53
12,ABNB,"Airbnb, Inc.",74477625344,6666537,0.9,2.37,3.91,2.44,-6.87,-6.6,3.65,-3.22,5.9,4.92,-24.59,
13,HOOD,"Robinhood Markets, Inc.",67996221440,31619575,4.65,-0.7,-3.24,3.8,-29.5,-34.52,-47.97,17.97,274.95,757.27,79.58,
14,TER,"Teradyne, Inc.",48601739264,2308251,0.47,-2.9,-4.91,12.73,31.89,47.26,118.27,278.11,124.98,190.41,184.23,404.92
15,BIDU,"Baidu, Inc.",47874007040,1941194,0.41,0.23,-5.37,-1.17,-12.01,-8.63,-1.16,62.73,62.29,-8.56,-8.32,36.04
16,CRWV,"CoreWeave, Inc.",47434047488,17395268,3.67,-5.25,-4.36,21.9,-7.44,14.73,-29.36,-13.78,,,,
17,COIN,"Coinbase Global, Inc. - 3",44768555008,16719359,3.73,1.03,8.37,13.62,-22.23,-29.81,-55.82,-33.28,-9.46,120.95,-30.85,
18,RBLX,Roblox Corporation,44648480768,7123770,1.6,-0.27,-8.68,4.01,-14.88,-22.17,-49.6,-25.7,43.21,45.3,-13.19,
19,XYZ,"Block, Inc.",30972964864,7868531,2.54,2.03,-5.58,-4.81,-22.9,-22.01,-35.7,-18.26,-23.11,-31.8,-78.47,-18.06
20,NTRA,"Natera, Inc.",29458626560,732111,0.25,2.43,-0.57,7.19,-12.49,-7.69,25.35,33.66,78.63,275.49,90.2,473.27
21,SOFI,"SoFi Technologies, Inc.",24653963264,49343105,20.01,-0.51,-5.06,0.26,-24.38,-28.95,-30.67,48.14,144.18,273.75,20.06,
22,BWXT,"BWX Technologies, Inc.",18385004544,444571,0.24,0.34,1.3,7.29,-2.4,10.58,5.22,61.01,97.12,233.77,271.64,317.69
23,ILMN,"Illumina, Inc.",17814378496,3037820,1.71,-0.26,0.11,-12.8,-23.85,-13.28,20.51,38.24,-11.33,-45.5,-69.13,-61.25
24,CRCL,"Circle Internet Group, Inc.",15678445568,9610065,6.13,2.63,6.5,22.68,-13.09,-26.18,-58.57,,,,,
25,KTOS,Kratos Defense & Security Solut,15665172480,2392732,1.53,3.27,4.77,7.88,-17.38,15.99,-11.3,152.46,300.92,617.39,314.65,545.86
26,ROKU,"Roku, Inc.",13087852544,5814513,4.44,-1.64,0.79,2.94,-17.21,-18.52,-13.01,21.68,30.71,43.29,-70.91,-29.04
27,DKNG,DraftKings Inc.,11244681216,25375638,22.57,3.81,-14.11,-11.48,-26.13,-36.65,-31.44,-36.54,-34.52,31.11,-54.17,16.74
28,TEM,"Tempus AI, Inc.",9350806528,3158362,3.38,1.17,-1.96,0.23,-22.28,-15.72,-43.49,-3.44,-11.49,,,
29,BMNR,"BitMine Immersion Technologies,",9165478912,30074446,32.81,-3.86,3.49,15.8,-27.52,-35.4,-65.95,,,,,
30,CRSP,CRISPR Therapeutics AG,5103538688,1668120,3.27,0.19,10.04,15.89,-2.71,-1.12,-24.71,44.56,11.42,19.59,-48.12,-1.56
31,ACHR,Archer Aviation Inc.,5006624768,26839375,53.61,0.74,-2.15,5.08,-15.07,-16.11,-45.35,-35.66,100.59,179.51,-12.79,
32,BLSH,Bullish,4821879808,1816838,3.77,0.85,0.38,28.51,-10.26,-18.49,-50.84,,,,,
33,TWST,Twist Bioscience Corporation,3242162944,2199930,6.79,7.68,6.53,12.27,24.54,63.26,69.92,83.04,22.29,220.1,-46.77,63.87
34,VCYT,"Veracyte, Inc.",2848141824,509201,1.79,0.73,0.11,3.36,-11.19,-15.0,4.1,33.64,14.2,60.13,-18.76,53.91
35,BEAM,Beam Therapeutics Inc.,2789546240,1209711,4.34,-1.54,5.77,11.16,-11.18,1.29,9.39,68.44,3.04,-14.71,-67.89,51.46
36,WGS,GeneDx Holdings Corp.,2631184896,308335,1.17,0.98,-0.45,8.27,-13.21,-31.19,-24.62,30.08,185.0,446.23,-60.08,
37,TXG,"10x Genomics, Inc.",2378747136,2883997,12.12,2.76,-2.77,5.2,-17.24,12.03,60.52,99.46,-20.26,-61.04,-86.91,-74.84
38,RXRX,"Recursion Pharmaceuticals, Inc.",1803569152,16704962,92.62,-0.86,-6.74,-2.81,-24.62,-17.62,-33.84,-22.25,-52.47,-52.34,-83.79,
39,NTLA,"Intellia Therapeutics, Inc.",1415441792,2379674,16.81,2.95,1.83,10.19,-12.4,32.68,-40.22,64.03,-45.54,-68.07,-90.58,-16.19
40,PD,"PagerDuty, Inc.",639670336,2980451,46.59,-1.15,-3.52,-13.16,-39.24,-44.63,-56.14,-57.39,-65.32,-78.06,-82.9,-68.03
41,PACB,Pacific Biosciences of Californ,477013728,11671420,244.68,-7.6,-14.13,-8.14,-37.3,-14.13,12.86,51.92,15.33,-81.1,-93.71,-50.93
42,CERS,Cerus Corporation,455247360,1111031,24.4,5.8,10.23,10.75,-3.66,20.3,48.12,92.68,4.87,-18.28,-60.83,-58.13
43,SLMT,Brera Holdings PLC,90803424,701583,77.26,-2.65,-5.98,7.84,-36.05,-45.0,-94.14,-84.06,-85.33,-96.54,,
